mouseSymbol,humanSymbol,B6.1.Tfh,B6.2.Tfh,B6.3.Tfh,B6.4.Tfh,TC1.Tfh,TC2.Tfh,TC4.Tfh,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Sign_score,mouseIDwtSS
Acaa1a,ACAA1,10.1724480940752,10.393672878644301,10.2142624677653,10.36240899664,10.408850100559,10.3685253508636,10.5232610451701,1310.3354303129302,0.19200743579025897,0.0954489560718055,2.01162426172386,0.0442595598989564,0.10363277581286401,-,Acaa1a-
Acaa1b,ACAA1,-0.250036236741182,-0.265330554963852,-0.272927858118361,-0.27292896168208397,-0.255844238791591,-0.272564127374746,-0.27286464443617503,0.83108608246036,-0.39234052587661,2.36941840012518,-0.16558516041568802,0.8684834263397471,,,Acaa1b
Acaa2,ACAA2,9.29874973938877,9.45650637695585,9.31369259839959,9.26163272183784,8.858577896868539,8.98826246294437,8.92985137904175,582.005697629165,-0.6112701067185661,0.10294880367645698,-5.937612530589861,2.8920253795002196e-09,5.40615038038654e-08,*****,Acaa2*****
Acadl,ACADL,10.3307631870971,10.3673889056308,10.368557175500301,10.3024755777226,10.0354762352466,10.0278458671125,10.0953570503492,1200.4538890837,-0.384308446446113,0.0671936632360978,-5.71941501530839,1.0689142095847801e-08,1.76027818282347e-07,*****,Acadl*****
Acadm,ACADM,9.269809520713089,9.35663920165176,9.316643808015831,9.26700226014578,9.352646948934131,9.356331190689561,9.3544951732364,641.71079622722,0.0745753953210806,0.0805871968794269,0.9254000413075408,0.35475785734608295,0.515339968465117,,Acadm
Acads,ACADS,9.853051358266061,9.91380912724808,9.888052784185929,9.83836304819112,9.69634510006758,9.63255405976106,9.551163022715581,877.196078682794,-0.3404965543885,0.0800045966025525,-4.25596239276127,2.08151695525014e-05,0.000144219389042331,***,Acads***
Acadsb,ACADSB,9.6907752136656,9.657956028718038,9.64010807722688,9.56506273626311,9.49623596246486,9.46562060294016,9.49959632778462,763.966006773363,-0.214942216488101,0.0794672543227283,-2.7047897693204397,0.006834762967751921,0.0221170482691208,*,Acadsb*
Acadvl,ACADVL,10.637596531262801,10.8298434586344,10.752014406398402,10.727196061354901,10.4440347203624,10.430072272877,10.4246807366419,1573.2582241067,-0.395663940686129,0.0747812755395233,-5.29094934302122,1.21683069419281e-07,1.5387394819729098e-06,*****,Acadvl*****
Acat1,ACAT1,10.027246226660301,10.072987287176801,9.99471829121806,10.128799268529,9.73961074567961,9.67516690419358,9.78666917033686,977.362831885083,-0.43909887328242103,0.0801570006144983,-5.47798532774691,4.30195794526496e-08,6.093993498955929e-07,*****,Acat1*****
Acat2,ACAT2,7.5654810487272695,7.59595506381835,7.56974762707759,7.55908352187719,7.46368856068488,7.419977655548821,7.437171540597321,183.422429337467,-0.284827150528305,0.13181205672600801,-2.16085810056332,0.0307063023505972,0.0774497951154749,-,Acat2-
Acat3,ACAT2,-1.62493277748735,-1.6198635768866798,-1.6248435123605098,-1.6248451496627598,-1.62460085976816,-1.62432927535083,-1.6196624632691499,0.273900602037416,0.42929643318220007,3.75410009485242,0.11435401889545901,0.908957162417339,,,Acat3
Acox1,ACOX1,9.70225493375765,9.601789936435289,9.631930929019571,9.68768295871116,9.65611193331298,9.63250350645098,9.65954045192581,805.4689696379339,-0.009709180865735509,0.0761504560324096,-0.127499970080327,0.898544696861395,0.940650812379236,,Acox1
Acox3,ACOX3,10.391951468174401,10.3198199150232,10.3503949836342,10.391282496879699,10.349411734184699,10.4449198631248,10.4156167376707,1333.88229290842,0.0525009334001336,0.0671997167695984,0.781267182719517,0.434645367366593,0.5931999402940771,,Acox3
Acsl1,ACSL1,8.17846042520754,8.1854515921535,8.20440150484854,8.16889044057244,8.20440789648684,8.26437135646922,8.18237499864434,293.93874657982104,0.0578877016494264,0.107754591473381,0.537217958491603,0.591117067817038,0.7292919431389359,,Acsl1
Acsl3,ACSL3,7.4532538512943205,7.30098346697397,7.36799863217126,7.23796403831051,7.711744313279199,7.39086554895794,7.65962504187343,177.796415790696,0.545004032872007,0.192341669539658,2.8335203400094997,0.00460383779977417,0.0158010467570243,*,Acsl3*
Acsl4,ACSL4,10.2278581478371,10.224804144248,10.2995405710051,10.242370378423999,10.189819205308199,10.2306998172158,10.2217178822021,1204.5892210528698,-0.0461992870263512,0.0655394946350215,-0.7049075871522559,0.48086774822718503,0.6371072371938741,,Acsl4
Acsl5,ACSL5,11.6994725785124,11.773391422270501,11.8151999933805,11.7473167024976,11.4581459744581,11.464247724236401,11.480326388360801,3201.82045524011,-0.360768986354575,0.0567324402805606,-6.359130412343509,2.02899093047252e-10,4.88308437548516e-09,*****,Acsl5*****
Adh1,ADH1A,4.228492640649081,4.234614079188391,4.21829345444498,4.2401426063974705,4.26842232493238,4.36970823779114,4.21507864910619,19.3692660294742,0.563150256152166,0.43831108214521797,1.2848186575524199,0.19885566095773302,0.339371469243762,,Adh1
Adh4,ADH4,0.5587727388394,0.566574611869235,0.566959840618241,0.5669539503802429,0.5764389214507211,0.596427345609581,0.567297158071362,1.52230385049643,1.86147534250877,1.4821733962357602,1.25590929322865,0.20914885880127898,0.351780508121246,,Adh4
Adh5,ADH5,10.2660937251238,10.365660166587501,10.3061495401982,10.3828023977594,10.127423225733,10.1519991480674,10.2017133045609,1227.8505219718,-0.22532013441329396,0.0718553328908204,-3.13574685897919,0.0017141709452930302,0.00678341277615643,**,Adh5**
Aldh1b1,ALDH1B1,6.76916206894692,6.71861860871575,6.696161209200599,6.6100545291050805,6.5652710452770595,6.648854435614671,6.6127338261472595,101.46431694345699,-0.267640860227442,0.18974854045701298,-1.4105028664928099,0.15839125062811998,0.28477486607053903,,Aldh1b1
Aldh2,ALDH2,7.04695338624317,7.44851872712673,7.12057225733523,7.20038912736335,6.77458085117479,6.88649915429554,6.78025670248049,136.448351770165,-1.0319596888368299,0.23019192816480802,-4.48304029191671,7.35870283220363e-06,5.79803093881602e-05,****,Aldh2****
Aldh3a2,ALDH3A2,10.3472040288072,10.398648042309901,10.406084005685099,10.464873490274499,10.2611625346297,10.290965688505,10.2895282431061,1308.50190210691,-0.16351290225403697,0.0671454478449069,-2.43520458202499,0.0148833721742882,0.0425040751960117,*,Aldh3a2*
Aldh7a1,ALDH7A1,8.4432698576778,8.52870555137825,8.42437875096927,8.36991685386438,8.31927237258857,8.295022032725718,8.57253071573084,344.388766049279,-0.0671019791265047,0.139408101243186,-0.481334861662386,0.63027852384886,0.759523578318889,,Aldh7a1
Aldh9a1,ALDH9A1,10.116824836166499,10.250356041140801,10.184030381426801,10.0791720506744,9.93163806629332,9.97141683731433,9.95882106298609,1080.23433691193,-0.27642984906450496,0.0794590989410189,-3.4788948370745296,0.000503486126056581,0.00235780314786815,**,Aldh9a1**
Cpt1a,CPT1A,11.169201698142901,11.4418453886144,11.352052829221,11.178796982816,10.977093062400698,10.6712481203402,10.719396661178,2210.6181327578797,-0.624085038795124,0.11614852901343399,-5.37316351826496,7.73671084566303e-08,1.03164791393803e-06,*****,Cpt1a*****
Cpt1b,CPT1B,2.6470014378943705,2.63915549852347,2.64091219278534,2.63309536945473,2.66958384482362,2.6586322140022403,2.68149761542799,6.327298182308611,0.856561001028728,0.665823710802838,1.2864681553558701,0.19827972561850102,0.338781311583632,,Cpt1b
Cpt1c,CPT1C,7.08668064337054,6.8118754742641,7.21647814761651,6.9505240551906295,9.577817837862641,9.364046292006028,9.523878931471339,495.618955033183,4.24049785731517,0.32746480106498105,12.949476840027499,2.36560676946172e-38,8.180885323608059e-36,*****,Cpt1c*****
Cpt2,CPT2,8.348629427741589,8.37745316974599,8.42987521781255,8.37059328719581,8.26644242982108,8.19387075728074,8.268458367681509,320.837753470883,-0.23936715256234697,0.106837957820591,-2.24046918759256,0.0250604789660014,0.0655802104607912,-,Cpt2-
Echs1,ECHS1,9.53024567322516,9.64853212495176,9.613885310458722,9.44126811203673,9.47969082624567,9.43847954601488,9.470281819179421,734.629229120486,-0.139438647389963,0.0931662729736825,-1.49666443595261,0.13448059452689598,0.25112305408309105,,Echs1
Eci1,ECI1,9.06732989207485,9.32452987192485,9.14664104794991,9.09887977787469,8.921473591675971,8.85168987448257,8.828256909450001,530.395300485833,-0.45015070596561796,0.11457937433364401,-3.9287237217304503,8.53978814340693e-05,0.000498718611546687,***,Eci1***
Eci2,ECI2,9.54466716617695,9.62461158965282,9.566581086177349,9.53737676015044,9.48165599781624,9.51272417080954,9.365522607256,735.288360694986,-0.16299972005529198,0.0857026391160658,-1.9019218280378003,0.0571813750609982,0.12736506783399001,,Eci2
Ehhadh,EHHADH,8.150636426602759,8.08386834634326,7.96880097496985,8.05829281759687,8.15189366560453,8.119401680622701,8.12481245778211,273.811017656772,0.11780703811747302,0.12132084720726802,0.971037054466068,0.331529826830987,0.49128798185629596,,Ehhadh
Gcdh,GCDH,8.7757379652859,8.85480255676926,8.72976387609681,8.891970586065062,8.78383091772211,8.964378753837789,8.867461252250289,458.99041748592697,0.092022625927685,0.11010888307905302,0.8357420705250229,0.40330002213629795,0.5640931641388829,,Gcdh
Hadh,HADH,10.073203992673301,10.106724713536,9.9816505956306,9.95764928363462,9.77144551053383,9.841638647465519,9.796709956325769,982.890003245487,-0.310886267048961,0.0809935769462277,-3.83840643629508,0.00012383538395693998,0.000690976249732375,***,Hadh***
Hadha,HADHA,11.572953593758301,11.594909542107999,11.540840494667401,11.617778246457698,11.4525564749495,11.4305987922502,11.427234768910198,2941.4388687694,-0.179942849340865,0.0527166383142865,-3.4133976500565297,0.000641582524753378,0.00291109378316507,**,Hadha**
Hadhb,HADHB,10.1638187038644,10.156612745937801,10.1373513134384,10.1864794233489,9.906852936611632,9.89880224121812,9.98480530266438,1074.4123501266902,-0.30957146234183197,0.0690256408302118,-4.48487632448514,7.295623834990401e-06,5.756884125348579e-05,****,Hadhb****
