GeneSymbol,mArray_stat,mArray_padj,mArray_log2FC_TCvsB6,RNAseq_log2FoldChange,RNAseq_stat,RNAseq_pvalue,RNAseq_padj,stat_annot
Muc5ac,1.0133,0.350466,0.0624446,-2.25147732,-1.513869867,0.130058848,0.244617659,
Gm26448,1.03493,0.350517,0.219987,0.97387504,1.81301044,0.069830211,0.149650949,
Slc25a1,1.01403,0.350572,0.0706093,-0.489879796,-4.568887255,4.90E-06,4.05E-05,
Trpc5,1.04023,0.350611,0.107819,-0.290216615,-0.101781996,0.918929716,,
Tbc1d8,1.01205,0.350616,0.0769092,0.808429591,0.994746656,0.319859497,0.479759087,
Tmem30b,-1.02533,0.350674,-0.233939,-0.712391203,-1.844926923,0.06504817,0.14128704,
Ndufa12,1.02874,0.350695,0.0477325,-0.254924222,-1.933999439,0.053113197,0.11984748,
Tlr12,-1.14813,0.350775,-0.115563,-1.829718916,-6.483105731,8.99E-11,2.31E-09,
Ireb2,-1.0211,0.350829,-0.0982431,0.076475876,1.140274168,0.254172096,0.406491375,
Gm7707,1.01495,0.350883,0.0906592,-0.306841025,-0.10906105,0.913154068,,
Tmem88,-1.03533,0.350963,-0.0719207,0.823433721,1.193024265,0.23285987,0.381081845,
Secisbp2,-1.01136,0.351136,-0.0457577,0.396296441,5.552709239,2.81E-08,4.19E-07,
Wdr37,1.03288,0.351256,0.118841,0.160517281,2.406232645,0.016117997,0.04540722,
Wdr37,-0.980125,0.366681,-0.0437301,0.160517281,2.406232645,0.016117997,0.04540722,
Gm22442,1.02142,0.35131,0.113867,1.664336836,4.242505413,2.21E-05,0.000152154,
Gm18828,1.07105,0.351334,0.171007,1.953369829,0.51667152,0.60538548,,
Khdrbs3,1.01831,0.351342,0.0810677,-1.248859195,-0.327279764,0.743456297,,
Slc46a3,-1.06672,0.35135,-0.10152,-0.24637132,-1.916410079,0.055312919,0.123949558,
Ptp4a2,-1.09753,0.351384,-0.0467693,-0.229904664,-4.249469903,2.14E-05,0.000148141,
Dclk2,-1.03826,0.351471,-0.0540151,0.625753472,4.023916597,5.72E-05,0.000350884,
Trav8d-2,1.13244,0.351512,0.266108,0.360389015,0.801896573,0.422612789,0.581622052,
Rbm3,-1.09504,0.351614,-0.0684482,-0.533346543,-5.816812536,6.00E-09,1.04E-07,
Ttc13,-1.02951,0.351763,-0.107998,0.361918586,4.135733134,3.54E-05,0.000231391,
Fam101b,-1.02113,0.35185,-0.222371,-0.326767175,-2.175141694,0.0296195,0.075173421,
Prr33,1.09272,0.351997,0.103463,0.429297455,0.117960775,0.906098738,,
Dse,-1.18587,0.352085,-0.246719,-0.682711706,-2.107484767,0.035075581,0.086081817,
Ptpn22,1.045,0.352136,0.0908531,0.032567733,0.532615463,0.594299796,0.73183736,
Gm16465,-1.1089,0.35221,-0.111201,-1.251698034,-0.331334749,0.740391646,,
Ppp1r9b,1.06286,0.352269,0.049365,0.170044326,1.961529286,0.049817312,0.113995185,
Rasl10b,1.04242,0.352389,0.0852584,-0.287288283,-0.086022049,0.93144889,,
Ms4a4b,-1.10734,0.35245,-0.177026,-0.462367047,-3.696879174,0.000218266,0.001136556,
Mnat1,-1.02231,0.352546,-0.0332891,-0.489450466,-3.257272635,0.001124883,0.004734979,
Aasdhppt,1.07231,0.35263,0.200127,-0.005287269,-0.052121839,0.958431612,0.977041338,
5830411N06Rik,1.13815,0.35271,0.0592809,-1.278967736,-1.180831663,0.237669603,0.386787524,
Snx33,1.02376,0.352798,0.0702584,0.001441153,0.019296625,0.984604477,0.991899691,
Acly,1.02722,0.352878,0.0712713,-0.071610936,-1.40662083,0.159539853,0.2864838,
Cela1,-1.00745,0.352884,-0.0620655,-0.163367545,-1.036751957,0.299851471,0.458084817,
Ccdc97,1.02988,0.35307,0.118479,0.237647873,3.213044722,0.001313358,0.005394502,
Gm24401,-1.00712,0.353131,-0.136741,2.05971517,0.579454195,0.562282745,,
Gm20535,-1.02108,0.353159,-0.071576,0.668113101,1.086413944,0.277295895,0.433705939,
Pde12,1.02013,0.353402,0.0862171,-0.09375815,-1.153549359,0.24868497,0.400169989,
Suco,-1.05268,0.353444,0.0591162,0.377875973,4.752699815,2.01E-06,1.84E-05,
Gm9870,1.14481,0.353469,0.111202,0.030252912,0.029283891,0.976638174,0.987068043,
Chchd6,1.0144,0.353609,0.0785215,-0.489939873,-1.435402838,0.151172338,0.274839948,
Ninj2,1.07669,0.353627,0.142529,-1.853125329,-1.428599005,0.15311952,0.277496228,
Peli1,1.06089,0.353646,0.0807549,0.224148439,3.845290781,0.00012041,0.000673751,
Amotl1,1.09006,0.353708,0.078518,-0.386531058,-0.327306051,0.743436416,0.84019512,
Accs,1.01107,0.35382,0.1008,0.573074926,6.570524234,5.01E-11,1.35E-09,
Ccdc40,1.0187,0.353821,0.0588217,-0.424006131,-1.308041907,0.190859096,0.32900508,
Sh3pxd2b,1.13296,0.353823,0.0748871,1.600790494,2.016421572,0.043755912,0.102695344,
Exosc8,-1.02148,0.353923,-0.0622575,0.061442629,0.879897537,0.378914819,0.540268615,
Pten,-1.00616,0.353995,-0.0721407,0.082574404,1.088697069,0.276287495,0.432549852,
Pten,0.0663114,0.949803,0.0149022,0.082574404,1.088697069,0.276287495,0.432549852,
Prickle2,1.00859,0.353996,0.0746694,1.273490916,0.903159518,0.366441239,0.527972759,
Slc12a3,1.00533,0.353999,0.0797057,-0.031120999,-0.021086595,0.983176579,,
Hspa4l,1.03679,0.354034,0.108644,0.158191327,1.6038785,0.108740837,0.213383731,
Mrs2,-1.0064,0.354074,-0.0675582,0.504702131,4.818248148,1.45E-06,1.38E-05,
4921536K21Rik,1.01323,0.354158,0.0968444,2.332241813,1.511525008,0.130654742,0.245564229,
Tro,1.0036,0.354314,0.0769788,1.036549812,2.390411059,0.016829525,0.04701863,
Mir7069,1.01206,0.354396,0.0729352,0.601275953,0.257676652,0.796656467,,
Znhit2,-1.004,0.35442,-0.0453067,-0.736389089,-5.935816216,2.92E-09,5.46E-08,
Met,1.00998,0.35444,0.0673198,-1.813840326,-0.547287637,0.584181136,,
Tmcc2,1.08744,0.354468,0.121004,-0.504804097,-1.524181702,0.127463328,0.24090372,
Fam132b,1.00506,0.354505,0.0602111,-3.579322251,-2.008884556,0.044549378,,
4930553M12Rik,1.11575,0.354562,0.135365,3.788328136,2.442798319,0.014573879,0.041765676,
D430040D24Rik,1.04407,0.354673,0.0559922,0.12731911,0.132055859,0.89494011,0.938477737,
Gm6695,1.12132,0.354788,0.208306,0.429296672,0.115167215,0.908312584,,
Fam179b,-1.11607,0.354825,-0.0658575,-0.158037899,-1.586252594,0.112682021,0.219513299,
Cd164,-1.00862,0.354863,-0.0679782,0.028835844,0.421816749,0.67315878,0.790303311,
Tob1,-1.11242,0.354864,-0.087103,0.158547006,0.950382513,0.341917926,0.502237338,
Gm10254,-1.02442,0.355034,-0.0669432,-0.102233036,-0.085343535,0.931988282,0.962044617,
Trav4-2,-1.10353,0.355136,-0.178463,-0.767143421,-2.469786359,0.013519377,0.039252828,
Gnl2,-1.00753,0.355147,-0.0551521,0.111817697,1.630457625,0.103004814,0.204594904,
Zkscan3,-1.00191,0.35515,-0.0443812,0.484590768,5.633925604,1.76E-08,2.77E-07,
Gm12305,-1.17334,0.35519,-0.173599,-0.640488809,-1.174887172,0.240039858,0.389727911,
Aak1,1.02806,0.355308,0.0997583,0.447669609,3.024548831,0.002490043,0.009375527,
Ext1,-1.04846,0.355315,-0.0947112,-0.254853006,-2.655327591,0.007923142,0.025067889,
Cggbp1,-1.01567,0.355355,-0.0710007,-0.163026339,-2.525980525,0.011537588,0.034298957,
Qdpr,-1.01624,0.35537,-0.0419079,-0.474646532,-4.662365177,3.13E-06,2.72E-05,
Gm13831,-1.08228,0.355398,-0.105676,2.05971517,0.579454195,0.562282745,,
Rnf41,-1.04432,0.355402,-0.0759034,-0.383359296,-5.247544674,1.54E-07,1.89E-06,
Snord98,-1.0011,0.355566,-0.195004,2.742590982,2.223032088,0.026213636,0.068060474,
Ankmy2,-1.01616,0.355568,-0.0949115,-0.440900979,-5.578981372,2.42E-08,3.68E-07,
Hmgxb3,1.04414,0.355631,0.0598274,0.105526658,1.663030192,0.096306392,0.193929378,
Il10ra,-1.00765,0.355657,-0.101201,-0.064698397,-0.696427477,0.48616116,0.642055018,
9130230N09Rik,1.00223,0.355687,0.0488784,-0.07354303,-0.194334124,0.845914268,0.908694363,
Lepr,1.00176,0.355694,0.0424382,0.306548557,0.219577284,0.826200384,0.895262592,
Gm16576,1.00525,0.355741,0.084102,-0.123012177,-0.731026596,0.464762908,0.622396527,
Tmco3,-1.03295,0.355877,-0.0593027,0.003776589,0.037059669,0.97043743,0.983607431,
Zfp444,1.11733,0.355918,0.0639022,-0.033572299,-0.363727505,0.716061502,0.821572764,
Nup205,-1.00273,0.35596,-0.0599524,0.119828777,1.823069716,0.068292833,0.147109327,
Mterf1a,1.02115,0.356179,0.0811833,-0.305532249,-1.557891616,0.119258943,0.229016328,
Gm12352,-1.00749,0.356206,-0.084947,1.306778729,0.406774601,0.684173543,,
Igtp,1.00072,0.356227,0.10789,-0.307323391,-4.258678242,2.06E-05,0.000142852,
Zfp248,1.06586,0.356256,0.0740094,-0.137266533,-0.828712767,0.40726696,0.567817949,
Abcf1,-1.00573,0.356339,-0.0454382,-0.022099235,-0.328529265,0.742511521,0.839680694,
Lonp1,-0.999444,0.356352,-0.0546283,0.144053401,2.377234731,0.017442984,0.048434804,
Mir6998,1.17508,0.356608,0.0911402,0.888529937,0.531691668,0.594939564,,
Tln1,-1.02477,0.356619,-0.0432751,0.045941074,0.904127655,0.365927716,0.527471738,
Rpl23a,-1.03387,0.356774,-0.0780147,-0.40812405,-4.308013768,1.65E-05,0.000118306,
Smap2,1.0805,0.356894,0.0933073,0.041519373,0.594062809,0.552470104,0.698124904,
Park7,1.03424,0.356926,0.0495311,-0.486104261,-5.968277784,2.40E-09,4.58E-08,
E2f5,1.00058,0.356987,0.103564,0.193117754,1.442186199,0.149249853,0.272091068,
Gm12749,0.998503,0.357061,0.0947127,1.276660069,0.460154315,0.64540546,,
Foxo4,0.999815,0.357107,0.0574229,0.127229653,2.002211555,0.045261983,0.105390461,
A630095N17Rik,1.01126,0.357196,0.0992075,-1.256120514,-0.332832181,0.739260965,,
Rnf144a,-1.01582,0.357222,-0.135493,-0.237478794,-1.745018788,0.080981599,0.169062372,
Hrasls5,1.00074,0.357274,0.119865,-0.284901191,-0.100719721,0.919772956,,
Fbxl22,-1.03275,0.357317,-0.0909384,0.521677071,0.842639549,0.399430065,0.559983562,
Hsp90aa1,0.996844,0.357347,0.142747,0.10606771,0.823683888,0.410119196,0.570243738,
Cox7a1,1.07148,0.357348,0.0823831,-2.046746527,-1.726139092,0.084322392,0.174817871,
Slc39a3,1.00469,0.357368,0.0535252,-0.075365686,-0.871976925,0.383220966,0.544567942,
Aoah,1.01158,0.357414,0.0605824,-1.816864619,-0.548575544,0.583296773,,
Ppm1f,1.00402,0.357449,0.0588002,-0.12116941,-1.473747665,0.140549544,0.260025904,
Bpi,-0.999488,0.357536,-0.0703487,-0.309744756,-0.093955837,0.925144239,,
Rsph9,1.02295,0.35761,0.0981701,-0.752120066,-0.907765453,0.364002155,0.525553301,
4930517O19Rik,1.02223,0.357627,0.103776,-0.62172752,-0.434488152,0.663933997,,
H2-Q4,-1.00857,0.357734,-0.0493128,0.237589209,3.705307489,0.000211134,0.001103392,
Ccdc171,0.998385,0.357815,0.0834795,0.589205589,4.966645663,6.81E-07,7.00E-06,
1110001J03Rik,-1.05383,0.35782,-0.0776394,-0.380337171,-1.662426802,0.096427229,0.194123558,
Eno4,1.00622,0.357835,0.0604964,1.907541237,1.073551089,0.283023929,,
Paip1,-1.01637,0.357858,-0.077079,-0.015570191,-0.185733106,0.852654065,0.912766859,
Usp25,-1.06385,0.35796,-0.0551252,-0.042479974,-0.779211541,0.435855113,0.594493967,
Plbd2,1.0037,0.35804,0.0462268,-0.128046566,-1.957294695,0.050312831,0.114864597,
2610002M06Rik,1.03151,0.358047,0.0751334,-0.226318959,-3.243672429,0.001179994,0.004929448,
Trim44,1.01022,0.358107,0.0928317,0.30761004,4.780082701,1.75E-06,1.63E-05,
Ms4a6b,-1.04737,0.358169,-0.108919,-0.294006209,-3.540539724,0.00039931,0.001923786,
Nrep,0.997211,0.358173,0.111195,1.049864766,1.178014724,0.238790736,0.388214924,
Gm17530,-1.1046,0.35824,-0.283067,-0.027230835,-0.040008365,0.968086458,0.982515802,
Klhdc1,-1.00485,0.358253,-0.0675192,0.233655244,1.975895454,0.048166619,0.110968078,
Usp36,1.03424,0.358277,0.126894,0.181850983,2.904693831,0.003676125,0.013068111,
Dpep3,1.06171,0.358348,0.119035,-1.83425632,-0.55601343,0.578201674,,
1500012F01Rik,1.01276,0.358378,0.0866502,-0.051968191,-0.500275487,0.616881112,0.748849232,
Gm26904,1.02098,0.358653,0.0898364,-1.256120514,-0.332832181,0.739260965,,
Gclm,-1.07784,0.358729,-0.063581,-0.156949714,-1.406734222,0.159506214,0.28645573,
Cbl,-0.993849,0.358753,-0.06258,0.617608437,2.790063482,0.005269771,0.017734613,
Cbl,0.466998,0.673879,0.0620558,0.617608437,2.790063482,0.005269771,0.017734613,
1700021K19Rik,1.00236,0.358758,0.0527244,0.147573517,1.860930032,0.062754058,0.137335473,
Cdcp2,1.09211,0.358758,0.0807714,0.012477646,0.005073119,0.995952254,,
Atg2a,1.09623,0.358774,0.109436,0.089013902,1.311866495,0.189565184,0.327391483,
Gm10244,0.996702,0.35883,0.0814398,0.461183594,0.499383195,0.617509456,0.749301329,
Chd5,1.04395,0.35892,0.093281,1.04668153,0.875000707,0.381573521,0.543134536,
Foxo1,-1.02314,0.359004,-0.179708,-0.0248941,-0.342642241,0.73186762,0.832443165,
Lsm10,0.994999,0.359034,0.0644017,-0.462819533,-4.067066495,4.76E-05,0.000298887,
Wnk4,1.09562,0.359124,0.0913929,0.492348243,1.051104663,0.293210523,0.450927397,
Lyz1,0.998551,0.359125,0.242562,-0.885142819,-0.336554502,0.736452759,,
Timm13,0.993059,0.359135,0.0643361,-0.596241096,-5.413613566,6.18E-08,8.47E-07,
4930563E22Rik,1.01904,0.359168,0.122191,-0.551591258,-1.010759252,0.31213167,0.471054986,
Ccdc115,-1.01509,0.359261,-0.169894,-0.377042112,-3.193321746,0.001406461,0.005712021,
Mcts1,-1.01121,0.359318,-0.0742936,0.226755205,2.33339779,0.019627277,0.053372773,
Fosl1,0.992454,0.359325,0.101334,2.061381309,1.476124552,0.139910459,0.259163435,
Neu4,1.02495,0.359449,0.0522517,2.922654152,1.578239808,0.114510528,,
Oat,-1.03571,0.359551,-0.0813277,-0.32851867,-3.679012898,0.000234138,0.001205786,
Cx3cl1,1.02642,0.359613,0.0992788,0.157421873,0.23810041,0.811803217,0.885298608,
Zdhhc12,1.10244,0.359678,0.15439,0.046166259,0.402509768,0.687308901,0.800125137,
Lzts3,1.07641,0.359681,0.116667,0.642310166,2.911529049,0.003596645,0.01282282,
Eva1b,0.991714,0.359814,0.0636731,-0.250972125,-2.203161282,0.027583383,0.071014154,
Map3k11,1.02066,0.359825,0.0943278,-0.061100407,-1.018743151,0.308324921,0.466993511,
H2-DMb2,-1.01827,0.359845,-0.0693951,-0.52102238,-2.380728867,0.017278424,0.048053352,
Dido1,1.0016,0.359876,0.0522971,0.278627926,3.717058718,0.000201556,0.00105855,
Fcgr2b,-1.15154,0.359889,-0.294655,-1.525099393,-0.881136723,0.378243823,0.539892574,
Dpcr1,0.993737,0.359896,0.074839,0.206604859,0.342282675,0.732138172,0.832631831,
Ahcy,-0.996926,0.359916,-0.139548,-0.254776935,-2.012400228,0.044177764,0.103456481,
Ahcy,-0.989388,0.380209,-0.0894345,-0.254776935,-2.012400228,0.044177764,0.103456481,
Phf6,0.995696,0.35996,0.0838831,-0.081024321,-1.316123993,0.188132429,0.325610614,
Eci1,-0.990912,0.360012,-0.0652356,-0.450150706,-3.928723722,8.54E-05,0.000498719,
Zfp182,-0.993851,0.360061,-0.0701072,0.749370649,8.146571325,3.74E-16,2.31E-14,
Dync2li1,1.02504,0.360078,0.116498,0.040313333,0.154811795,0.876969692,0.92721214,
Hist2h3b,-1.05949,0.360085,-0.173116,1.416544233,1.752332766,0.079716605,0.166991276,
Gm3272,1.084,0.360095,0.129211,-1.294050667,-0.524275143,0.600087183,,
Gm27003,-0.992028,0.360112,-0.0673632,-0.717506905,-1.742296518,0.081456572,0.169920162,
Bdh2,1.08485,0.360136,0.124566,0.081558244,0.135854126,0.891936601,0.936766208,
Tpd52-ps,0.990803,0.360137,0.0728522,1.561342072,0.948477365,0.342886491,,
Smim14,1.01692,0.360144,0.0468568,-0.232866811,-2.817265187,0.004843452,0.01648473,
Gm14412,1.12283,0.360189,0.123646,0.614488592,0.450494247,0.652354101,0.776421446,
Rabgap1,-1.01064,0.360238,-0.0809514,-0.071184481,-0.941164269,0.346620684,0.506749205,
Uba1,-0.991177,0.360259,-0.0504655,-0.189088603,-4.185511059,2.85E-05,0.000190578,
Chchd4,-0.998603,0.36029,-0.0798616,-0.404707607,-2.853627025,0.004322324,0.014999899,
Tnfrsf1b,0.991952,0.360293,0.0731555,-0.303492378,-3.41180527,0.000645342,0.002925648,
Gm26771,0.992635,0.36038,0.11087,0.597165747,0.784244344,0.43289675,0.591574735,
Fam136a,-1.16783,0.360519,-0.156974,-0.577945507,-4.965805531,6.84E-07,7.03E-06,
Map1a,1.1007,0.360578,0.117332,0.141950526,0.228738951,0.819071819,0.890134888,
U2af2,-0.999638,0.360596,-0.0968736,-0.001638402,-0.026716108,0.978686165,0.988064956,
Slc25a25,0.989411,0.360674,0.0243236,0.228954035,2.339817193,0.019293181,0.052608145,
Tat,1.01249,0.360733,0.0706242,2.273231779,0.979112023,0.327524632,,
Fcna,1.02062,0.360785,0.055053,-0.387034697,-0.252173831,0.800906705,,
Map1lc3b,0.993565,0.360817,0.0479428,-0.076533632,-1.313680881,0.188953618,0.326583458,
5830473C10Rik,0.989803,0.360869,0.0800507,0.429296796,0.115596192,0.907972581,,
Ift122,0.990101,0.360947,0.0674088,0.11859254,0.719550085,0.471802054,0.629212862,
Gm25888,1.11004,0.360955,0.292659,2.026866682,0.537149833,0.591164121,,
Uba52,-1.01338,0.36098,-0.0556064,-0.529850991,-1.816764768,0.06925314,0.148835307,
Uba52,-0.79754,0.456348,-0.0377221,-0.529850991,-1.816764768,0.06925314,0.148835307,
Wbp1l,0.999613,0.361039,0.0602894,0.190149894,3.015811893,0.002562922,0.009610313,
Umps,-1.02261,0.361041,-0.0862079,-0.355371782,-3.806122046,0.000141163,0.000774618,
Lrrc51,0.992105,0.361102,0.0879795,-0.39438095,-0.983254055,0.325482417,0.484855725,
Stim1,-1.08039,0.361246,-0.086338,-0.128556727,-1.771115012,0.076541578,0.161360114,
4931406P16Rik,-1.04486,0.361309,-0.0606216,0.011734731,0.160425472,0.872545925,0.92407034,
Gm11529,1.05925,0.361341,0.141595,-0.137560143,-0.210063638,0.833618005,0.900284808,
C4b,1.03397,0.361399,0.0580097,-1.245725651,-0.327705353,0.743134456,,
Idnk,0.988126,0.361412,0.0497789,0.124477815,1.668494008,0.0952177,0.192126228,
Tspan3,-0.997633,0.361454,-0.0656483,-0.892382744,-7.642260276,2.13E-14,1.01E-12,
Tmf1,-0.996874,0.361582,-0.0708415,0.200326566,2.421052436,0.015475645,0.043938347,
Map2k4,1.01366,0.361601,0.115745,0.002506444,0.039970117,0.96811695,0.982515802,
Ggt5,1.0283,0.361602,0.0577868,0.123245732,0.523520686,0.60061196,0.737031416,
Cmtm6,-0.992347,0.36165,-0.058567,-0.204188895,-4.005101095,6.20E-05,0.000376682,
E230016M11Rik,1.0163,0.361656,0.0382223,1.076808383,4.385550937,1.16E-05,8.68E-05,
Foxa1,-0.98887,0.361757,-0.110708,2.094134794,0.594358013,0.552272685,,
Pstpip1,-0.998731,0.361879,-0.0451942,0.273884577,3.213507745,0.001311243,0.005387202,
Hemk1,-1.04283,0.362002,-0.0690263,0.257830531,2.004395578,0.045027703,0.105021177,
Jade2,0.986645,0.362051,0.0521846,0.105677594,1.525378039,0.127164833,0.240482426,
Axin1,-0.996178,0.362189,-0.0564084,-0.003639764,-0.050379984,0.959819587,0.977721262,
L3hypdh,-0.987933,0.36229,-0.0559529,-0.401752046,-0.394258313,0.693390337,0.804496644,
Ppp3cb,1.02934,0.362454,0.0761675,0.173905978,3.122737976,0.001791772,0.007048345,
Rab3b,1.01019,0.362559,0.0356615,0.133313614,0.068192909,0.945632072,,
Gm12618,1.00247,0.362663,0.0262275,-0.872712153,-0.329899416,0.741475964,,
Gm8526,0.993195,0.362667,0.0417706,1.99124537,0.549997341,0.582321198,,
Mir6400,-0.994882,0.362709,-0.18404,2.189276561,1.297872014,0.194331318,,
Gm7693,1.08498,0.362712,0.12626,-1.251697941,-0.331297455,0.740419813,,
Il2,-1.02677,0.362763,-0.0779452,0.035909483,0.078426704,0.937488632,0.964945868,
Hrsp12,-1.04904,0.362802,-0.115778,-0.123592732,-0.756771548,0.449186741,0.607056552,
1700012B07Rik,1.08716,0.362896,0.10049,0.35072548,0.276680955,0.782025097,0.867593455,
Arhgap17,1.02444,0.362932,0.119911,0.339463255,3.735353936,0.000187451,0.000993503,
Rpl22l1,0.997357,0.362971,0.0234736,-0.017619525,-0.181039527,0.85633655,0.914960953,
Fgd1,0.984582,0.363024,0.037648,0.331885641,1.321687654,0.186272182,0.323424783,
Wdr83os,0.999158,0.363026,0.184882,-0.396529913,-4.490225995,7.11E-06,5.64E-05,
Rab25,1.00689,0.363039,0.0839831,0.268723839,0.234211686,0.814820643,0.88739418,
Slc12a7,-0.984792,0.363064,-0.0656337,0.195794606,2.086207479,0.036959833,0.089764431,
Hist1h1c,1.12927,0.36309,0.27932,1.571523662,7.893513009,2.94E-15,1.61E-13,
Sycp2,1.02118,0.36328,0.0585522,1.953369829,0.51667152,0.60538548,,
Kctd15,0.986978,0.363318,0.0422748,-3.127469171,-3.275446325,0.001054952,0.00449683,
Nup98,0.984025,0.36334,0.111947,0.075423249,0.88738311,0.374872673,0.536476654,
E030042O20Rik,1.01759,0.36334,0.0401189,-0.443904728,-0.897359665,0.369527028,0.531360025,
Sorbs3,1.05589,0.363348,0.0632514,0.198121008,1.228807653,0.219143931,0.364544773,
Pard3,0.983558,0.363367,0.0640803,0.641501672,0.413022808,0.679589903,,
Nbl1,1.04566,0.363381,0.0839213,-0.65394578,-1.343131863,0.17922928,0.314338951,
Sytl4,1.05767,0.363485,0.085724,0.251792785,0.260137039,0.794758068,0.874888337,
Gmfg,0.990184,0.363547,0.0497504,-0.080676462,-0.789378071,0.429891069,0.588883762,
1110046J04Rik,1.01867,0.363568,0.0836168,-0.883616762,-1.070723924,0.284293582,0.441827111,
Efr3a,-1.05228,0.363623,-0.0910744,-0.190622784,-2.788493276,0.005295385,0.017805745,
Me3,1.02353,0.363739,0.0382445,2.971328006,1.043838409,0.296560158,,
Ttc26,0.982386,0.363916,0.0733593,-0.349410457,-0.452623479,0.650819889,0.775798076,
Gm10136,-1.00748,0.363994,-0.0550448,-1.010355901,-0.814125379,0.415573128,0.575193408,
Chst12,1.11054,0.364048,0.222314,0.002977811,0.031651552,0.974749931,0.985979064,
C1qbp,-0.995014,0.36416,-0.0847259,-0.346855793,-3.973002858,7.10E-05,0.000424286,
Spats2l,0.984759,0.364186,0.042931,-0.749430907,-0.724884401,0.468522952,0.626337346,
Erlin1,0.981565,0.364251,0.132579,-0.158577934,-1.368987383,0.171003219,0.303302398,
Erlin1,-0.625279,0.556781,-0.0457233,-0.158577934,-1.368987383,0.171003219,0.303302398,
Rab22a,-1.00879,0.364274,-0.0523618,0.128630978,1.75055608,0.080022406,0.167444647,
Gm10614,0.995744,0.364312,0.0432807,0.025219291,0.024467025,0.980480086,0.989185515,
Txn1,-1.02202,0.364369,-0.0776987,-0.490207873,-5.564862859,2.62E-08,3.94E-07,
Gm15232,0.981101,0.364443,0.0587542,-0.274666372,-0.81406666,0.415606764,0.575193408,
Dynlrb1,1.11737,0.36445,0.287228,-0.356509926,-4.606614581,4.09E-06,3.45E-05,
Vps52,1.0368,0.36459,0.0920971,0.037929113,0.66351814,0.506998765,0.660335382,
Ighv1-47,-1.14474,0.364609,-0.941346,-0.341190579,-0.712106585,0.476398777,0.633769362,
Tnip3,0.980952,0.36461,0.0728301,-1.038895897,-3.49097547,0.00048126,0.002265057,
Arhgap35,1.01933,0.364748,0.0855164,0.151238762,1.578732842,0.114397348,0.221930856,
Mark4,1.10165,0.364848,0.0940186,0.221476516,1.972290713,0.048576429,0.111685769,
Cbll1,1.04676,0.364869,0.191177,-0.172910597,-2.324293532,0.020109767,0.054442848,
