Unnamed: 0,stat
Gm19835,2.10821
Gm8254,2.6842
Plin2,2.14111
Fubp1,-2.09929
Gm26972,2.10406
LOC102308570,2.25945
Myo16,2.10046
Gm14256,2.08624
Hspa1b,2.25232
Myadml2,2.13447
Mir680-2,-2.06773
Gm6594,-2.1952
Rhox2e,2.29965
Rint1,-2.15631
Ptms,2.07563
Nphp4,2.21906
Cenpf,-2.79095
Gcc1,-2.09362
Gm14029,-2.4477
Gm17199,2.48984
Gm10413,-2.47165
Gm18848,2.27263
Gm23898,2.25551
Gm20069,-2.15239
1700008I05Rik,2.09819
Gm23513,-2.09544
Gm15495,-2.51073
8-Mar,2.09589
Gm15093,2.10092
Pcdhb11,2.15744
Bc1,2.4597
Ctf2,2.0847
Gm15052,2.24675
Clcn1,2.14397
Gm8203,-2.10247
1700020N15Rik,2.142
Rbm11,2.12535
Mir3098,-2.07208
Gm6490,-2.07421
H1foo,2.06577
Gm23025,2.25732
Ifi44,2.06309
Gm17025,2.21269
Ighv1-54,-2.47998
Gm25669,2.2617
Syt17,2.16254
Ncaph2,-2.10033
Paqr6,2.56538
Hnrnpa3,-2.10552
Lipc,2.20306
Arpc3,-2.15548
Olfr601,2.07897
Gm15484,-2.13871
Olfr166,2.09749
Mcm8,-2.27193
Agk,-2.08243
Tagap1,-2.06648
Etfb,2.06389
Gm26618,2.12628
Gm22271,2.06027
Map9,2.0598
LOC102634137,-2.06614
Nmt1,-2.15285
Cyp39a1,2.06245
Gm6088,2.12174
Mprip,-2.22568
P2ry13,2.08731
Pde4d,2.06578
Exoc7,2.14541
Armcx4,2.05854
Glrb,2.05864
Agtr1a,2.09657
Gm11367,-2.16409
Gm17268,2.11821
Il9,2.20137
Pkd1l3,2.10372
Pigh,2.10189
Tmc5,2.18953
Gm15917,-2.21342
Gm8752,-2.17908
Gm20109,2.13392
Mapk3,2.06047
Chek2,-2.38394
Ptgr1,2.2271
LOC100503559,2.13826
Gm2302,2.21886
Prom1,2.25131
Ighv2-4,-2.67273
Olfr521,2.2705
Gpr68,2.05586
Lyar,-2.59744
Ptprn2,2.1269
Zfp595,-2.1857
Gm10805,-2.53385
Csad,-2.115
Gm6946,2.5603
4930528G23Rik,2.2107
Zim3,2.07459
Ehd2,2.16557
Gm12253,2.05545
Kcnt2,2.21203
Gm14130,2.5584
Thbs1,-2.09898
Timeless,-2.17832
Zscan30,2.05364
Spata6,2.37642
Dcun1d4,2.05915
Khdc1c,-2.16713
Gm15648,-2.15939
Homer3,2.0573
Gfy,2.13705
Atad2,-2.2147
Gm21388,2.05246
Dusp14,2.08357
Gm11795,-2.55646
Sema3f,2.05987
Adam7,2.10091
Olfr1138,2.20289
Gm10257,-2.13408
Gm13584,2.15908
Vamp8,2.10683
Plin3,-2.25694
Radil,2.08209
Mfsd3,-2.05431
Lamp3,2.12938
Gria3,2.15182
Thbs2,2.17108
Prl8a8,2.04984
Gm26037,2.19347
Sqrdl,2.05694
Gm12954,2.0708
Gbx2,2.05107
Mrgprx1,2.14618
Gm4425,2.17351
Gfi1,-2.05777
Foxl2,2.37606
Bub3,-2.10222
Sephs1,-2.10523
Dlx1,2.18969
Zic5,2.05047
Gm22587,2.07987
Slc25a43,2.04894
9130015L21Rik,2.07825
Ccdc17,-2.24715
Mageb16,2.09595
Gm14815,2.53326
Sit1,-2.36895
Nlk,-2.05092
0610040J01Rik,2.22186
Spert,2.25507
Cyb561d1,-2.07066
Gm15107,2.04999
Nr1h3,2.09852
Peak1,2.05865
Bcl7a,2.04573
A830083F22,2.24507
Olfr1500,2.26964
Hist1h2aj,-2.98114
6430503K07Rik,2.30021
Gm16141,2.08186
Bves,2.30917
Tes3-ps,-2.06569
Wdr73,-2.05541
Cebpzos,-2.05906
Ccdc85b,2.04549
Cln3,-2.20727
Gm22836,2.06913
Gm22272,2.04608
Gm806,2.29381
Hook3,2.04459
4933402P03Rik,2.096
Gm14389,-2.06203
5330413P13Rik,2.25117
Chst5,2.57969
Dph5,-2.25393
Gpr133,2.20583
Rtl1,2.07027
Abcb10,2.05326
Ddit4l,2.22657
Kcnj8,2.21803
Gm11878,-2.04198
Naa20,-2.12779
Mir7220,2.05117
Igh-VX24,-2.68642
Nrk,2.14214
C330007P06Rik,-2.1337
Dgkeos,2.07907
Ighv2-6-8,-2.67489
Henmt1,2.12957
Gm27017,2.57941
Gm12455,2.04085
Ptk2b,2.24607
Arrdc3,2.13521
Rgr,2.13357
Sv2c,-2.10397
Hydin,2.05585
Nek10,2.04095
Gm12284,2.03983
Bod1,-2.0916
Gm26025,2.37448
Gm3989,2.04459
Gm11721,2.03932
Gm5327,2.83627
Glul,-2.13564
Loxl4,2.13566
Olfr698,2.14532
Huwe1,2.04165
Cyp2r1,-2.3366
Ngef,2.0696
Pygm,-2.07465
Rnf219,-2.05102
Gm9994,2.18959
Tfap2a,2.04715
Gm6938,2.08964
Uso1,-2.64635
Trbv12-1,-2.03763
Gm26963,2.18252
Fgfbp1,2.21728
Gm12695,2.06767
Fbxl5,2.54118
Gm11274,2.13139
Gm11837,2.04112
Trav13d-4,2.0719
Gm12655,-2.16101
Gm7190,2.03918
Tmem182,2.06644
Dsg1c,2.03949
Klhdc8a,2.03533
Snrpd1,-2.10258
Gm20764,2.03924
Gm13731,-2.19627
1810019N24Rik,-2.10262
A530099J19Rik,2.04674
Snhg10,2.11765
Gm24593,2.0412
Gm20830,2.06608
Gm15444,2.71475
Kcnv1,2.20666
Olfr1148,-2.65177
Srcin1,2.03526
Pgm2l1,2.14714
Mthfs,-2.04478
Oas1d,2.07682
Hnrnpa1l2-ps,-2.13851
Fam160a2,2.21962
Gm24194,2.12713
Vash1,2.03413
Tmem19,-2.04266
Zdhhc9,2.05172
Smok4a,2.03289
Serpinb13,2.03146
Gm20506,2.03103
Vmn1r61,2.03719
Apom,2.10393
Cers5,-2.35049
Gm16279,2.05781
Xlr3d-ps,2.19217
Ccdc63,2.04366
Gm16177,2.98288
1700055D18Rik,2.14555
Gm23655,2.04767
Zfp940,2.25173
Gm24788,2.14741
Gm12578,-2.09446
Dcaf8,-2.21126
C1qtnf2,2.489
Gm8096,-2.13354
Gm13196,-2.41214
Fermt1,2.16073
Gm5177,2.39089
Cyp11a1,-2.11028
Crtc2,2.19148
9930012K11Rik,-2.03987
Gm6311,-2.10185
Polr3d,-2.21686
Arhgef9,2.03288
Prodh,2.28126
Vmn1r72,2.10208
Perp,2.16829
Igkv9-124,-2.7246
Gm16256,2.06991
Hist4h4,2.16816
Fkbp10,2.17164
A330076H08Rik,2.19526
Gm25125,2.05887
LOC215866,-2.03247
Gm17089,2.16815
Gm11978,2.07362
Orm1,-2.23038
BC051628,2.12325
Gm12989,-2.05809
Adarb1,2.07697
Tmprss11g,2.1211
Hpd,2.08212
Mtcl1,2.17617
Olfr490,2.38759
2310040G24Rik,2.13426
Gm24378,-2.20479
Gm7972,2.06163
Kcnh1,2.35816
Gm26709,2.06621
Zswim4,2.14483
Gm8895,2.02426
Samd15,2.02697
Fras1,2.09562
Htr5b,2.02531
Gm15731,2.23531
Mrc2,2.03426
Trappc11,-2.03199
Tomm6,2.17629
Pde6c,2.0462
2310002L09Rik,2.0213
Eya1,2.04772
Pramel5,2.03078
Kpna7,2.04575
Tspan4,2.03275
Gm6587,2.41862
Uhrf1,-2.18492
Gm11842,2.05984
Gm16050,2.20374
Olfr1170,2.02492
Gna13,2.02208
Gm23853,2.04989
Gm10389,2.21787
Farp1,2.22595
Mir1901,2.07022
Fbxl19,2.02602
Gm14125,2.18523
9530036O11Rik,2.03696
Gm20667,-2.34917
Tdp1,-2.17152
Mir383,2.0911
Slc26a8,2.04502
Gm9917,2.01818
Gm3187,-2.53969
Catsperb,2.05472
4930421J07Rik,2.44229
Slc4a5,2.05196
Mfap2,2.01807
Il11ra1,2.0222
Peril,2.0843
Tspan33,2.21767
4930457A20Rik,2.04905
RP24-194K24.6,2.1847
Nucks1,-2.01819
Rsph1,2.10234
Zfp641,2.08792
Gm14358,-2.01708
Pcdh15,2.16796
Gm22696,2.06012
Cd68,-2.47511
Des,2.26618
Krtap31-1,2.32903
Vwa2,2.11549
B230323A14Rik,2.14295
Gm23736,2.20195
Lhx8,2.04017
Tnr,2.18573
Defb22,2.01482
Vmn2r27,2.04239
Nkx2-5,2.01614
Gm11814,-2.06708
Gm3182,-2.71677
Slc39a13,2.04629
3110009E18Rik,2.67619
Heyl,2.08498
Gm23567,2.10783
Gm15565,-2.10507
Gm4968,-2.33376
Defb2,2.04212
Gm15620,2.08908
Krtap5-4,2.04587
Myef2,-2.11089
Ttll4,2.03444
Gm24696,2.14696
Gp5,2.08438
Ascc2,-2.06219
Adrb2,2.04801
Asic5,2.02613
Mogs,2.03642
E130012A19Rik,-2.087
Gm14620,2.16751
n-R5s166,2.11567
Olfr204,-2.01553
Riok3,-2.03875
Erc1,2.01193
n-R5s154,2.18245
Ube2o,2.04019
Phf13,-2.05415
Kif1a,2.01143
Cep19,-2.02325
Olfr459,2.16868
C230012O17Rik,2.1049
2810429I04Rik,2.05355
E330017L17Rik,2.02237
Gm10465,2.129
Eif4a3,-2.01325
n-R5s153,2.01191
Tigd3,-2.1179
Pank1,2.13191
Gm5540,2.13846
Gm25613,2.03211
Rragd,-2.15207
Gm13070,2.04044
A430035B10Rik,2.12372
Olfr1391,2.03171
Ttll11,2.18927
Med17,-2.00921
Gm11516,-2.12874
Gm5148,2.08929
Mir7020,2.00975
Gm13362,2.17339
Irgc1,2.37038
Aqp4,2.10162
2310005G13Rik,2.01521
Igfbp2,2.08537
Ccl26,2.03467
Gm11737,2.00953
Tmprss2,2.01754
Hsf5,2.01139
Pcp4,2.12527
Gm8279,-2.63079
Rpl35a-ps7,2.00967
Olfr762-ps1,2.07046
Gm11705,2.0889
3010033K07Rik,2.06167
Olfr449,2.04235
Gm5402,2.13752
Pycr2,-2.68534
Cntnap3,2.00843
Dstyk,-2.08134
3110083C13Rik,2.50051
Plekhg5,2.30245
Adra2b,2.00652
Baz2b,2.01895
Cdc42bpa,2.0147
Fus,-2.95503
Ipmk,2.0605
Neurod6,2.07162
Igf2bp2,2.11644
5730522E02Rik,2.11632
Colq,2.08669
Gm23077,2.02926
Mast1,2.15076
2410004I01Rik,2.02951
Gm2848,2.12463
Cabin1,2.20905
Gm5601,-2.1935
Gm7656,2.01191
Trav13n-2,2.0125
Gm10604,2.13392
Pnma3,2.16854
4930543N07Rik,2.10155
Rps13-ps1,-2.04585
Gm23613,2.06255
Asz1,2.19606
Gm8822,-2.47389
Gm14461,2.17003
Zfp750,2.04102
Pax2,2.01088
Gm13937,-2.00218
Galnt14,2.18905
Gm25207,2.03065
Maml2,2.06042
Gm16195,2.01234
Mir302a,-2.04552
Rasgrf1,2.00231
Derl3,-2.88452
Sval3,2.31774
Gm21539,2.48285
Gm16017,2.18319
Gm3555,-2.37686
Gm16004,2.05612
Tex261,-2.82458
Gabra5,2.16747
Astn1,2.05045
Gm2076,2.35162
Cyp4f17,2.00076
Plekhh2,2.20107
Npw,2.01838
Gm12163,2.09792
Gja5,2.00057
I830012O16Rik,2.06649
Gnrhr,2.08788
Gm5977,2.04269
Gm6116,2.03309
Gm8910,2.21787
Gm25814,-2.04793
Zfhx2,2.15158
Ube2d2a,-2.13979
Gm15606,2.00735
Gm11451,2.26901
Gm13161,2.05441
Sort1,2.34952
Gm16794,2.00201
Gm18397,-2.09378
Urah,2.28157
Cog4,-2.07433
Gm26639,2.12325
Gm8310,2.08766
Ssr1,-2.068
Gm3512,-2.47363
1700020I14Rik,-2.02184
Gm5353,-2.21832
Gm22656,-2.08798
Srrd,-2.06913
AA386476,2.00152
Tspan11,2.09752
Gm15592,2.07775
5730596B20Rik,2.00099
Gm1110,2.03523
Dnajc10,-2.53337
Ar,2.74454
Efhc1,-2.03963
Gm20549,2.09095
Slitrk2,2.14134
Mob3a,2.09403
Tmem25,2.03225
Col28a1,2.03449
Gm9581,2.15665
Ldlrap1,2.18123
Fgfr2,2.116
Gm13495,2.04503
Cr1l,-2.22547
1110037F02Rik,-2.00248
Gm9061,1.99834
Gm10549,1.995
Gm20871,2.11167
Pou1f1,1.99718
Ighv9-1,-2.04181
Olfr397,2.10207
Orc2,-2.0869
Abhd3,2.18285
Spa17,2.00225
Prr18,1.99471
Ighm,-2.82333
Serpina10,1.99901
Gm14445,1.995
Bend5,2.16769
Derl1,-1.99468
Gopc,-2.39242
Gm22637,2.30245
Gm11027,2.1685
Olfr52,2.0255
Tnfaip8,2.00118
Foxg1,2.24124
Pfkl,2.06929
Med7,1.99714
Gm16089,-2.28924
Bc1,2.13239
Slc8a1,2.39142
Gm13604,2.15432
Gata4,2.0996
Gm9378,2.08952
Gm12016,1.9987
Gm14287,-2.37554
Gm8396,2.20058
Usp50,2.06162
Cmc2,-2.00381
Flywch1,1.99868
Fam175b,-2.00167
Bbs1,2.47782
Efcab7,2.18902
Gm25985,1.99798
Syt10,1.99829
Atg7,-2.53519
Plat,2.14149
Gm7611,2.45319
Gm12324,2.42638
BC035947,2.06579
Fxyd6,2.27228
Gm22572,2.24956
Adam9,1.98964
Gm5152,1.9872
Pdzd7,2.47472
Serpina1a,2.2351
Ghdc,2.22736
Stx2,2.08097
Psme1,2.1448
Gm6539,1.99117
Osbpl5,-1.98731
Gm12064,2.11348
Gm12380,-2.11845
Rassf8,1.98518
1700092M07Rik,1.98998
Snx19,-2.00125
Tipin,-1.98677
Ffar3,2.09913
Gm10542,2.67281
Fam172a,2.00403
Gm23481,1.98341
Gm9835,2.06885
Gm15593,2.41826
Lhpp,-2.03667
Gm15015,2.09052
Gm2966,-2.03484
Myh11,2.03612
Mrps11,-2.054
4921509A06Rik,-2.0986
Gm11793,-2.81212
Gm17769,1.9846
Gm22100,1.9856
Opcml,2.05494
Ndst3,2.03686
Gm11424,2.05153
Gm20644,-2.00426
Ptf1a,1.9977
Gm25426,1.98092
Unc45b,1.99304
Gm26059,1.98304
Gm24585,1.98304
Gm24759,1.98304
Gm23560,1.98304
Gm25741,1.98304
Gm22627,1.98304
Gm25146,1.98304
Gm26434,1.98304
Gm24866,1.98304
Gm24872,1.98304
Gm25230,1.98304
Gm25710,1.98304
Gm22524,1.98304
Gm22630,1.98304
Gm25523,1.98304
Gm24219,1.98304
Gm25742,1.98304
Gm22912,1.98304
Gm23356,1.98304
Gm24027,1.98304
Gm25462,1.98304
Gm26392,1.98304
Gm26334,1.98304
Gm24528,1.98304
Gm22449,1.98304
Gm24702,1.98304
Gm25209,1.98304
Gm25098,1.98304
Gm22909,1.98304
Gm23575,1.98304
Gm25463,1.98304
Gm22511,1.98304
Gm24206,1.98304
Gm13683,2.05189
Gm3230,2.03954
AW146154,-1.98531
Lypla2,2.05516
Gm14452,1.97974
Gm24281,1.97966
Gm13754,2.36011
Gm15235,1.99196
Ash2l,-2.50503
Otop3,1.98097
9230116N13Rik,2.15232
1700029B22Rik,2.00624
Tmpo,-1.99452
Gm11497,1.98408
Cox7a2,-1.97862
Galntl6,2.02656
Rab40b,2.0133
Gm8420,-1.97787
Mir7037,2.2137
Ppp4c,-1.9833
Gm12434,2.13649
Snca,2.00544
Gm9637,2.55766
Eif3k,-1.98128
Hnrnpa3,-2.20233
Gm17093,1.97752
Gm14736,-1.98892
Hoxa2,2.00696
Rps24-ps3,-2.04287
Tpt1-ps1,2.10078
Foxo3,-1.97666
Atp1a3,-2.15928
Mir151,-1.97846
Mir151,-1.97846
Mir3965,2.24203
Acbd4,2.32657
Gm7876,-2.4306
Olfr972,-1.99212
Ano5,2.12258
Leap2,2.00706
Gm3683,-1.98891
Gm3616,-1.98891
A530083I20Rik,1.98386
Krt10,2.34272
Eif2ak2,-2.03144
Gm15619,2.39898
Pex26,2.01705
Gm9047,-2.81631
Gm24469,1.97822
Gm12753,2.02005
1700080O16Rik,2.14797
1810021B22Rik,2.05138
Gm12694,2.12721
Skint10,2.07848
Ubald2,2.09013
Gm14696,1.98442
Emc7,-1.97935
4930535L15Rik,2.0621
Sgce,1.97494
Ube2h,-2.00666
Frmpd1,1.97379
Nup210,-2.65001
Gm15471,2.15395
Gm24313,2.02035
Klf17,2.02339
Gm13016,2.05223
Gm9990,-2.85479
Pam,-2.06516
Ppm1h,-2.11047
Gm5424,-2.19383
Zw10,-2.1184
Gm16236,-2.00273
Robo2,1.97247
Cyp4f14,1.98532
Cdr2l,2.35696
Gm15634,2.12381
Gm22325,-1.97252
Olfr883,1.9854
Gm15740,-2.23465
Bspry,-1.97486
Gm25384,2.36502
Ogfrl1,2.12777
Adk,-2.4402
Gm10267,1.99301
Vmn2r-ps75,-1.97215
Hbb-y,1.97084
2310020H05Rik,2.07391
Gm21887,-2.4214
Gm14827,1.99222
Klra16,2.17054
Gm14381,2.09169
Gm24013,1.99297
2410003L11Rik,2.07703
Bhmt-ps1,2.02023
Ifna13,2.08535
Gm15967,1.9944
Rufy4,1.98641
Gm12932,-2.00083
Cacna1c,1.99215
Atcayos,1.98902
Gm25712,-1.96896
Gm17134,-1.98018
Gm6771,2.53286
A230098N10Rik,2.00289
Gm4003,2.01758
Gm4001,2.01758
Gm3998,2.01758
Gm3996,2.01758
Gm3994,2.01758
Rfwd2,-2.23473
4930557A04Rik,2.21977
Abca13,1.96957
Gm12846,1.97787
Vmn2r108,2.19703
1810041L15Rik,2.03307
Cldn23,2.60487
Bola2,1.97524
Hr,1.99892
Gm26366,2.05759
Skor1,2.34053
Gm24467,2.10863
Gm5046,-1.98715
Igkv5-37,-2.3862
Gm14840,1.96549
Fam107a,2.05074
Gm8775,-1.97678
Gm15890,2.31659
Gm5576,-1.96664
Nbea,2.02168
Cep68,2.08019
Slc36a2,1.96863
Atp6v1c1,-1.98219
Tle1,-1.99362
Kif20a,-2.65614
Blvrb,2.2466
Ago2,2.7137
Mir669d-2,2.04585
Ckap5,-1.97132
Gm9901,1.96769
Gm5606,2.48606
5430419D17Rik,2.11048
Trav7d-2,-2.3332
Gm17164,2.15099
Pinlyp,1.96556
Matk,2.04725
Pla2g1b,2.33048
Olfr215,2.0259
Cct6a,-1.96216
Bysl,-2.0434
Ush1c,2.05132
Mageb8-ps,1.99892
1700026J14Rik,2.00065
Gm20016,2.11148
Gm13905,2.03059
Cckbr,2.04889
Gm11857,2.14583
Smco3,2.07684
Zfp449,2.07786
1700066M21Rik,-2.30316
Rpsa-ps2,-2.01902
Gm14826,2.05312
Wfdc6b,2.09978
Gm12973,2.03355
Gnb4,1.96915
Gm9921,-2.05576
Clca5,2.01846
Orc6,-1.97818
Ddb1,-1.95899
Mecom,2.07347
Gm25214,2.1328
Mir344b,1.99273
Nip7,-2.30981
Dnajb4,2.00359
R3hdm2,2.32361
Mir3105,2.21914
Mir3105,2.21914
Serpinb9b,1.95727
Gm12030,1.95754
Gm9320,-1.98686
Fabp7,2.12274
Cacna1f,1.9863
Fscn1,2.44013
Rab11fip5,2.21193
Acsm3,2.08247
Gm20455,1.95874
Gm26315,2.81615
Dnmt3l-ps1,1.99808
Nuak2,2.05842
Gm10313,2.31645
Zbtb6,-2.02222
Gm16585,1.96172
Gm11623,2.01905
Pus7l,-1.97997
4933405E24Rik,2.61559
Dnajc5b,1.95548
Trav6d-5,2.38538
Igkv4-53,-2.64301
Gm26744,-1.99951
Scoc,2.00376
Ndrg3,-2.09027
Aebp1,1.96886
Svs3a,2.09082
Gm7224,-1.99902
Cish,2.10822
9430014N10Rik,1.97952
Gm3669,1.95903
Gm24314,2.10002
Efcab5,1.95622
Lrsam1,2.15296
Hoxaas3,1.99195
Gm23942,2.0444
Snord45b,-2.13835
Ifnl2,2.13918
Gm9003,1.97003
1700034P13Rik,2.09403
Sdr9c7,2.02254
Gm11210,-1.95789
Slc34a3,2.05542
Ptma,-2.01153
Ap3s1,-2.3023
Gm12121,2.04769
G6b,2.74616
5830418K08Rik,-1.98715
Lama1,1.96779
Gm13552,-2.04826
7420701I03Rik,1.95631
Tmem222,-1.95278
4930430F21Rik,1.99144
4930578E11Rik,1.95163
Gm13972,2.13741
Gm14028,1.95069
Gimap8,-2.01023
Pkd2l1,2.2368
Hormad1,2.10859
Gm5393,-2.08095
Lca5l,2.30078
Sdc3,1.97261
Acot11,-2.11541
Slc27a3,2.18888
BC024139,1.95167
Gm15234,2.36056
1810011H11Rik,1.98153
Wdr64,2.03882
Gm4265,2.01929
Gm17428,1.95396
Gm9625,-2.23298
Iqgap1,-2.15117
Pear1,2.04448
Pou2f3-rs1,1.94662
Capsl,1.95117
Col12a1,2.07941
Ndufb9,-1.94763
Gm25116,-2.23691
AI661453,1.9471
Srm,-1.95774
Rab42,2.01683
Gm6783,2.02257
Slc38a3,1.99022
Ccdc166,1.97178
Rpl31-ps13,-2.38019
Olfr650-ps1,1.97908
Gm7969,-2.18726
Gm22899,2.15277
Gm22535,2.03715
Olfr1180,1.9452
Foxh1,2.37504
Gm14810,1.96916
Abcc9,2.13067
Gm12493,1.9546
Gm3695,2.67387
Dusp19,1.96417
Gm7244,1.94398
Dut,2.11951
Park2,1.94437
Arhgap44,2.07047
Ifi44l,2.11199
Tlx2,2.19401
Ccdc91,2.06049
Clcn2,1.9652
Tcp10b,1.94226
Donson,-1.96023
Mup12,1.96955
A730011C13Rik,-2.03357
6430531B16Rik,1.9413
Gm17421,2.07862
Gm12273,1.98097
Vmn1r123,-1.94123
Gm12714,-1.94453
Gm9126,1.94924
Gm23536,2.06284
Gm9755,-2.01518
Gm5529,-2.35018
Gm13910,-1.95707
Olfr1077-ps1,1.94059
Sybu,2.0485
LOC100861618,1.94118
Gm26740,-1.98006
Phf23,1.97374
Snap91,1.94827
Zfp534,1.94828
Gm9930,1.9676
Dapk1,-2.18188
Gm5458,-2.41386
Fam217a,2.04345
Gm13081,1.98921
Gm25149,1.9818
Cypt15,2.11675
Ubr4,1.97801
Gm7324,-1.93897
Lpp,1.99944
Gm15583,-1.93826
Gm7104,2.30487
AA543186,2.04972
Grip1,2.06056
Vangl2,-1.93958
4930540M03Rik,2.08481
4930483C13Rik,1.96196
Vmn2r-ps10,1.93959
Npas1,2.00019
Gm16430,1.99215
Xcr1,1.9574
Trim55,1.9528
Gm13265,2.00869
Rab11fip1,-2.29434
9330159N05Rik,2.29775
Cml1,1.95322
Ralgapa2,2.04183
Gm22596,1.98797
1700123I01Rik,2.03252
Xlr3c,2.21263
Smco1,2.06581
Commd6,-1.97913
Mir7671,2.28593
1700045I11Rik,1.95222
Dlx5,2.15982
Mir8096,1.97653
Gm15863,1.93948
Gm15608,1.99155
Gstt4,1.94299
Rspo1,1.93583
Vmn2r-ps56,1.94598
Mkks,-2.37777
Dlg1,-2.15159
Gm24939,2.03486
Gm23962,1.94936
LOC102637497,-2.0517
Patl2,2.01555
4833422C13Rik,-2.16003
Elp6,-2.06574
Snrnp27,1.93632
Tbcc,2.37724
Klhl35,1.98826
Gm5944,2.44041
Vps4b,-2.09662
Mir9-1,1.99364
Gm22959,1.98089
Tln2,1.97442
B230317F23Rik,1.93495
Gm15325,1.94028
Gm16342,2.2374
Gm6216,2.06083
Trappc6b,-2.06404
Snapc1,-1.97192
Gm7589,-1.95009
1700092C02Rik,1.96202
Gm8614,1.93306
Gm11953,2.21769
Gm20645,-1.95366
Slc35g2,1.93559
Lig1,-2.01126
BC023202,2.14508
Pla2g10,2.02481
Dnmt1,-2.04121
Ephx2,2.09737
Slc1a2,2.10118
Dok1,-1.93249
Gm26408,2.26153
Vmn1r234,1.93432
Map6,1.93349
Arg2,2.00526
Igfbp1,2.01485
Gm23404,1.94477
Olfr1353,2.03373
Brd4,2.25855
Gm13133,2.06592
Gm20394,1.95898
Il12rb1,-2.0397
Gm15892,1.95444
Ccdc148,2.07831
Nek9,1.93169
Zc3h12a,1.94131
Gm24431,-2.09633
Wdr1,-1.98733
Hspb8,1.93035
Speer3,1.93224
Trav8d-1,1.93201
Nf2,1.94624
Xkrx,1.94847
Gm15514,2.09336
Ubr5,1.93741
Ttc21a,1.94329
Esyt1,-2.09357
F830208F22Rik,1.94896
Gm5762,-1.94918
Gm11397,1.93269
Zfp239,1.92912
Kifc1,-2.3277
Trpc4ap,-1.93367
Gm7456,1.93292
Gm23274,2.38632
Tenm2,1.92975
Gm26628,-2.08134
Mir7033,2.07933
Gm24011,2.0557
Gm24064,1.92669
Fam115a,1.96632
Gm7247,2.02534
Gm12257,1.92651
4632433K11Rik,-1.92705
Gm26912,-2.06354
Olfr647-ps1,1.92543
Gm23888,2.07051
Ttll7,1.92567
Adam23,1.94124
Vmn1r155,-1.93077
Vmn1r155,-1.93077
Kcnk13,-2.00952
Rtn2,1.94325
Gm26638,1.966
Gm13460,1.92478
Zfp36l1,1.9249
Gm13788,-2.01186
Shc4,1.96006
Zfp85,-1.95038
Ighm,-2.47655
Gm22699,2.00467
Anks6,1.94183
Piwil1,2.13297
Apba2,2.06993
Slx4,1.99532
Mir216c,-2.02286
Gm24764,1.97825
Mir455,2.04831
Gm15490,-1.93722
Vars,1.96209
Prex2,1.925
Gm16486,2.01053
Tbx6,2.05501
Ccr9,-2.48314
Gm16741,2.2307
Zfp503,1.9653
Gm22845,1.99142
Gm561,-1.94257
Tmed1,2.0137
Gm7856,-1.92882
Pgr,1.9647
Slc25a34,2.05863
Rcvrn,-1.92188
Gm16340,1.92166
Gm24720,2.01662
Igkv19-93,-2.62447
Ndnl2,2.14508
Sytl3,-2.59726
Prr15,2.09837
Unc80,1.92655
Mir684-1,-1.9535
Grip2,2.20407
Gm15285,-1.99827
Cml2,1.92071
Lst1,1.95881
Hcrtr1,1.99912
Olfr1027-ps1,1.9621
Olfr1296-ps1,1.94772
Gm14521,-2.08929
4930578G10Rik,2.12574
Irak1bp1,2.08229
Gm24342,2.27284
Gm27031,-1.93241
Gm20242,1.92566
4930509J09Rik,1.92161
Gm24483,1.93413
Vps18,2.03111
Trim30d,2.50186
Trav8-2,2.10803
Cdh13,1.92198
Gm18859,2.17662
Gm22506,1.92554
4931406C07Rik,-1.93882
Otc,1.95505
Olfr1126,1.93911
Gm20689,-2.04151
Lgals1,-1.99439
Hes6,1.9312
6330419J24Rik,1.93567
Gm20325,-1.91846
Gm7481,2.62822
Mir486,2.59303
Gm15749,2.15506
Gm16078,1.92329
Gm10308,2.02666
Nol7,-1.92521
Micall2,-2.03734
Papln,2.04828
Osbpl10,1.94309
Gm17044,-2.04455
Gm4487,2.18025
Gm14213,-2.00111
Rpl5,-2.2471
Siglech,1.91577
Gm6812,2.08663
Wdsub1,2.01584
Adh7,1.929
Gm10272,1.91589
Dnajc9,-2.01991
Prdm14,2.00333
Ccdc28a,1.96946
Gm12569,1.97116
Kcnh7,2.01625
Gm15759,1.98186
Gm22439,1.98228
Vmn2r113,1.91576
Slc2a8,2.21922
Lrfn1,2.28784
Dhrs7c,2.08904
Gm10764,1.95291
Gm15261,-1.91502
Polr3f,-2.01048
A230050P20Rik,1.99747
Astn2,1.91502
Ppm1n,1.97555
Ulk1,2.11024
Exosc9,-2.00816
Armc9,1.92913
Gm11676,2.0707
Med19,2.07639
Gm9966,1.91118
Spg20,2.27885
Mamdc2,2.06934
Mir7229,1.92186
Clec5a,1.95877
Fgf13,2.33962
Gm15080,1.92007
4930579K19Rik,2.12553
Gm8880,1.93068
Gm26439,2.23189
Nfatc4,1.92009
Gm24886,1.91015
Mir3060,1.95638
Gsdmcl1,2.05717
N28178,1.96095
Hic2,2.02369
Ern1,1.92748
Tcerg1l,2.02578
Gm2427,1.93392
Kcnd2,2.59252
Nat8l,2.26143
1700116H05Rik,1.90899
Akr1c20,1.98339
Napsa,2.34487
Hps4,1.94268
Hist1h2an,-2.75298
Gm13982,-2.10433
Snord88c,-1.93851
Clec18a,1.91312
Serpina6,2.00442
Gm17224,-2.02043
C530008M17Rik,1.91292
Gm22777,1.91841
