"MID"	"ftest_pval"	"ftest_fscore"	"padj_lim_ftest_fscore"
"MID_1"	0.211237949793706	1.68003861659013	0.337244230444865
"MID_2"	0.000100397567017954	13.9217854740168	0.00110437323719749
"MID_3"	0.215328917813823	1.66061286220643	0.337244230444865
"MID_4"	0.0025406092113342	7.3760621373457	0.0114327414510039
"MID_5"	0.0422844775867461	3.43557315643757	0.0951400745701788
"MID_6"	0.630220542254	0.590303697959033	0.734021572742894
"MID_7"	0.0219068649636282	4.24410497015199	0.0593778599651239
"MID_8"	0.208379416404615	1.69385288956448	0.337244230444865
"MID_9"	0.64131524067946	0.572372123736201	0.738258242177518
"MID_10"	0.862197200940958	0.247083362134148	0.917822826808116
"MID_11"	0.510704674148713	0.802233015637502	0.664998807971859
"MID_12"	1.27858878192025e-06	28.1598110462338	2.53160578820209e-05
"MID_13"	0.0443266931260606	3.379849409946	0.0975187248773332
"MID_14"	0.517221295089223	0.789605117834966	0.664998807971859
"MID_15"	0.022791501804795	4.1936973172491	0.0593778599651239
"MID_16"	0.0216464993649268	4.25937450986156	0.0593778599651239
"MID_17"	0.000334166099998378	11.1766300528454	0.00241945935490894
"MID_18"	0.311222606124912	1.29199264367542	0.453633999598776
"MID_19"	0.854214794183824	0.258451690798438	0.917822826808116
"MID_20"	0.138785268314183	2.1128135221807	0.259240406851021
"MID_21"	0.00279052054083338	7.22209693194506	0.0115108972309377
"MID_22"	0.000342145767360861	11.1267390082298	0.00241945935490894
"MID_23"	0.00195793329651079	7.81290872787212	0.00969176981772842
"MID_24"	6.92034566557887e-05	14.8575094390968	0.000856392776115385
"MID_25"	0.00305728182977017	7.07395426787262	0.0115503603766324
"MID_26"	0.00470060837958945	6.39761099522808	0.0160795912686695
"MID_27"	0.147063119060304	2.05221689832578	0.269615718277225
"MID_28"	0.000217452898276868	12.1109037640169	0.00195707608449181
"MID_29"	0.919103759277733	0.163907687348197	0.938054352252531
"MID_30"	0.113507324451522	2.32561586074968	0.220337747464718
"MID_31"	0.569552365886286	0.693095124703654	0.696119558305461
"MID_32"	0.310353499869688	1.29476541862012	0.453633999598776
"MID_33"	0.705763883600529	0.472416345515238	0.785063196364634
"MID_34"	0.0601596562451379	3.02591245377744	0.123436924508818
"MID_35"	0.154471255503283	2.00105328503376	0.278048259905909
"MID_36"	0.000743603443111188	9.56401970395901	0.00460104630425048
"MID_37"	0.370707319963946	1.11903609838963	0.531311559082276
"MID_38"	0.214957277376533	1.66236119638486	0.337244230444865
"MID_39"	0.752299881819089	0.403750131954807	0.818436135165823
"MID_40"	0.00471018330092338	6.3944944967516	0.0160795912686695
"MID_41"	0.190836796429301	1.7833513687707	0.337244230444865
"MID_42"	0.0501672863687179	3.23498812940802	0.107968725010936
"MID_43"	0.738041667819944	0.424543059625579	0.811845834601939
"MID_44"	0.548393728885907	0.731127548776516	0.6802157632605
"MID_45"	0.54905069977131	0.729927446856171	0.6802157632605
"MID_46"	0.266261557724683	1.44722197248244	0.405536834072978
"MID_47"	0.00160940142652476	8.15090100787356	0.00853842964340206
"MID_48"	0.00266820458371938	7.29543094522909	0.0114848805994878
"MID_49"	0.0308793808535283	3.81451750863306	0.0727871120118881
"MID_50"	0.0657552510613733	2.92501861982673	0.130195397101519
"MID_51"	0.616717381197285	0.612462015406906	0.726845484982515
"MID_52"	0.871601386611705	0.233635635881021	0.917963162495307
"MID_53"	0.0145154901339427	4.78214963195867	0.043546470401828
"MID_54"	2.52072862201656e-09	68.0229941878914	1.98363127795299e-07
"MID_55"	8.37098282063664e-07	29.9998332253192	2.07181824810757e-05
"MID_56"	1.80283898059032e-06	26.7369750105473	2.97468431797403e-05
"MID_57"	0.028609253776436	3.90861861043192	0.0690808810699309
"MID_58"	0.0327924614579932	3.74101172935979	0.0754989228916588
"MID_59"	0.218016472206781	1.64806489319269	0.337244230444865
"MID_60"	0.375674839755145	1.10589909575156	0.531311559082276
"MID_61"	0.0016386885174206	8.11946734201681	0.00853842964340206
"MID_62"	0.0610950434437585	3.00834089163798	0.123436924508818
"MID_63"	0.0581816510677368	3.06408727025371	0.122552839483105
"MID_64"	0.666234023051521	0.532928260885242	0.749513275932961
"MID_65"	0.972365008099679	0.075389050621648	0.980168326315374
"MID_66"	0.0138112501177116	4.84893471019058	0.0427285550516704
"MID_67"	0.202433642215393	1.72324926501654	0.337244230444865
"MID_68"	0.0222981083106727	4.22153650878123	0.0593778599651239
"MID_69"	0.011592451351172	5.08725227143887	0.0370210543150333
"MID_70"	0.893181913097784	0.202436265569198	0.925259625380528
"MID_71"	0.00232710260881442	7.52170978887825	0.0109706265844109
"MID_72"	0.478337336613975	0.867260255361065	0.639937788172751
"MID_73"	0.00163309836542845	8.12541828515022	0.00853842964340206
"MID_74"	0.217689893583426	1.64958080582919	0.337244230444865
"MID_75"	0.417414566246672	1.00194406729718	0.573945028589174
"MID_76"	0.000245265745486883	11.8441593156423	0.00202344240026678
"MID_77"	0.549669303644849	0.728798590508373	0.6802157632605
"MID_78"	0.661377235419549	0.540530669015996	0.749513275932961
"MID_79"	0.486955808906292	0.849552062110399	0.642781667756305
"MID_80"	0.0031500982845361	7.02578195407844	0.0115503603766324
"MID_81"	0.410842731444175	1.01760485633225	0.572865217084132
"MID_82"	1.62603691621397e-07	38.1089946003639	5.36592182350611e-06
"MID_83"	0.426997794552994	0.979537826293235	0.579079200832142
"MID_84"	0.591846961848916	0.654314500610469	0.706541168549541
"MID_85"	0.00309615763187317	7.05358051517519	0.0115503603766324
