"MID"	"ftest_pval"	"ftest_fscore"	"padj_lim_ftest_fscore"
"MID_86"	0.0247941417009281	4.0872210781881	0.0629389750869712
"MID_87"	0.0197759475277107	4.37548264906935	0.0575829060365694
"MID_88"	0.897221454914451	0.196524059609354	0.925259625380528
"MID_89"	4.00733591505654e-09	63.8750474077283	1.98363127795299e-07
"MID_90"	0.00042655489313256	10.6675218967994	0.0028152622946749
"MID_91"	5.53026183644583e-06	22.4975288258679	7.82137031154481e-05
"MID_92"	0.592352696864767	0.653449169594014	0.706541168549541
"MID_93"	0.12818099490936	2.19646683573018	0.244036894154359
"MID_94"	0.0263313231281289	4.01180132523818	0.065170024742119
"MID_95"	0.980168326315374	0.0597748905851808	0.980168326315374
"MID_96"	0.216549639605998	1.65489277032461	0.337244230444865
"MID_97"	0.00640998515494009	5.93129203588579	0.0211529510113023
"MID_98"	0.000214711385043193	12.1392543297203	0.00195707608449181
"MID_99"	0.311586989623402	1.2908325141818	0.453633999598776
