Unnamed: 0,mArray_stat,mArray_padj,mArray_log2FC_TCvsB6,RNAseq_baseMean,RNAseq_log2FoldChange,RNAseq_lfcSE,RNAseq_stat,RNAseq_pvalue,RNAseq_padj,annot,mouseSymbol,metabolism,stat_annot
BC147527,-39.9151,3.7e-08,-2.90632,139.706673204475,-5.0,1.19328003463368,-7.80231149289953,6.07833861321999e-15,3.19122807455787e-13,NA,,,co_low_FC1.5
Tceanc2,-27.4472,2.92e-07,-1.26682,443.061341372521,-3.8428274471735,0.147046698520396,-26.1333813396735,1.5227076391885192e-150,8.074411041403635e-147,NA,,,co_low_FC1.5
Ptpn5,-24.2886,3.520000000000001e-07,-1.2863,1322.6142826532,-5.0,0.3217252572679,-15.925714439953301,4.201867314743808e-57,2.906230662736719e-54,NA,,,co_low_FC1.5
Iglon5,15.4722,4.64e-06,0.950549,1270.81001177313,2.50870749469665,0.351640943959171,7.13428722619951,9.72899837509176e-13,3.45466308372678e-11,NA,,,co_high_FC1.5
Slc6a16,14.3859,7.6e-06,0.659816,27.644715832898502,5.0,1.06843645151165,7.99354712007341,1.3111073787082602e-15,7.42245415675838e-14,NA,,,co_high_FC1.5
Slc12a8,-15.0656,8.400000000000001e-06,-0.231752,140.755918353921,-0.925693400221491,0.17384522677275305,-5.32481344127749,1.01056703008541e-07,1.30898856889153e-06,NA,,,co_low_FC0
Slc1a5,-16.6209,8.96e-06,-0.879806,4463.26349558193,-1.23669513315326,0.0739089456667872,-16.7326853602919,7.574486074061147e-63,5.737853546007836e-60,NA,,,co_low_FC1.5
Vmn2r29,-13.4998,1.02e-05,-0.668141,3.78717060246593,-4.04237959585196,1.42162302741784,-2.84349614341457,0.00446215494101491,0.0153878085414405,NA,,,co_low_FC1.5
Igsf23,16.5523,1.21e-05,1.29608,290.276322223374,2.98028001613248,0.167497815130671,17.792948605374104,8.014912538199509e-71,7.968826791104857e-68,NA,,,co_high_FC1.5
Syt14,14.0031,1.28e-05,1.25849,114.300540901938,4.47713220157322,0.266193386145588,16.819096320915197,1.76835497220426e-63,1.4065495448912694e-60,NA,,,co_high_FC1.5
Gm15545,12.8494,1.57e-05,0.954124,206.55971453695702,1.83630550618843,0.140453537688063,13.0741135924019,4.6292870681680287e-39,1.71262089954458e-36,NA,,,co_high_FC1.5
AI987944,-14.8591,2.09e-05,-0.872589,525.910989209643,-1.07077985719105,0.0898582702317932,-11.916319493229999,9.731327297531128e-33,2.53780253523156e-30,NA,,,co_low_FC1.5
Htatip2,-26.5195,3e-05,-1.86722,304.445961413769,-5.0,0.31226551468985,-19.0227516674242,1.1052761832168994e-80,1.5984303202376793e-77,NA,,,co_low_FC1.5
Pitpnm2,13.1531,3.27e-05,0.33246,9102.58482938095,0.599281994708703,0.115018983293107,5.21028770686947,1.88548015218575e-07,2.24172034835358e-06,NA,,,co_high_FC0
Vdr,11.204,3.77e-05,0.830742,1327.94497674945,1.00483890387231,0.381110840049105,2.6366054131203502,0.00837401773223922,0.0262542124723022,NA,,,co_high_FC1.5
Snrpn,11.2413,3.82e-05,0.562909,10.142732704284699,3.13171711485187,0.7250828745821959,4.31911609642748,1.5665536124703e-05,0.000113327580114495,NA,,,co_high_FC0
Samhd1,10.8615,3.91e-05,0.19526,12334.8877395889,0.237632132816082,0.0785414893719873,3.02556183637684,0.0024817165260306107,0.00935524798485661,NA,,,co_high_FC0
Scg5,10.3887,4.73e-05,1.30979,343.778588528294,3.625817542550701,0.15409719560785598,23.5294193917561,2.0395961949416684e-122,6.489179253826427e-119,NA,,,co_high_FC1.5
Prg4,13.3418,4.820000000000001e-05,1.0260200000000002,633.998479663597,1.63415363245295,0.4351987017244779,3.7549598056648703,0.000173369298213382,0.000928918422357184,NA,,,co_high_FC1.5
Gm15918,10.9252,5.12e-05,0.533724,25.178863308024503,0.985980311914668,0.410612511658739,2.4012427383949704,0.0163394937023562,0.0459237925471876,NA,,,co_high_FC0
Csf1,10.1786,5.41e-05,0.586302,2289.50430001526,0.29326882582602193,0.12172390215612,2.4092953038088,0.015983359351741,0.0451061345693624,NA,,,co_high_FC0
Acvr2a,11.2472,5.5399999999999985e-05,0.965586,416.46600813381104,1.64224286282613,0.18216669137867605,9.015055663564462,1.9677051039767198e-19,1.7390140441145403e-17,Acvr2a,,,co_high_FC1.5
Zfp619,-16.7193,5.7200000000000015e-05,-0.6924060000000001,114.477390238282,-0.478196604228621,0.241850539475663,-1.9772401800937096,0.0480144878312244,0.110761959457529,NA,,,
Ighv1-80,-9.90641,6.32e-05,-4.08006,3.62774106108179,-5.0,1.6234433522624,-3.0838642682741297,0.00204330794797693,0.00791452223920551,NA,,,co_low_FC1.5
Ppic,10.052,6.34e-05,0.7608729999999999,257.458230011462,0.9374699879932028,0.172214005609485,5.44363383614122,5.22044768719697e-08,7.23404893797294e-07,NA,,,co_high_FC1.5
Ide,-10.2514,6.38e-05,-0.352634,3138.349133912669,-0.539175213407991,0.0563163299175969,-9.57404742455558,1.0280055677762898e-21,1.15165581494262e-19,NA,,,co_low_FC0
Cd48,-10.8814,6.39e-05,-0.801986,1987.53050975457,-0.7813945220562599,0.0702645266606803,-11.120754087332699,9.94280165456073e-29,1.88297724667562e-26,NA,,,co_low_FC1.5
