"","II_SC_1_Tcells","II_SC_2_Tcells","II_SC_3_Tcells","II_SC_4_Tcells","II_SC_6_Tfhcells","II_SC_7_Tfhcells","II_SC_8_Tfhcells","II_SC_9_Th1cells","II_SC_10_Th1cells","II_SC_11_Th1cells","II_SC_12_Th1cells","II_SC_13_Th17cells","II_SC_14_Th17cells","II_SC_15_Th17cells","II_SC_16_Th17cells"
"N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide",21.7527932465982,21.8628568150777,21.973742865957,22.1578586437682,21.1482745629237,21.1593954416944,20.5835396486294,18.3409934964502,18.8306403065497,19.0777437828683,19.1516746748699,20.3603224722639,20.4156832335271,20.5235649949125,20.6702865820339
"nonanoate",25.4091250214367,25.5525989902779,25.5182224319312,25.3815112859793,25.572252978825,25.3951242480024,25.5445069180439,25.4395805790695,25.5963282187313,25.4283119697099,25.4213927147852,25.5497108201816,25.4139485892836,25.3566410415875,25.479352990695
"(4-hydroxy-3-methoxyphenyl)acetaldehyde",19.0789026367142,18.8975488603154,18.7550926853469,18.7861250273179,18.089476276549,18.5106742979612,18.2302883353512,18.0432805289166,17.7461432864585,17.2108993149616,17.7670093107043,17.5852424888232,17.2878651708969,17.3078771629589,17.2429972067902
"4-hydroperoxy-2-nonenal",22.4483081491853,22.3895180560892,22.6160168086522,21.9953238362541,22.4535536533304,22.48069286049,22.9819918624799,22.1036651527254,24.0230305024733,23.3916445418242,22.9029514087179,22.9587175487336,23.145466160611,22.6966216889459,22.6919541056616
"Azelaic acid",20.9089042847471,20.6184935223503,20.8691417999598,20.331223115528,20.3304209616353,20.4900153284449,20.4011507424539,20.6137895579785,21.0514991752462,20.4422883627962,20.4037459954036,20.6367213451837,20.5169443198995,20.5841606764379,20.2437773504413
"(R)-Pantothenate",27.2077547429624,27.2275262991979,26.9891402762271,26.9935971041684,26.27818806221,26.6539601769554,26.0138407055369,26.451422406469,26.0392735908333,25.9740487087574,26.0297046375745,26.5658349922801,26.4051344354312,26.4003925851965,26.542115768221
"carnosine",22.5397892246849,22.6326408937089,22.4645127264827,22.6708783770349,22.4720293635762,22.9584305207277,22.4372398195639,22.2011724084743,21.556629899054,21.1828586337896,21.7976306630955,20.4964008594912,20.6360984939699,20.498567190337,20.6032466556887
"gama-L-glutamyl-L-alpha-aminobutyrate",19.4113098204121,19.0372069752412,19.5572971634571,19.1649363778971,19.940056422094,19.7860271311995,20.3620828555754,18.2932957378085,18.3306850853001,17.2570425424382,17.42189840994,18.6859319586811,18.9078303130923,18.4553260161315,18.3591199937402
"Galactosylglycerol",18.2148045056791,18.9861044653393,19.1951172042841,18.4551360813773,19.0670925856701,19.5584041746944,19.5119874663164,18.5760992305448,20.1618151248575,19.0649438932829,19.2702761039475,19.0377791340252,19.3399328310205,19.5217956400402,18.9450945742971
"S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine",19.4237560736125,19.5219820639713,19.6784744706467,19.1399398741969,19.1256676850446,18.973938146613,19.5100904260328,19.9016405157966,19.8347712479278,19.7253467963872,19.5793878163902,20.5482379874648,20.5946242126433,20.2221709740253,20.6195220436463
"N-acetyl-seryl-aspartate",21.3003354396863,21.2038326701335,21.1960576305079,21.2485571085886,21.6411026875988,21.5986194309872,21.0635375115568,20.2671003430075,19.8975823654172,19.902306046705,20.2100714491487,20.2774901706419,20.2226580120045,20.4263484814261,20.4847338232392
"3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid",21.995892606285,22.0385544335541,22.1478769327186,22.0975996061381,22.9248881730365,22.9653667517676,22.8333395008478,22.1740277076837,22.5254926364395,22.415164381983,22.5412302912441,22.2201317168619,22.3587780078332,22.3248431845994,22.4407814671164
"Perillic acid",17.7370138805831,19.1149818816286,18.13771696157,18.6699226038934,18.1485173013931,18.3350551850751,17.7429291517721,18.2334948191472,17.1290948988235,17.2995296906365,18.2492420083253,18.0168402836375,17.2832972232984,17.1321393120827,17.6897466773287
"trans-4,5-epoxy-2(E)-decenal",17.890565707651,18.5175625282705,17.4615896116474,18.3971615332559,18.5004295287083,17.996818960647,17.656235589318,18.3469028177639,16.4513143510022,15.9088039263241,18.0202075564363,18.4131715319832,17.6476555510471,17.879296724584,18.0114482527445
"caprate",24.4746379211315,24.4121542423815,24.6974659800758,24.2660660306371,24.3849260242091,24.3815538009336,24.5670508203669,24.3111108415026,24.8021769703459,24.6277454149827,24.3362115633971,24.461699680055,24.5390725293073,24.3677599526619,24.3734496634893
"w-hydroxydecanoicacid",20.1243373734388,19.6714790918545,20.3504841617754,19.6027200515465,19.8071765207946,19.7048389450977,20.2842049244423,19.7416099775333,21.1153827474848,20.023151506073,20.0899081289618,19.6443281778038,19.6320456159397,19.5373515555372,19.077158196441
"kynurenate",19.2469121587961,20.2849516449826,19.0596099795933,18.9377178107466,18.6898707400235,19.1272454929237,18.0812391002528,18.5122974214918,17.4096444711586,16.9396091477225,17.5375816604973,16.7100374163955,16.1737509085954,16.749244907214,16.866674477393
"N(omega)-(L-Arginino)succinate",25.4691244817193,25.5050636540571,25.4351135590526,25.3900958249655,23.4794763370358,23.5306773118406,23.3181845084523,22.8689490285879,22.918699280428,22.9576605667918,22.9434046069971,22.5338552921051,22.5478423497068,22.4985147411231,22.5273372629806
"dIMP",21.0160516673012,20.8113722661855,20.8327056729036,20.389866381263,21.0636325551172,20.0430270685898,20.918783772984,20.4855798855756,20.3778521852764,20.4466522640051,20.6278092518508,20.5374168590927,20.4057205750099,18.8798083570156,20.5013911747326
"L-tryptophan",27.0652374802039,27.0079483585653,26.9575956460106,26.9104840544276,26.960860806094,27.0380413142357,26.7788853002565,26.3858977017232,26.212741499167,26.0761637824406,26.1243519033215,26.2197991102795,26.2017210778522,26.1608800779774,26.2668621751633
"5-Methoxyindoleacetate",20.2325236454131,20.4640026034097,20.0793954915471,20.2656861411926,19.3367126144993,19.8283781499659,18.5965303595452,18.7624101382086,16.6460816469889,15.9301250138171,17.6043518996563,14.7662573424922,14.0256601434917,14.23838533208,14.0029576434281
"Glycyl-phenylalanine",16.2833871949899,16.4806682256145,16.2362644324773,16.2924596831386,17.5218573968933,16.8725262750281,16.4905449671452,16.0403766114998,14.5121404494537,13.9553145291242,15.5798028533794,14.0229563888246,13.3535769227467,11.5786170513162,14.4880533204176
"laurate",25.848749416463,25.8296374436847,26.369881302741,24.8428653806199,25.1773895073078,26.2960174298479,26.1265213079508,25.4979884903767,26.8479566692195,26.556739333634,25.8461189616562,25.7622229621986,26.2713885294638,25.6919483943475,25.9375938134617
"omega hydroxy dodecanoate (n-C12:0)",20.1342837553893,19.4144071483647,19.7175223296767,19.522645319342,19.7483891999578,19.7707518167247,19.7967818368104,19.2727098350364,20.7060300658055,19.6268365242599,19.7261001660561,19.6391713926312,19.6504618852261,19.578383381869,19.3793158735564
"Dodecanedioic acid",21.7219292311813,21.7064937175601,21.5083923738317,21.4660727247917,21.4420184232326,21.483476273529,21.4508905193591,21.1899463924651,22.4513987652094,21.8015983352539,21.3059045705124,19.7897576350237,19.9197111480441,19.5216256153606,19.3119753831763
"fructosyllysine",23.5404112407486,17.7698295936584,23.5576896390622,23.4272657373953,22.1029174244231,22.9505981251542,21.8867784518913,22.1624210523545,20.6747739130409,19.4343320531176,21.1007172458595,20.5020656991037,20.6287835422991,20.4452859058508,21.079626054428
"tetradecenoate (n-C14:1)",21.9585146053809,21.2099046744871,21.4974173536216,21.7316337918654,21.8630369354975,21.6758494578719,20.9902226707787,20.8091440129002,21.2082301930216,20.893066455102,20.9921688538385,22.2163640850534,22.1117607213682,22.4689125472608,22.2273868238728
"myristate",27.5194251293014,26.9292550489917,27.7875642296934,26.7870195080073,26.7734740351835,27.2989953067942,27.0472741150474,26.6799449220781,28.125701140415,28.0288820180462,26.7658974046007,27.4128524175906,27.8926759429185,27.5698435137361,27.4035803686871
"omega hydroxy tetradecanoate (n-C14:0)",20.8592433519503,20.0363806952756,20.5022320093685,20.2564321212727,20.6646865688888,20.8463363393076,20.4528584279394,20.0605501723285,20.828662477808,20.3214318883212,20.344863657948,20.4793305563993,20.2051041069965,20.0890253150384,19.8725052544465
"3(S)6(R)-dihydroxy-tetradec-8Z-enoate/3(S)6(S)-dihydroxy-tetradec-8Z-enoate",25.5411392511255,25.586056039153,25.3553986655692,25.4380577467362,24.6722577685314,24.8051646877471,24.2214740810576,24.239357495923,23.5570880517529,23.5681203520838,23.7707552959709,21.5005495652946,21.3355598467488,21.260626416844,21.1751737852521
"pentadecanoate",25.1840061276461,24.8668786604025,25.5873748251056,24.7112501826777,24.7597214767223,25.0482860565162,25.3473912293485,24.6902493607342,25.7334324902585,25.7579251488871,24.6762575763781,25.0783983891707,25.3767797126843,25.073119830016,24.9602732692586
"palmitoleate",25.1470993290929,24.6703262396814,24.9887946604752,24.9220501903312,24.9047587432683,24.8292405033838,24.2801044538393,24.004781282974,24.5096252146759,24.2447509360532,23.9367140633386,25.8069625514646,25.6348551900315,25.6927168429244,25.7015250481767
"palmitate",30.2970549139255,29.9229683537009,30.9448337180641,29.9265568842498,29.7426227379469,30.5209305702176,30.3305581001296,29.8531211530464,30.7277248580911,31.0761110975108,29.9639567392869,30.3214560360027,30.8496763766285,30.5946954789981,30.5532277575319
"omega hydroxy hexadecanoate (n-C16:0)",22.7728513353831,22.1369444921639,22.4037081967464,21.8709831132684,22.4066357939409,22.4803113901934,22.5150184310358,22.3317422585035,22.7690563834195,22.6439555235341,22.337088795131,23.4290746020365,23.360159247938,23.3895298888469,23.3164188856654
"11'-Carboxy-alpha-chromanol",23.2743152783185,20.3551157025328,24.3130296565116,20.4120895097196,20.6009191563053,22.186102336557,23.3417361642285,20.1716274118433,23.1489101342501,23.0397160063999,21.0377108173237,20.2371601914653,21.8104752407807,20.881074112523,20.1626875913575
"Hexadecanedioic acid",20.4114193457143,19.6301936799673,20.0559291870999,19.3139278674564,19.6296558697068,19.754293531306,20.6009606742284,19.8357719907964,20.655971074341,19.8327684420015,19.8315066308846,19.8005070321604,19.7045464681939,19.1095369726061,18.8739875321525
"margarate",25.2356900389108,25.1821619009964,25.4895025801575,25.0203590828607,24.9092982898206,25.219030197119,25.1964514194659,24.8621326179264,25.4250835737641,25.7130516182973,24.8938276323041,25.1325097812126,25.4257056544491,25.2109762664939,25.2040481487021
"stearate",29.1961017712386,29.1488237040183,29.6306909507604,29.1881032590067,28.7582006014921,29.5727878585058,29.2851555464313,28.9299620629735,29.0053455652907,29.9405396169823,29.1146223356775,29.1354864106827,29.7130584054501,29.518393888802,29.5709463841584
"8,11,14-Eicosatrienoic acid (DGLA)",22.0410038523782,21.8672198366103,21.7139808198294,21.7207530363208,22.3433522898441,22.1611862583401,21.4027211303789,20.773643008969,19.6309814210572,19.8780754698846,20.4823966050041,21.3693712781027,20.6899968439724,21.3366162098022,21.3056550211296
"Eicosenoic acid",23.0298799439825,23.0601332803842,23.1042153341518,22.9029685987186,23.5642139746686,23.410269362901,23.1106752299649,22.0094247668992,22.020146347886,22.1406454718864,22.0711389008346,23.1228473475342,23.0211288408133,23.1558290034055,23.2052717923767
"15(S)-Hydroxyeicosatrienoic acid",18.186819059743,18.6080830346628,18.4665959718503,18.4491072611443,19.1709450747944,18.3882940767433,17.9771275549427,18.0693461109074,16.4721800693119,16.4535484283188,17.6849592833814,19.4594518591648,18.502283096084,18.5773565159145,19.2770220313864
"N-Acetylneuraminate 9-phosphate",17.4824662402533,18.4874028021247,17.6671969874506,17.3181364031303,17.0858641490791,16.2608161889927,18.365125859408,17.1064787501082,17.441090987624,17.4103692054515,17.2726145138461,18.7295077099587,18.9958386198498,17.7987402626512,18.904554637293
"(R)-S-lactoylglutathionate",22.9263803679399,21.4723267896952,22.0946691881206,19.8921137012441,23.7028952350064,22.9574936963578,21.3545114930377,19.4025261917754,22.1497800982496,21.6131165403897,21.0006113437611,9.96578428466209,15.235541066468,19.5469456853958,14.2700927800661
"UDP-alpha-D-xylose",21.2795020125879,21.113844672551,20.3664761968171,21.0787732675877,21.0885308541811,21.0957912073113,20.0020480092555,19.8346701685019,20.6819193450544,20.8122709320016,20.3216352620931,19.5116110927934,19.3574421226811,20.1655248430709,19.5468871235122
"ADP-ribose",19.950873967434,21.5905839511939,21.5123570687034,21.9358602944204,17.2957202985949,18.9996526330297,21.3450496199475,21.0924950302471,19.8136052205318,19.7228848908826,21.2439307991334,20.4885067488636,20.2891849732855,19.1006245758574,20.5478702965728
"UDP-D-glucuronate",23.0594816789972,22.1921614907687,20.5277954383547,22.4538271751755,22.6489628535405,22.6254580389539,19.764102850614,21.1384387180157,21.1257193804686,22.1480757023867,21.9564657748108,20.4846481410329,18.8890760811384,22.1678794597505,19.7011248037628
"GDP-D-mannose",23.4966567910415,23.1335949736097,22.1916431041101,23.1487765638498,23.7868815088606,23.8799286152183,22.7425667160545,21.3107289187725,21.22489211485,21.627089615301,21.8589576625577,19.1588165386602,18.4325772463752,19.8019978255019,19.1478750467007
"NADH",24.660802526049,23.6829218056842,23.6242085079562,23.1505253335553,26.0633451934988,22.9083525194945,21.8841472533612,19.4109144297537,21.7707579905766,22.346300730374,20.3851302028088,19.3554094272572,20.8516232474817,20.5935746624356,19.076749949489
"NADPH",22.1112525759428,21.0966787604877,19.978116535748,19.9753731050672,9.96578428466209,18.0026079692667,18.2378670900718,17.0137906489336,19.2177997950861,20.1057042407578,17.7951889830011,9.96578428466209,9.96578428466209,9.96578428466209,9.96578428466209
"glycochenodeoxycholate",20.9998472204099,21.1781377958471,20.9490139330923,21.0865975192578,20.6637684344274,20.9915047906156,20.3353071224872,19.9640192049352,18.5870886091198,18.8608628945657,19.1537179758321,11.8498272913739,12.9437065453371,11.6346068807668,9.96578428466209
"taurolithocholate",18.7439320289409,18.7994373491168,18.7100718830262,18.8137475655111,18.7026600288155,18.4597321314594,17.8342122184073,17.874291109519,9.96578428466209,16.6925663985589,17.0187927385223,9.96578428466209,9.96578428466209,13.2960929879301,12.4873172635662
"cholesterol sulfate",19.9757762321702,19.4969711456366,18.7238386808647,19.2569394792467,19.6360085439176,18.6003418882176,18.183501290391,18.3206582657256,9.96578428466209,15.8217001017382,18.0679157057588,17.7122333992137,17.6266277263107,17.9955719861493,18.3049325931083
"C4H6O3(3)",23.7569807539551,23.7208125439561,23.7699580797476,23.5065079223969,23.1248512508203,23.4904528347343,23.2082394903883,23.1767940513998,23.1978347428801,22.9264519206549,22.8790219595694,22.2670483368239,22.0225551269536,21.7748725513495,22.1854963709001
"C4H8O3(3)",24.215365874932,24.1753161693298,24.1315212463409,24.0435614914442,23.5069163932619,23.5970973552633,23.4309248339066,23.5596353624179,23.6019435632805,23.4538514622805,23.3585948901225,23.2961022850485,23.3677740153832,23.2171737877305,23.1962482112481
"5-oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate",32.2748465812613,32.2595723968051,32.1906131332121,32.1809993213718,32.1231366421127,32.2471779852735,31.8398889908624,31.8502490224744,30.3010025252268,29.660976313224,30.1566983336701,30.2863866787105,30.1937359858339,30.1495698247767,30.5548357747621
"itaconate/Mesaconate",24.441347116225,24.3523962067808,24.2702110855678,24.2648866303551,24.6443273893079,24.6890708423005,24.5175118119239,24.0364359988114,24.07349101767,24.0374156386202,23.9947631267681,23.6239291550569,23.6503434194953,23.6807436287894,23.5859337621768
"L-4-hydroxyglutamate semialdehyde",30.5354428307205,30.5904778111437,30.5730695342598,30.4874429339935,30.5547797681461,30.599345647169,30.4935765480028,29.9773333026514,30.0456568495171,30.0521610973599,30.0594020305055,30.0327515339997,30.0870953041858,30.0437423937527,30.0530754198705
"C5H10O5(6)",20.711218493812,20.7117713656661,20.3670337706441,20.445683450959,20.5597355854121,20.7861926995302,20.0230966940869,19.5778553095127,19.2639334023201,18.5239910154635,18.8125397046514,18.0125282625125,18.5057201965682,18.5270521942723,18.1311176732976
"L-arabinitol/xylitol/D-ribitol",23.6869461230496,23.615740775194,23.5510822680704,23.4946303032402,24.1122592267276,24.2071708762141,23.9553603172379,23.5818354426152,23.4323413030027,23.3753187167356,23.5084333749441,22.5472334772226,22.6459769496586,22.5658351237438,22.629613627405
"L-xylonate/L-lyxonate",24.7874622425173,24.9224037110083,24.8070037605263,24.7814458648795,25.1968932155516,25.3180682838734,25.0707318435017,24.6613825021271,24.6043412659161,24.4413133119642,24.5117572609726,23.7308389326642,23.7058113190268,23.8252558974002,23.6284305489954
"2-deoxy-D-ribose 5-phosphate/2-Deoxy-D-ribose 1-phosphate",21.6152460023852,21.1473992387838,21.2365759442608,21.3060985435714,21.4317003470891,21.3155216227607,20.6608548935031,19.9390968341022,20.5835875998371,20.2239432114837,19.9152280089812,17.7139535678033,18.0130584092361,18.1512303905671,17.6277722312101
"ribose-phosphate",23.2930556824567,23.5154749903062,23.4956979338596,23.4560729509646,23.1532322641997,23.376367851094,23.341972642566,22.4507202516316,22.7074259287673,22.5497970646923,22.6259406334405,23.5409748412117,23.5865720102875,23.1207667770758,23.9322275050329
"3-methyl-2-oxopentanoate/4-methyl-2-oxopentanoate(ketoleucine)",26.3821641184067,26.5381424922975,26.2102680778465,26.347271311911,24.9801170998697,25.0990693134303,24.8718606591848,24.949551877383,24.3670073638259,24.4434668247015,24.3895296728784,24.9501377432823,24.6325169475437,24.4216931886273,24.8148143475843
"L-fucose/L-Fuculose",20.0333650681732,19.9345106893031,19.6300175277903,19.527191982867,19.722343327456,19.8411299520806,19.5621593425246,19.7759618106175,19.8242532525925,19.2152842235541,19.3592559490707,21.0966007680454,19.7367381045478,19.5202552276531,19.4662630372843
