"","II_SC_1_Tcells","II_SC_2_Tcells","II_SC_3_Tcells","II_SC_4_Tcells","II_SC_6_Tfhcells","II_SC_7_Tfhcells","II_SC_8_Tfhcells","II_SC_9_Th1cells","II_SC_10_Th1cells","II_SC_11_Th1cells","II_SC_12_Th1cells","II_SC_13_Th17cells","II_SC_14_Th17cells","II_SC_15_Th17cells","II_SC_16_Th17cells"
"N-Formimidoyl-L-glutamate",23.2080084854613,23.2133516947181,22.9870080099247,22.8972357260316,23.019821015846,23.2757048042343,22.739802431829,22.7158374171452,22.8331116214462,22.8645110170951,22.734716922581,23.7133755538951,23.6931824918221,23.6173951237635,23.6641665670396
"N-acetyl-L-aspartate/2-Amino-3-oxoadipate",23.4509217286643,23.374612249071,23.5095048744964,23.2092885931962,26.4662161639269,26.4957761281985,26.2602812833694,24.8244231660204,24.303044853751,24.1170373547614,24.3764483444639,24.0121050548395,24.0480588817687,24.0118324272047,23.9360446786688
"3-Keto-beta-D-galactose/L-Gulonolactone",19.0669950903923,19.6842294696062,19.346260345909,19.4357680818328,20.3555543880577,20.3384854296393,20.0234995383674,19.4332731306676,19.8375610674738,19.7014550545354,19.8733253169531,19.0148409065916,19.2571728685966,19.515011100215,19.1658716464117
"C6H12O6(5)",28.5947532069878,28.5698567970021,28.487707714364,28.390428494504,29.0733907081001,29.1890920408985,29.0211507503696,28.1498297792655,28.0739336411796,28.0932215982185,28.0894555056841,27.8814742465849,27.9183360485355,27.9011620669395,27.8963721384654
"L-Iditol/D-glucitol/galactitol",25.1275939412082,25.1100427650565,25.0574385550048,24.9561744246932,24.9957864176573,25.2445555952418,24.9834883839528,25.2447531847372,25.0044819984622,24.8483176152056,24.9054810561115,27.1921143535293,25.4170077952457,25.2214260163916,25.3126743613768
"3-dehydro-L-gulonate/D-glucuronate/L-iduronate",21.4934582711244,21.3986258466798,21.476240267322,21.0801203607351,21.1515425841501,21.2028914960535,21.3091469926076,21.4398897226182,21.2977774905231,20.9926086982682,20.9415624786964,21.3702710019071,21.5657388807397,21.449367555707,21.4368292857025
"gulonate",25.6150286616313,25.8770027362769,25.7686269713848,25.8082900922391,26.7355414327691,26.939701627703,26.5075471840982,25.9348310072614,25.9549066488518,25.7610261384411,26.0570077033804,25.1234874866505,25.0549422779612,25.1505554265834,25.1818852485545
"Methylisocitric acid/2-methylcitrate",21.9706503042198,21.9424743634596,21.8743202043999,21.7730769231354,21.3277064912608,21.5813970933081,21.3930168416841,21.1910912912457,21.0486622870817,21.0884757882399,21.0561670360774,20.5458683263914,20.422273186565,20.5926087131309,20.5262455072877
"phenylacetate/(4-hydroxyphenyl)acetaldehyde",23.7433636108582,23.5428045623167,23.4314909283767,23.471949251855,23.3907792616473,23.3484871102228,24.8514042282159,23.3142470468292,23.3120282338402,23.144653571547,23.2375830038769,23.4773043888681,23.2706545993738,23.1029697517327,23.3405007967372
"4-Hydroxyphenylacetate/2-Hydroxyphenylacetate/3,4-Dihydroxyphenylacetaldehyde",21.7146930751681,21.6107315349545,21.8741166787917,21.2770519176981,21.4601134308755,21.3042210050675,22.0080975789226,21.1949268995685,21.1437098432789,21.2920647148104,21.4426797497021,21.280891786196,21.1122420951797,20.9211526430496,21.2336251853135
"N-formylanthranilate/noradrenochrome",19.7429498836283,18.5471242437827,18.4240989193127,18.4567831127693,17.7555444394239,18.7742100167367,17.9617894591723,18.5199866149587,21.6070067968454,19.0096687475626,19.774890121419,18.8009316878623,19.1602039497303,18.5815556132549,18.5811340723389
"4-hydroxy-2-nonenal/3,4-epoxynonanal",21.6196593419381,21.8725825087635,21.5689658679687,21.7138142724689,21.8320220359743,21.5932186270386,21.6915083261847,21.7367562492629,21.3356744225215,21.4525739470795,21.6919729003803,21.7232046353116,21.5295415917846,21.6302383213271,21.8150054431685
"4(R)-hydroxy-dodec-6Z-enoate/4(S)-hydroxy-dodec-6Z-enoate",20.5179299414396,20.3096966488427,20.6152190309024,20.1881014170094,20.4067456053676,20.0607167877376,20.5448259058912,20.4144039831858,20.6437431481116,20.1201001231313,20.4217907680822,20.6498654192205,20.331038138588,20.1985448671717,20.1325288069002
"linoleic acid/linoelaidic acid (all trans C18:2)/octadecadienoate (n-C18:2)",25.6353132947532,25.5894558600759,26.1211469284831,24.6393710843115,25.2084919315471,26.1438462399145,25.8752960541055,25.224299824078,25.80597338948,26.0316161413449,25.7001160409131,25.6736754335019,26.0328323584979,25.3869231020946,26.1303249401907
"oleic acid/elaidate/trans-vaccenate",27.3797822179429,27.0424981130203,27.4390366510447,26.9122610794221,27.4088342103234,27.5141271923387,27.0137413782176,26.4779638918262,26.9338045098677,26.8575331824427,26.3620120016228,27.9133762769412,27.766641775351,27.7085608964533,27.8514987291068
"9(10)-EpOME/12(13)-EpOME",20.3229393395935,20.2102311455041,20.6844574592127,19.8139991053035,19.889373260488,20.6750384079094,20.1918305513022,20.1788230248821,20.6721367953466,20.9374165781535,21.2534380047699,20.8938992729271,21.1195714723288,20.6772801506421,20.9092899350295
"9,10-hydroxyoctadec-12(Z)-enoate/12,13-hydroxyoctadec-9(Z)-enoate",20.5624868221612,20.0061993256421,20.6334194007395,19.8132175800483,20.1223451299938,20.4102133674833,20.7946155520165,20.4341652308031,20.9224528023538,20.9240605278599,20.6777151388888,20.2660883005173,20.3970257841637,20.1675607151827,19.8419431559281
"pristanic acid",21.0490366143275,20.9429905279307,20.9105326871092,20.9105796441172,20.9261554559509,21.4053110893992,20.9510352273786,20.7697441136286,21.1543322837197,21.6473566206072,20.9331415597688,21.2274685914037,21.3818579819566,21.4416564609627,21.3469316041412
"C20H30O2(4)",20.9619123940814,20.9105316221325,20.9514190946926,20.7618593729675,20.9696849668395,20.9945485020137,20.1723437363434,20.0752743065023,20.301084772959,19.9711148660207,20.3123685452759,20.3526054418551,19.6227435808604,20.2221806127906,20.3840660228889
"arachidonic acid",23.4140476094184,23.079066425722,22.8468650059796,23.2357320694539,23.6522972351207,23.4746897500502,22.37697120904,22.2184022549168,20.5911509693755,21.5169770607683,22.0593352829267,23.1655171036517,22.3943757563381,23.2284046139683,23.0278458066053
"phytanic acid/arachidic acid",21.9925964167764,21.7939140969714,22.1582856496716,21.9153269585751,21.8480602245913,22.5743768557537,22.2530935171634,21.9498077754904,22.13795252684,22.6485938472952,22.1293567187679,22.2749245665268,22.6749318348729,22.6780130449995,22.8486813079488
"C20H32O3(12)",18.1412070072865,19.0157646005937,18.5080977618006,18.6501869042738,19.051065153437,18.5523044605731,18.5663112458465,19.0087568295906,16.4292745396313,16.4634854987829,18.4751990808481,19.4979406990002,18.5599884885156,18.7729877801998,19.4644573679582
"docosahexaenoate(DHA)",22.846828090864,22.8355238963519,22.7043033535305,22.8052823976069,23.0373438200494,22.9442974197442,22.0948144349048,21.9772859846144,20.2076696661174,21.2043817052561,21.6603703647703,22.6866052756287,21.8999916980847,22.6345592822796,22.6026114364918
"clupanodonic acid/docosa-4,7,10,13,16-pentaenoic acid",22.0306958843568,22.0570852306028,21.8704867238207,21.8539573794586,22.3620673627646,22.1608042533715,21.3159050409906,20.910936142548,19.3885843686933,20.1105355464637,20.5206552103196,21.7136467469392,21.0747225826612,21.7695691058535,21.7349017660194
"UDP-D-glucose/UDP-D-galactose",25.6668503591956,25.4461670590206,24.9929582106478,25.5034329004758,26.2914389624391,26.333331376768,25.4265414944787,24.9616932111595,25.3585046245979,25.5157646553787,25.2853232726085,24.7693460572199,24.4871269478179,25.1924727096428,24.6403878107131
"ADP-mannose/GDP-L-fucose/ADP alpha-D-glucoside",22.8900731853185,22.5101968216068,21.6047316479136,22.5525219990424,22.5979581490292,22.5693647364275,21.2627410475602,20.6202806442418,20.6615692367884,21.1989591683362,21.3736167975526,21.0136025557285,20.256014824646,21.5966681123651,20.7629646287675
"UDP-N-acetyl-alpha-D-glucosamine/UDP-N-acetyl-alpha-D-galactosamine",27.7372798629584,27.7982704400755,27.5562263414686,27.6402434624294,28.1862805199692,28.0727304606116,27.8077196677323,26.7377400825238,26.881016116263,26.989371694342,26.9017326625173,27.4690912939905,27.3567931006486,27.5773804826324,27.3545671441896
"Taurodeoxycholic acid/taurochenodeoxycholate",22.2446061349053,22.2486913865786,22.2275175245468,22.2274062318514,22.2072428359496,21.9963217745903,21.7239490207425,21.233104036245,20.624802834849,20.1492050036905,20.898287072876,16.7561103628505,12.4377299688597,15.9265679803578,14.1136339273091
"C27H46O4(3)",17.6727777680173,17.3198464678121,18.6413116797242,17.2998660442395,18.2140150691317,18.9194100097798,18.6990649496776,17.5814889729221,18.2476466876135,17.3087319524494,17.7382330749459,16.9411590054683,18.3669235917932,16.8043178135893,14.2830615772355
"Ercalcitriol",17.7020392396448,18.6682881387724,16.7897939255502,18.6773892339107,20.288196395796,20.2373289590917,19.5569248640005,15.7153004246738,9.96578428466209,9.96578428466209,14.6049392165029,17.4367395487293,14.893393260821,17.2002498133128,17.5819549935468
"4alpha-5-epoxy-8alpha-hydroperoxytocopherone/7-8-epoxy-8alpha-hydroperoxytocopherone",17.1935239263526,16.7543024236138,17.134989201603,16.4894016266003,17.0089231396521,16.4935922984772,16.4446865895839,17.1668053603632,17.6801866971873,17.2094160868944,16.6872844048261,17.3046384041718,17.6225704951095,16.90072513471,17.442458734759
"L-isoleucine/L-leucine",30.6647651472198,30.5840823914743,30.5150523606526,30.4710590865304,30.3252945500347,30.6366782971453,30.0964386251195,30.1444717505374,29.7169673808172,29.5712663356343,29.685558173659,29.9566859565726,29.8939193267674,29.8540665415358,30.0414907450122
"thiosulfate",23.0815871147787,21.9562033631746,21.9551971767998,22.2162064661028,20.7569622978251,22.8859217978635,20.8753108983463,21.8199771162265,23.2799871046176,22.7703189135195,22.5445525745258,22.2352509832702,22.9082751750235,23.5982204643254,21.8759946563383
"Diphosphate",26.4149034860005,26.5895767177356,26.5722958282903,26.4747473366368,25.9413792361519,26.5491461539453,25.5885339500339,25.668723132803,24.3273500688273,24.7244084251226,24.9771753760992,26.1474464304405,26.1129591515542,26.1153441651092,26.4429526084492
"L-cysteate",18.9121591986952,18.0919022382526,18.5348988408327,17.7548005010844,18.0102451271232,18.2071968196263,17.8015542308459,18.3347691701471,18.5476991439643,17.4839286014653,17.8163129833321,18.9720309391309,18.580230801861,18.4499688409852,18.8036744806827
"D-Glucuronate 1-phosphate",19.7093756437698,19.856828485514,18.8429454962517,19.4013285579251,17.8468412891217,18.3575751951428,18.0904879089062,18.3992843382717,18.2956588558605,17.4192735249467,18.2839409427014,18.8185600096542,17.6909521749696,19.2426546682234,18.4675629486868
"dCTP",19.5280948001922,18.6443717237642,16.4608268255174,19.1439982447999,19.7768483582641,19.875602323843,17.1262491834628,18.525158908551,17.2195626604205,18.4737303602575,19.2247898743277,17.007191328637,10.4643864631075,18.3803479992091,15.238148505338
"L-glutamate",30.5169877835502,30.5729783296176,30.557301674115,30.4725688820497,30.5383649723295,30.5834663225819,30.476547466652,29.958536680682,30.0291235112616,30.037444784468,30.0461297166782,30.0176213956734,30.071685567262,30.0285288425676,30.0396375225584
"myo-inositol",28.5377628588403,28.5152191300397,28.4266399320631,28.3398915893888,29.0215407786889,29.1298325081539,28.9486607057934,28.0921491744903,28.0060742299315,28.0354424602943,28.0395569522424,27.8362581210306,27.8493543764904,27.8522986563979,27.8516447777452
"uracil",23.2488503333441,23.0613346781264,23.2235214320775,22.8434829896291,24.1680453210342,24.3452561388901,24.173324897234,24.378347633768,24.3577434661547,24.3942385278574,23.7682340427477,25.6294190808806,25.8362732449371,25.6677631243561,25.6675896284027
"aspartate",28.7530901124167,28.8470987040955,28.8388888190872,28.6867451462543,29.4428242138328,29.4676730731668,29.5201153293276,29.1834166900378,29.3948396493209,29.3333285324712,29.2814140048524,30.6057242857894,30.7087408075513,30.56385079904,30.5690935719421
" Hypoxanthine ",26.3072974750617,26.3467374329673,26.3657079442448,25.8041374470257,26.5230589243994,27.0097882414821,26.6222490388225,26.0672666335002,25.624232844619,25.8905735564884,25.3102406702971,28.137498867019,28.1689486012494,27.9663229361194,28.2269553393398
" 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide ",21.1185379944835,21.1829799274783,21.3647553610815,20.8840840648426,21.4137457910195,21.6001850461634,21.2404651979481,19.8836638991141,19.8274329225797,19.9877162325256,19.8201424962263,19.8465608018847,19.8783655965658,19.7103667182138,20.1536489790675
" IMP ",24.0514389099364,23.9948842416293,24.3081170308315,23.7452838408241,23.7811140868817,24.4798002699144,24.4797500851036,22.8633884875954,22.9190431677775,23.0503265269769,22.889630769276,25.4141409334877,25.5752790649348,25.4629601311659,25.524988582033
" GMP ",24.8429412161155,25.5599148270453,25.8394973653239,25.0909561226431,24.4293341187984,24.6005954102577,25.1228465920865,25.0482319165182,24.8793020613814,24.978655157862,24.759886866457,25.8004215813999,26.0927722797487,25.7383374266636,26.0269048115449
" GDP",25.8937903213102,25.0213252541514,23.8793296800048,25.1712539075879,25.9927728111345,25.7418132696789,23.9869760517782,23.7034363833593,23.1390513197113,24.0336750960994,24.1882624163036,23.9425014858303,22.6104529481931,25.5273865191325,23.9396031378488
" GTP",25.7934248253991,24.5111655088358,23.1339470492173,24.7172057769358,26.015274893736,25.1129587778324,23.2697646907559,23.5091007552793,22.7970835526427,23.4574633554256,24.0382392219529,23.1177799602898,21.6958672257775,24.5932454050166,22.579200228516
"AMP",27.9115178820802,27.9221247450689,28.2465694035717,27.6262636877109,27.0891674545541,27.514095542776,27.445468248993,27.1722916501424,27.208166677872,27.4374992250074,27.0473916896724,28.179696493832,28.5497935923857,28.2033719915448,28.4455692252243
"ADP",28.9436494063598,28.4219701170542,27.6580911586717,28.5034881743583,29.0080229959,29.0610272963398,27.7652161771936,27.2696525074846,26.7962110374509,27.4361033428631,27.7678656780021,27.5017078033609,26.3217217024916,28.4441219159754,27.4709623584776
"ATP",29.0072490801175,28.31884159082,27.1546396695775,28.4090845446369,29.3571337495133,28.7611795942694,27.3854554058596,27.2213123008082,26.3870378927772,27.1906012194531,27.7967542778885,26.8943713209286,25.3689182249345,27.8147961016999,26.4167026682881
" CMP ",23.3576928859268,23.9122043368353,24.0021313236389,23.6799972897986,23.7530174471945,23.5690763870568,23.7594338955814,23.256564096543,23.2899954418051,23.3770007519587,23.2719328294664,23.845957612927,24.0013038809594,23.8251671326199,23.9562955103347
" CDP",24.3370182810728,23.4170305540289,22.2356956881088,23.7357138978401,25.2637498976388,24.9217079127939,23.1609517454218,22.506698093159,21.8279343419818,22.5289912101841,23.1337277306673,22.7983495497098,21.1923125730006,24.261450655113,22.8112236600532
" CTP",24.5544754089248,23.5891598741785,22.1128813545769,23.7575498111429,25.2454158045169,24.6056863694572,22.8039830313545,22.7821714521605,21.9688637458663,22.7136030641352,23.3363509601385,22.6994672729901,21.0638086736673,23.6824307590148,22.2755390424027
" UMP",25.9520185501988,26.3515328913445,26.4076874662458,26.0312931882361,25.8030598524664,26.0476941333615,26.4745055894104,26.1995240079539,25.8335309943502,26.1564596443163,26.2160502556308,26.6111838606143,26.6870896615175,26.5071517578249,26.6707956260733
" UDP",26.2801916299264,25.5149842761843,24.6319543784932,25.6954196441372,27.0609339133736,26.8327223678055,25.2592092298032,24.7831625248041,24.2218526692881,24.8740554370534,25.3904975270938,25.1271577220616,23.569442191734,26.402712596489,25.0980405506082
" UTP",26.3456658000062,25.4567869146127,24.2489812467666,25.5713417433639,27.034649493025,26.3733295458027,24.8167196094676,24.914561343408,24.0958118500452,24.8872540760249,25.4413249654961,24.6944453662919,23.0905082432324,25.3812890670659,24.172311702362
" dUDP",20.6348062998395,20.2348474008219,19.2992947894834,20.1336089259382,20.4252525429847,20.8109996516859,19.1655216229182,18.5643875285778,18.4800343139708,18.7266803848317,18.9595259485363,17.5646036554088,16.6099924202408,17.9543000526278,16.4862644284161
" guanosine ",23.0721950471043,22.8816715691762,23.0067177428038,22.5169425992562,24.0532691490543,24.133291384798,24.136181454294,22.6024246374738,23.276472692231,22.6074453179543,22.1688934899199,24.8080071008884,25.0115565542162,24.8526982062877,25.1229823171643
" cytidine ",24.8137482758387,24.5212745163136,24.7778740689708,23.9737286559644,25.0039300918539,25.1311785298931,25.2332606323234,24.7368215731775,24.9474466786478,24.8978538350625,24.3216828474212,25.8920990515933,26.1760097100852,25.8898054169468,25.9501370534135
" uridine ",25.5044360112804,25.403878319107,25.712371335731,24.9472248689924,25.2071756885441,25.4170949818451,25.5019612127944,24.4371986073743,24.5199788929162,24.3733508128078,24.0127813707396,25.4302825831539,25.7223435118579,25.4921501918313,25.6508761211539
" Thymidine ",20.8640769612476,20.7903160499409,20.7251409040783,20.5296308121382,19.985856963609,20.0537310477128,19.9291824137146,19.2649758012717,19.3325534421705,19.3898727477486,19.1564881945684,17.9959602417065,18.7980712496679,18.0349197265011,18.1739556508539
" Deoxyinosine ",18.9471843155519,19.0032553928757,18.8459187498149,18.558233174044,18.4410305698202,18.908828689569,18.6954782622467,18.3212562496396,17.8695090939842,18.1836282776868,17.7926015140162,17.2510241634547,17.3892195404115,17.2917322357812,16.9550225079714
" Deoxyuridine ",21.0628639917688,21.0250391887982,21.0580787337901,20.8441440490167,20.9917450839897,20.9807072690428,21.1692528926402,20.5134025663341,21.207444767705,21.2493600160708,20.9125440984049,19.1044303689178,19.2456446148822,19.1774417879314,19.0477497806401
"alpha-D-glucose",24.64161389394,24.6152862389508,24.6180411970368,24.5454184887993,24.2501358725949,24.7577808631463,23.8858838710831,23.7666096066832,23.0062161806968,22.2559442962005,23.107012786668,19.9302939812196,19.8832074304622,20.0111752282454,19.5721324214013
"G6P/F6P",27.2738678338978,27.3496476783707,27.2488058501641,26.4886363893414,27.0363729681438,26.5099057270365,27.1875439050578,26.1588400052215,26.2321245297768,26.2579496502944,26.0921317324052,23.568853889742,23.5991869345083,23.5543984046946,23.55549195708
"beta-D-Fructose 1,6-bisphosphate",25.067508524155,25.0969573846357,23.6933108960765,25.78901113751,23.6394588356905,25.3520558915705,23.5796261655652,23.1496656634313,22.5312227602835,23.495151603601,24.1789345464462,21.9497821917555,21.3252985429866,22.2610353199886,22.2506150623231
"Dihydroxyacetone phosphate",22.7691645127198,22.7526071089896,22.6808295575923,22.6111974036123,23.3800717177781,23.1255930952084,22.7966236379476,22.9353730605494,22.9538395725805,23.0737685342988,22.9686976263932,19.7703884709477,19.322203009789,19.449596914591,19.6701509770965
"D-Glycerate 3-phosphate/D-Glycerate 2-phosphate",25.2292527347234,25.2509442841149,24.0239780881477,25.5534610253041,24.5754638215581,25.1972021819438,24.6236497966106,23.8993891654884,23.4293135022437,24.0833139722582,24.2738890448589,23.1296029316275,23.1505270008961,23.679104402092,23.717909147983
"Phosphoenolpyruvate",23.3645543563051,22.8522937110104,22.1531717442881,23.5293456588895,23.8576987214492,23.7435054945664,22.3447313335489,22.2360353565151,22.2478860081829,22.6402668134497,22.3590906498419,21.0756619563242,21.8841879242854,22.4639363662396,21.6024334280944
"pyruvate",23.7630510649391,23.5825820224051,23.6173438824071,23.2029216752545,25.1762169351249,23.9040239925982,23.7862998014183,23.7989357092404,24.4653421606936,24.3116521204157,23.7477362627583,22.5374805038943,22.1287840757962,22.0008137182727,22.4023277516244
"lactate",33.4389809797122,33.5607231467191,33.3208439389544,33.2535447248802,33.0086484175216,33.1292483038255,32.938588325667,32.7144257092201,32.7009550607797,32.574115004206,32.4952227310989,28.5598384599893,28.8798671976684,28.6403793012602,28.6049933756607
"citrate/isocitrate",29.3978320675521,29.4446661131182,28.9573483093873,29.3528957834605,29.3171701094921,29.6533140312308,28.8172605160536,29.0168472976053,28.6952589600953,29.0180119282864,28.9647406753919,29.1031286315014,28.6646524775772,29.162449512586,29.0417387045062
"cis-aconitate",21.4507442254234,21.4773486895246,21.1225228341016,21.0891818200237,20.3731722975201,21.1600224431456,21.2573914322291,21.4003406082123,21.4444343425301,21.5983247013641,21.3121370253536,21.1517247463834,20.9259476830748,21.2327910484758,20.7740057992121
"2-oxoglutarate(2-)",24.5947410490751,24.502470125896,24.5492798011637,24.1578130617802,23.1742131455477,23.5143866228826,23.8201532255451,23.7134020123446,24.2692198675676,24.0398741330056,23.6067027698986,23.2549028616991,22.914783556561,22.3085811147333,23.1765513124797
"succinate(2-)",28.7024763295969,28.6655835336684,28.6049229718321,28.5650459701033,27.9564184148887,28.0497251242289,27.8191099789078,27.3274909579258,26.7643223803203,26.4254579654002,26.5573719205008,26.4722767849178,26.6078774330351,26.4350264854356,26.6326914041168
"fumarate",27.3484684003279,27.376607696974,27.27570536273,27.2616793803392,26.5374177560528,26.6021938541574,26.4639420206893,26.0370404880359,26.060497503191,26.0865841031002,26.1272961433219,26.1390171601947,26.1785392243517,26.0623787290275,26.1750794984401
"malate(2-)",30.0517818117575,30.1151037947613,29.9515378678942,30.0257571046261,29.167988230265,29.294503644767,28.9931963854927,28.5382090118992,28.5327020537884,28.5843697604374,28.6720165848363,28.1192770297985,27.9467617022558,28.0348283697697,28.1938749499711
"acetoacetate",22.7901969415098,22.7532615908821,22.6986387002175,22.6534420038146,22.7318692728428,22.5804431288822,23.0097160399318,23.0889296075559,22.9073137523041,22.9103212578898,22.9626825861229,23.2325650954047,23.142693129888,23.0569489710086,23.1045657889029
"2-Hydroxyglutarate",25.2385010281729,25.1826844503129,25.3177290726776,25.2436624962242,25.7043979229733,25.7678604091739,25.5837611277788,24.8642608913086,24.9909496874957,24.9525322295377,24.9599703583049,24.3641910673045,24.4117806733008,24.4484264662298,24.3246925649418
"dUMP",14.9081049632185,15.8134760139126,15.85922947713,17.1517694808162,15.763358532931,14.5668732915093,14.428828998582,15.5409426248525,16.1902428589506,16.9021096372834,16.5590335401354,15.8743111223747,13.499870795277,15.4677280937222,16.089443984339
"dTTP",20.804615668416,20.2839093697272,18.9549806228017,20.3110298569,20.3659041608429,19.9571650174911,18.5886805329189,19.5390010304343,18.6850292088509,19.5039448534587,20.2233599448294,18.8559045768778,16.4282760872021,18.8982205685542,18.2193326931372
"2-aminoacrylic acid",25.1280843063292,25.1754627137995,25.1617456488457,25.1064907793685,25.5043864179312,25.563563951503,25.5754411413852,25.418710067429,25.5407649019577,25.6165646307973,25.5358817940432,26.6788189400104,26.799932763707,26.7221126376259,26.7495576289896
"N-Methylethanolamine phosphate",19.7462445516236,19.5820548213472,19.5396991581284,19.545852660192,19.0040012018463,18.9549468702034,19.0669901334971,21.3699316997344,21.2659224555618,21.3608929744288,21.4105862867816,22.4298253319728,22.4491180940834,22.4866208065251,22.549799612921
"creatinine",29.4688717122126,29.5532085994995,29.4250902878065,29.5189152464616,29.191265672625,29.6692381516513,29.0265616603511,28.9385274488895,28.299018184661,28.2482085500738,28.5653420837857,26.4698087592753,26.4339310589014,26.6334234097226,26.5816508443193
"creatine",31.1181670805507,31.196412721842,31.2081548405586,31.1821287415647,30.786399634442,31.1508816013773,31.2259483645776,31.2838390041435,31.3043755124626,31.3654672744324,31.3806468305169,31.1564941301174,31.2754529308472,31.1371708652128,31.2031647147214
"Phosphodimethylethanolamine",23.5193098913451,23.5600093300955,23.413558367678,23.3524492657432,23.2502841997543,23.3488628587662,23.0762575229832,23.569238522832,23.2778620407934,23.4197257522243,23.4675486054063,23.3951110454028,23.3895248079991,23.3741710579968,23.375013143207
"5,6-dihydrothymine",26.3855405002449,26.3630238417606,26.3986870288251,26.2921173836637,26.3372465073321,26.1559655962553,26.1241481642477,25.6240019486258,25.4570522091049,25.5728562022319,25.5715347270798,24.9698109074194,25.0498779898802,25.0390257823022,24.9696661608049
"2-deoxy-D-ribose",19.835031736187,19.7282183491571,19.744135661217,19.563172288434,19.6585978064149,20.0311094613822,19.5443174015852,19.8721436994007,19.7113819782643,20.0291058729237,19.7994594427639,20.5789863431254,20.4846013377037,20.5935264484399,20.607220254202
"2-keto-4-methylthiobutyrate",20.9066344931881,20.9211865002895,20.7275312109008,20.6499677671912,20.1987608518214,20.3468513383705,20.1835423280632,20.3327634083904,19.9275605743252,19.6684064666323,19.7508256724861,21.1115065081757,20.9805852978366,21.0354512529797,21.1399037377883
"L-cysteinylglycine",23.0346876077575,21.5506125014201,22.2831314453958,20.1986259281468,23.2597100681098,23.1957591149876,21.8033094635414,19.9348615050854,22.5812527266253,21.8083573010069,21.0177366644203,9.96578428466209,15.9781441142834,20.7603854669348,9.96578428466209
"choline phosphate",32.0448317143062,32.0618606683318,31.8909215696414,31.9110668125514,31.5852389363467,31.6667962695649,31.478818536924,31.1493019173286,31.1592766196797,31.1944915459095,31.2454582243369,31.1589359765825,31.1763733366989,31.2085771681479,31.1931326931476
"Nicotinamide",27.4970900344492,27.8515698365743,27.4947835428667,27.9834660849672,27.2726897032106,27.5478316635562,27.1233961710914,27.4267335088468,25.9160094447831,26.1408825788937,27.187165360293,28.3850386729019,27.7439380071988,27.9403512648633,28.3442755475663
"Urocanate",23.035825994487,23.0137048821973,23.3745413724788,22.7792207021044,23.5286711035095,22.870901116541,24.1140278829683,22.752755526425,23.6871054928635,23.5007303436253,23.975802120905,23.6070503638877,23.54171328422,23.6052546785335,23.7963869746555
"Methylimidazoleacetic acid",21.958877322817,21.9845644191595,21.8304272838018,22.0014784048281,22.1344033248042,22.0372831854214,21.9836796104661,21.8021587341932,21.7652235897206,21.634636281081,21.6377693279562,20.8428516317914,20.5339210192334,20.5577760263425,20.4994775799524
"citr_L[e]",23.6564390895102,23.6187842841662,23.5867815410169,23.477963193073,22.2002040144061,22.478454781725,22.0839747826852,23.7756501044301,23.4296085121862,23.6467114466614,23.5312551363504,23.3086420093147,23.2597869127996,23.3029105667246,23.343713147132
"D-Glucosamine",21.4298847677538,21.2959113640023,21.0328353888984,20.5241346887516,20.7748488560827,21.0625541814718,20.2145232448047,21.1336651515231,19.7319668783867,19.3708602951975,19.8659022361787,13.2214842621414,11.7413818716246,12.8133483177705,9.96578428466209
"benzoate",23.0731078302924,23.064948937611,23.0073251812755,22.9716435784653,22.8504908600251,23.0552912625031,22.581021691117,22.5443416128963,22.3892519076217,22.2336740996465,22.2696104844359,22.3748505123724,22.3550800028898,22.3587303182247,22.3773783467958
"anthranilate",23.7765099676735,23.8711970321171,23.8518247754058,23.7706850340546,23.8783523207639,23.9919376830877,23.9167812361534,23.0592535254939,23.81393710101,23.5157137634359,23.6235507990128,23.558236304258,23.5668500540208,23.7841282480142,23.6803776152122
"N(2)-acetyl-L-ornithine",21.0309926152216,21.0206719494037,21.1671047580906,21.1309762593391,20.9644051439518,20.9976100293003,20.6873204625841,20.6818973648657,20.0804626096367,19.9685965793943,20.0746979343343,19.2579183963394,19.5115010634276,19.7567858559123,19.5745628143097
"dopaminochrome",23.5934536137846,23.4245895744431,23.5153466026002,23.3545955725886,22.9232278139216,23.1921103703434,22.5422317806172,21.8535063273696,21.8291930654894,22.1915643804657,21.9079711510646,21.0487358853441,21.13517184222,21.2491233310604,21.1033530945209
"Pyridoxal",23.2516744503109,23.0791131684406,23.1767190222548,22.9687560677763,22.5796355042753,22.826681107718,22.1088779633742,21.5500274324564,21.3962269240377,21.8214554916433,21.5311736078609,20.756852480628,20.8524040227856,21.0068391730101,20.9041308463245
"sn-Glycero-3-phosphocholine",32.3025223570539,32.3197957262308,32.111975961292,32.1371556378591,32.7799147899162,32.8705284789308,32.618459920033,31.9845978977011,31.7158069840469,31.9319171765084,31.9711463063601,32.0778223098852,32.0375878083452,32.1194369888475,32.0521367157041
"5-amino-1-(5-phospho-D-ribosyl)imidazole",17.8479726361591,21.2895576305374,21.7559838963201,21.3193339430498,21.3222544238133,22.4546725234695,22.7702668521493,21.952521926537,22.22020370789,22.4707246186459,22.3735622037069,22.1374467395897,22.5692158556838,21.1670623494877,22.4076334700571
