"","II_SC_1_Tcells","II_SC_2_Tcells","II_SC_3_Tcells","II_SC_4_Tcells","II_SC_6_Tfhcells","II_SC_7_Tfhcells","II_SC_8_Tfhcells","II_SC_9_Th1cells","II_SC_10_Th1cells","II_SC_11_Th1cells","II_SC_12_Th1cells","II_SC_13_Th17cells","II_SC_14_Th17cells","II_SC_15_Th17cells","II_SC_16_Th17cells"
"6-Phosphogluconic acid",1.21940792147418,1.17028225674358,0.498433154657486,1.34814839470046,-0.346663370771309,1.36062955842416,0.281907013761776,-0.182307046998709,-0.359796384750836,0.0695452902031024,0.14140909913978,-1.17218963182716,-1.45156113579987,-1.15277823606526,-1.42446688289137
"4-hydroxybenzoate/Gentisate aldehyde",0.61468414800251,-0.264300183479653,0.763463574691872,0.0744228777057113,-0.199249886094594,-0.573817425358093,3.17378652174041,-0.374282006799202,0.0224718415617712,-0.522850779241725,-0.221092001031754,-0.552691931739635,-0.90802916484085,-0.0712131828008289,-0.961302402315919
"3-hydroxyanthranilate",-0.123901695564716,0.20617191150912,0.438136291838746,-1.38564197171854,-0.476664503542684,-0.296638902173174,0.174821648778064,-1.04289835622727,-0.560045709960502,-0.751221898122578,-1.51656413418153,1.36916924801238,1.56350982315969,1.11317413373037,1.28859411446262
"quinolinate",1.08941694178507,0.300448262023362,-1.01690103890585,-0.0512128738763664,0.411828815436246,1.78949464974798,-2.10745192963692,1.1910302130231,0.398278546953104,-0.648566763429194,0.418715765187365,-0.466128236415145,-0.264770253600289,0.136417083635327,-1.18059918192783
"2-acetamido-5-oxopentanoate",0.755589740882281,0.625744261111076,0.752107158495332,0.500953173648741,0.928853466623166,1.05865883465954,0.525594619487377,0.657843068162755,0.183254220130554,-0.101001398397782,0.2349283652243,-1.34453669620315,-1.67882522861793,-1.53009797867025,-1.56906560653602
"N-acetyl-L-glutamate",0.804107975406583,0.723709676833217,0.979324539494712,0.547484473585194,0.941029823544146,1.14291649334762,0.577899988123259,0.700334826622004,-0.156141239448041,-0.603827779254149,0.0462087999960601,-1.30848274535065,-1.41673938620266,-1.41651364115741,-1.56131180553991
"L-cystathionine",1.54369214267787,1.6826343866649,1.44758692639896,1.45734237158846,-0.409566097916759,0.0910550212446638,-0.690046115749968,-0.69682848219607,-0.854968132167098,-1.19436500323526,-0.802954516069181,-0.388337493745247,-0.452145803068645,-0.331484447682893,-0.401614756743754
"N1-(5-Phospho-D-ribosyl)glycinamide",1.71226298511691,1.82960330310846,1.74554682257795,-0.711357740624868,0.190436016046936,-0.556120668477945,0.444428131931503,-0.311919703184957,-0.371048197236357,-0.320300630396764,-0.255684827034272,-1.28142300177627,-0.474648369614376,-0.890554527011092,-0.749219593424816
"Sedoheptulose 7-phosphate",0.861999730583949,0.987709554719136,0.816741058901648,0.698227534965109,0.837983632661323,1.04136907228944,1.12600514449307,-0.458936225043604,-0.0749791647831752,-0.0128364043658961,-0.252922103556452,-1.48799806661926,-1.25194693437,-1.46382511804144,-1.36659171183384
"sedoheptulose 1,7-bisphosphate",1.10387552275215,1.00450907141568,-0.148470659860949,1.252887041751,1.17524936980699,1.26642694303903,0.152682561191479,-0.573398838630174,-1.22363371285361,-0.306646961403199,0.191659638649146,-0.879623009125097,-1.93801432617337,-0.309276890913607,-0.768225749645463
"4-pyridoxate",0.730757648450843,1.10396219712871,0.612852744951266,1.01235999084543,0.601428975297977,0.981879954024034,0.251318626536638,0.866324905274042,-1.11475551176154,-0.138080374023981,0.130216724320135,-0.563391816778519,-1.27449859565959,-2.02777019590219,-1.17260527270325
"fructoseglycine",0.865063582937637,0.832943707585707,0.843811056068386,0.74775555300911,0.755661914555656,0.874308129853671,0.642008288694416,0.462913473766637,-0.0291753400343065,-0.116609477724113,0.206066881457836,-1.55385511714993,-1.43741036522612,-1.51161277866933,-1.58186950912528
"N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide",1.00632863464679,1.09720238116413,1.18875520849044,1.34077000097631,0.50720909505552,0.516391024484307,0.0409369383367996,-1.81061642670437,-1.40634060030034,-1.20232015120214,-1.14127927062405,-0.14336183902967,-0.0976533466053496,-0.00858100438148225,0.112559355693132
