"X","B6_Tn.1","B6_Tn.2","B6_Tn.3","B6_Tfh.1","B6_Tfh.2","B6_Tfh.3","TC_Tn.1","TC_Tn.2","TC_Tn.3","TC_Tfh.1","TC_Tfh.2","TC_Tfh.3","X2wayAnova_pval"
"MID_31",13.2022769030434,12.2351167143963,12.3936585914548,11.8344710499842,12.0313565962557,13.1237980912519,12.1627060184824,12.2243032093734,12.5488219084588,12.9947069952581,13.6519486107234,13.344850683943,0.0453744525347366
"MID_32",15.5316251384226,16.5365356044316,15.5947036581734,17.3880677518729,15.8553308362285,16.9892392580739,15.3212939586964,15.4502124728377,17.3596809373508,16.9515010119288,13.6746336617673,14.9139645962788,0.21895856169395
"MID_33",10.8955752823807,11.1978309980122,11.3470676571659,11.2384047393251,11.3309168781146,11.1433832139898,11.1972166931101,12.0532471259124,12.5211096436513,13.927407612949,13.3884209681461,13.5341812745782,0.00686112491240566
"MID_34",8.71080643369935,9.14720492494223,8.9915218460757,10.8297227350861,8.84235034341381,9.36413465500805,6.35755200461808,8.70390357344466,9.15987133677839,9.11634396123747,8.24792751344359,8.82972273508606,0.949447015684757
"MID_35",10.8955752823807,11.243173983473,10.667111542075,11.2963426846929,10.0674343607565,10.7481928495895,10.4262647547021,11.0265234425198,11.2900188469326,10.5679560754155,10.5536292939164,10.0375469539622,0.569552821429492
"MID_36",13.1160189933251,13.0808175276083,13.4921035424792,15.0789013210528,14.1157752193448,13.7081139334947,14.0265234425198,13.3372037497146,14.0792347572456,13.270295326472,10.5107641679179,13.3181190899755,0.0430919640974278
"MID_37",11.403544678202,11.6465587101545,11.8407779235951,13.120399895989,12.4517262680745,11.8603110549195,12.2227949028681,11.5844927969759,12.2505945071923,7.91288933622996,10.5631962722167,11.4706588740606,0.0371577941662222
"MID_38",13.9800502991936,13.6346976262917,13.8658299111734,12.9004894848346,12.9044464645057,13.9312915452812,12.9183042336999,12.3481748675356,13.4039440401536,13.949370782101,14.3664588266261,14.087214193611,0.00556399173379848
"MID_39",11.2240016741981,11.8189815394324,10.9196082386033,12.7368246990989,13.2963426846929,12.8663130157022,11.7168194613299,11.3880172853451,11.5966556676747,14.2615807643097,14.2484464818341,13.6905436819986,0.0538427793602435
"MID_40",12.844117269588,13.2548809870821,12.8955752823807,12.0637321201969,12.8097681287104,12.3966047811819,12.9569206047211,13.2457012462858,13.2304708322047,13.0517187571781,12.0579917227592,12.9785317197094,0.769545262460003
"MID_41",16.9764746234283,17.2754789020927,16.8016325851282,15.4882481201543,16.1994231333215,16.2385726757343,15.9730695031175,16.7410192348354,16.2584188125988,16.208120023581,16.6940993848299,16.5169003527096,0.0149710578221867
"MID_42",13.6547478957045,13.8374308302213,14.6645028401265,15.3185075044782,13.8360503550581,13.4433321005759,13.7790011114469,13.4374920101254,14.1575837857272,13.3845139613986,12.9070784342965,13.7091915366528,0.42596852123656
"MID_43",9.91737207947684,10.047123912114,7.82017896241519,9.79116288855502,9.62021982550749,9.85486838326024,8.82336724004623,9.21916852046216,8.82336724004623,9.87498134765377,10.2726297849764,9.5980525001616,0.558022677107543
"MID_44",13.089781488354,13.9275002091456,14.0021997001195,11.1535520317081,12.6766182635885,12.2732128098543,12.2494097852691,12.570567288872,13.0014081943928,15.8248344677561,16.2745237550067,15.464896681761,5.38089880921407e-05
"MID_45",12.111787735801,11.7565563225241,12.3481748675356,12.2743781532464,12.4586629328678,12.12153351734,11.3072008091408,11.8649599151426,10.6137894644726,11.4878400338231,10.1636496760158,11.3241805466187,0.434122202786396
"MID_46",9.12153351734003,9.79603960882977,9.45327063401062,9.08480838780436,8.96289600533726,8.42206476617281,8.32192809488736,8.92481250360578,8.8073549220576,8.72451385311995,8.96578428466209,8.7515440590891,0.0581569719027844
"MID_47",14.0346270391973,14.2290440939868,13.9710045980734,14.0477203663815,13.8533095554037,13.7566605597295,13,13.2050295550059,13.7954309195411,14.6893974512719,14.7886163862508,14.235864651082,0.00189455528964029
"MID_48",13.2322710134189,13.0114019898801,12.7700444002968,13.867471806962,14.443202577297,14.2807707701306,12.0761475280225,12.9571020415623,12.3567270574646,14.4546205993919,13.8911191511527,13.9922302649659,0.264328298570205
"MID_49",13.4117757755765,13.5640303722017,12.1379517347154,8.81057163474115,11.5947911180893,11.8626373575588,12.5164387346079,12.8847429035797,12.7120970510875,12.6781599575428,12.4426843678658,11.6050164479114,0.145625868596746
"MID_50",8.03342300153745,8.88569637333939,7.66533591718518,11.3487281542311,9.76487159073609,9.68474862042163,7.11894107272351,8.03342300153745,9.211888294546,11.5077946401987,12.3401282737006,11.65999589243,0.113733250460103
"MID_51",11.062720767165,11.0409745988173,10.7456743240021,10.5764843467969,10.7548875021635,10.5497846679479,9.62570884306447,10.0768155970508,10.8376279331714,10.2288186904959,10.8734441125154,10.3976746329483,0.165040919505259
"MID_52",14.6443069615456,11.5693809595223,10.9270371687203,10.7013064619586,11.595257481449,12.4093909361377,10.1267044728432,11.2609195336629,10.4553272203046,11.3060616894283,12.1130909834424,11.7590559391602,0.181495732840799
"MID_54",10.3772105303886,12.0617087046606,10.286557761608,12.1854949242109,10.3060616894283,8.5352753766208,9.55266909751427,10.7439928610602,8.96866679319521,10.0168082876866,10.0940776856719,9.90388184573618,0.551092366845198
