X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BC023829,652.1485137,-0.119811016,0.080834972,-1.482168077,0.138295578,0.256948659
BC024978,167.1787684,0.272561923,0.144107746,1.891375935,0.058574179,0.129849224
BC025920,223.5939852,-0.176831114,0.146222669,-1.209327631,0.226537,0.372981845
BC026585,145.7226465,-0.336840391,0.160904633,-2.093416351,0.036312004,0.088499228
BC027231,476.8517392,0.311426212,0.099213673,3.138944484,0.001695576,0.006723135
BC028528,0.680095826,-1.272436547,2.511470277,-0.506650052,0.612400382,NA
BC028777,0.288244534,0.429297025,3.688036438,0.116402599,0.907333476,NA
BC029214,538.0696952,0.134236805,0.114652627,1.170813162,0.241673886,0.391661388
BC029722,748.5091956,-0.380013023,0.10586181,-3.589708353,0.000331048,0.001626912
BC030336,476.3611309,0.060312582,0.104947468,0.57469306,0.565498902,0.708398813
BC030499,9.246255099,-0.252394401,0.596303461,-0.423265028,0.672101907,0.789470364
BC030867,5.845913687,-0.903527936,0.836544005,-1.080072215,0.280110023,0.436818964
BC031181,715.6248908,-0.34138255,0.087616395,-3.896331833,9.77E-05,0.000559606
BC034090,5.186523734,-2.133445836,0.950570124,-2.244385535,0.024807606,0.065034775
BC035044,22.54134229,-0.012400831,0.400762125,-0.030943121,0.975314901,0.986216144
BC037032,9.406855569,-0.238130574,0.60787196,-0.391744627,0.695246913,0.805534442
BC037034,1965.893485,0.222193218,0.101668484,2.185467996,0.02885455,0.073631406
BC037039,1.004800977,0.215980101,1.981118245,0.109019288,0.913187192,NA
BC043934,226.2692978,-0.558989326,0.159118979,-3.51302736,0.000443032,0.002108211
BC048403,243.1477505,0.04749431,0.122659539,0.387204373,0.698604913,0.808045375
BC048609,1.249089308,-1.195726214,1.62814636,-0.734409537,0.462699176,NA
BC048644,1.846472682,0.368150406,1.232090008,0.298801551,0.765091467,0.855561071
BC049352,13.29075513,-0.58988762,0.479100407,-1.231240073,0.218233088,0.363333539
BC049715,9.657242968,0.39395607,0.623889412,0.631451765,0.527745178,0.67772485
BC049762,0.925977337,2.679025495,2.173262815,1.232720441,0.217680083,NA
BC051077,0.45615685,1.366920017,2.734324283,0.49991145,0.61713743,NA
BC051142,75.77681767,0.025429154,0.235269009,0.108085439,0.913927919,0.951318235
BC051226,99.47953317,-0.224794022,0.196350284,-1.14486222,0.252266236,0.40454146
BC051537,19.91519725,-0.639160326,0.469470165,-1.361450363,0.17337141,0.306069513
BC051628,5.992435373,-0.460151449,0.747578007,-0.615522989,0.538209392,0.687421518
BC052040,213.5611689,-0.049855773,0.13216362,-0.377227661,0.706004426,0.813497601
BC055111,2.244204452,-0.53871591,1.291536077,-0.417112553,0.676596084,0.792934323
BC055308,23.45508723,1.645395574,0.365929442,4.49648316,6.91E-06,5.49E-05
BC055324,105.5822173,0.11090686,0.182668762,0.607147376,0.543753112,0.692060536
BC064078,174.5671179,-0.152925884,0.143261028,-1.067463261,0.285762695,0.443330696
BC065397,89.74485287,1.140524635,0.235720331,4.83846527,1.31E-06,1.26E-05
BC068281,130.5920411,0.36415783,0.16236267,2.24286672,0.02490541,0.065228065
BC085271,2.676086538,0.65845879,1.193342868,0.551776701,0.581101352,0.721784606
BC094916,82.13814237,0.214786089,0.327675113,0.6554849,0.512155605,0.664597092
BC100451,15.21953801,1.072662617,0.446917165,2.400137431,0.016388917,0.046054566
BC106179,141.5179729,0.253353634,0.155963099,1.62444601,0.104280654,0.206690337
BC147527,139.7066732,-9.310342528,1.193280035,-7.802311493,6.08E-15,3.19E-13
BE692007,2301.145632,0.12793281,0.124920862,1.024110852,0.305782919,0.464211137
BX510318.1,11.07629419,0.829760178,0.615018383,1.349163212,0.177284548,0.311629016
Baat,0.305254899,0.429297661,3.615698908,0.118731585,0.905488013,NA
Babam1,1386.875944,-0.282334513,0.067776135,-4.165692168,3.10E-05,0.000205664
Bace1,6.930266133,-0.299156346,0.688300957,-0.434630148,0.663830908,0.784833267
Bace2,191.8019985,-1.165966023,0.229754405,-5.074836419,3.88E-07,4.24E-06
Bach1,501.0625371,0.156379627,0.106813909,1.464038042,0.143183554,0.263142789
Bach2,679.0943559,0.250730081,0.129047356,1.942930777,0.052024523,0.11802092
Bach2it1,2.902172987,0.908634889,1.016669117,0.893737081,0.371462581,0.532794764
Bad,224.1014027,-0.425963703,0.138359221,-3.078679543,0.002079202,0.008028752
Bag1,1438.914018,-0.319869845,0.067226302,-4.75810564,1.95E-06,1.79E-05
Bag2,33.39274721,-0.064881463,0.331270073,-0.195856699,0.84472233,0.907962353
Bag3,726.8516569,-0.070395948,0.080352072,-0.876093741,0.380979075,0.542531118
Bag4,884.9021804,-0.00528896,0.104689165,-0.050520603,0.959707532,0.977715492
Bag5,478.2089906,-0.146945321,0.103522487,-1.419453163,0.155766943,0.281296601
Bag6,4925.179006,0.08332188,0.047833219,1.741925016,0.081521566,0.170011153
Bahcc1,0.537588563,-2.251945885,2.992218212,-0.752600822,0.451689824,NA
Bahd1,2363.579588,-0.090775275,0.101450196,-0.894776725,0.370906455,0.532381114
Baiap2,716.8171149,0.549615274,0.10373807,5.298105857,1.17E-07,1.49E-06
Baiap2l2,21.37959927,-0.186986901,0.40521863,-0.461446949,0.644477974,0.77071096
Baiap3,3877.638801,0.125795908,0.064016061,1.965067919,0.049406377,0.113136123
Bak1,1116.101243,-0.258387959,0.074404856,-3.472729796,0.000515194,0.002400616
Bambi,16.24534816,3.026323057,0.620204231,4.879558868,1.06E-06,1.05E-05
Bambi-ps1,185.6870565,-0.268313676,0.205789449,-1.303826202,0.192292847,0.330803516
Banf1,924.7927002,-0.558951662,0.093533204,-5.975970434,2.29E-09,4.38E-08
Bank1,57.04217843,-0.195353328,0.231395457,-0.84424012,0.39853524,0.559188799
Banp,758.0608496,0.304258779,0.161645954,1.882254216,0.059801508,0.132054745
Bap1,1846.248156,0.013533868,0.055114646,0.245558467,0.806024044,0.881859043
Bard1,101.8758913,0.208659124,0.184800553,1.129104438,0.258853779,0.412155532
Barhl1,0.274882453,0.429296475,3.749416844,0.114496865,0.908843931,NA
Barx2,15.13341154,1.007492215,0.466718051,2.158674201,0.030875452,0.077851749
Basp1,2.966283658,-1.056835632,1.084990816,-0.974050303,0.330031564,0.489889159
Batf,2858.17956,-0.228151373,0.087639721,-2.603287308,0.009233454,0.028493848
Batf2,0.637981756,3.095061483,2.731707129,1.133013657,0.257208518,NA
Batf3,0.268794282,-1.251698034,3.777744523,-0.331334749,0.740391646,NA
Bax,1352.334573,-0.246442999,0.092028658,-2.677894085,0.007408664,0.02371846
Baz1a,3891.533301,0.076413564,0.088741306,0.861082255,0.389192742,0.550580537
Baz1b,5210.823805,0.288186194,0.069472995,4.148175773,3.35E-05,0.000220942
Baz2a,8372.845303,0.238314039,0.089545381,2.661377235,0.007782171,0.024715269
Baz2b,1216.351324,0.525880736,0.119340365,4.406562143,1.05E-05,7.97E-05
Bbc3,338.1097609,-0.03852522,0.133122687,-0.289396355,0.772278084,0.860382363
Bbip1,468.9771554,-0.3039594,0.09394855,-3.235381505,0.001214803,0.00504887
Bbs1,44.61480575,-0.465109369,0.309866479,-1.500999302,0.133355742,0.24960856
Bbs10,55.71293969,-0.800541911,0.272571665,-2.936996082,0.003314083,0.011952036
Bbs12,318.1191275,-0.283534015,0.143492412,-1.97595127,0.048160297,0.110968078
Bbs2,357.8576096,0.037821535,0.115585399,0.327217238,0.743503584,0.840211338
Bbs4,301.7637236,0.148437385,0.108349853,1.369982346,0.170692413,0.302886213
Bbs5,5.591943587,0.649824512,0.782958503,0.829960348,0.406561203,0.567331194
Bbs7,15.65676397,-0.337037248,0.480168358,-0.70191474,0.482732336,0.638930527
Bbs9,265.8469473,-0.036549425,0.123779587,-0.295278295,0.767781296,0.857372657
Bbx,1504.475516,0.356348542,0.074401957,4.78950495,1.67E-06,1.56E-05
Bcam,219.7698954,-3.119967659,0.224064316,-13.92442898,4.50E-44,2.11E-41
Bcap29,629.950652,-0.459567819,0.09173039,-5.009984351,5.44E-07,5.76E-06
Bcap31,1680.65577,-0.382411857,0.088114769,-4.339929202,1.43E-05,0.00010415
Bcar1,19.02753864,0.160862277,0.550135028,0.29240508,0.769976925,0.858600373
Bcar3,7.07600978,1.740495812,0.712195944,2.443844037,0.014531707,0.041667339
Bcas1,51.95026874,0.118950782,0.238081869,0.49962134,0.617341729,0.749212101
Bcas1os2,0.300522477,0.429297491,3.635217495,0.118094032,0.905993152,NA
Bcas2,1190.744982,-0.013245445,0.068790245,-0.192548308,0.847312731,0.909394881
Bcas3,759.5848484,-0.257604557,0.088249054,-2.919063098,0.003510852,0.012553523
Bcat1,115.1855421,-0.17470027,0.222127497,-0.786486466,0.431582545,0.59033664
Bcat2,572.6845518,-0.627531952,0.09106225,-6.891241446,5.53E-12,1.73E-10
Bccip,977.3572166,0.005576144,0.08203219,0.067975073,0.945805477,0.970195836
Bcdin3d,224.0541004,-0.245485528,0.143195491,-1.714338393,0.086466596,0.178174949
Bche,1.429355264,1.767827723,1.606291976,1.100564374,0.271086298,NA
Bckdha,654.4048403,-0.30638173,0.102200158,-2.997859642,0.002718829,0.010121958
Bckdhb,228.4927786,0.745773936,0.15034015,4.960577299,7.03E-07,7.19E-06
Bckdk,639.2258908,-0.369448144,0.114854023,-3.21667568,0.001296851,0.005339106
Bcl10,1251.294644,-0.157254607,0.062514399,-2.515494203,0.011886563,0.03519945
Bcl11a,2.305292588,-2.319585224,1.390515994,-1.668147101,0.095286529,0.192220018
Bcl11b,7318.191034,0.143046647,0.079453092,1.800391199,0.07179889,0.15318894
Bcl2,2724.071539,0.081104642,0.116242666,0.697718362,0.485353343,0.641598885
Bcl2a1a,4.277304492,-1.783177041,0.999317883,-1.784394208,0.074359632,0.157700709
Bcl2a1b,393.6743254,-0.38560461,0.114040529,-3.381294452,0.000721452,0.003229279
Bcl2a1c,2.379379445,0.064795198,1.116636476,0.058027119,0.953727027,0.974243212
Bcl2a1d,233.29864,-0.387506565,0.126221899,-3.070042262,0.002140285,0.008226057
Bcl2l1,541.4944692,-0.284554728,0.163476049,-1.740650883,0.081744793,0.170387338
Bcl2l10,0.274882453,0.429296475,3.749416844,0.114496865,0.908843931,NA
Bcl2l11,774.373748,0.559299719,0.117045311,4.778488906,1.77E-06,1.64E-05
Bcl2l12,273.939501,-0.302121938,0.116880701,-2.584874455,0.009741446,0.029789874
Bcl2l13,1260.408636,-0.231592378,0.088919157,-2.604527367,0.009200107,0.028407474
Bcl2l14,60.4161321,-0.719427657,0.310969092,-2.31350213,0.020695048,0.055801594
Bcl2l15,61.74118699,0.585334816,0.229529174,2.55015432,0.010767525,0.032355455
Bcl2l2,312.5041598,-0.046588215,0.116074675,-0.401364163,0.68815203,0.800696496
Bcl3,1243.124544,-0.176484094,0.110949163,-1.590675312,0.111682666,0.21802944
Bcl6,4615.484098,0.395902304,0.111377118,3.55461077,0.000378539,0.00183089
Bcl6b,4.424371173,-0.028986252,0.905311394,-0.032017991,0.974457703,0.98592337
Bcl7a,756.0363236,0.584018525,0.079964263,7.303494152,2.80E-13,1.09E-11
Bcl7b,997.2735899,-0.149044797,0.086763157,-1.71783511,0.085826696,0.177108714
Bcl7c,345.852202,-0.282720683,0.10068931,-2.807852031,0.004987314,0.016905644
Bcl9,979.7482068,0.291971933,0.115019827,2.538448723,0.011134512,0.03324471
Bcl9l,1851.582191,0.587545607,0.10696143,5.493060524,3.95E-08,5.66E-07
Bclaf1,5215.844032,0.512145861,0.06331079,8.089392937,6.00E-16,3.56E-14
Bco2,24.6572583,-0.225773584,0.532447454,-0.424029793,0.671544085,0.789009161
Bcor,5317.088431,0.261531468,0.092483726,2.827864744,0.00468596,0.016048278
Bcorl1,239.8363565,0.205585092,0.157499792,1.305303895,0.191789388,0.330193246
Bcr,1237.790673,0.136075437,0.070376532,1.933534289,0.053170413,0.119908553
Bcs1l,165.9561803,-0.188865748,0.162086135,-1.16521841,0.243930595,0.39431439
Bdh1,709.6570012,-0.462913524,0.0770862,-6.005141288,1.91E-09,3.75E-08
Bdh2,7.995379387,0.081558244,0.600336896,0.135854126,0.891936601,0.936766208
Bdp1,1781.928437,0.346740136,0.095713491,3.62268824,0.000291557,0.001458519
Becn1,2753.34049,0.136542477,0.062284822,2.192227127,0.028363111,0.072575256
Begain,14.21868918,0.667759867,0.542098323,1.231805816,0.21802163,0.363095487
Bend3,345.1691508,0.289939063,0.140407978,2.064975704,0.038925299,0.09359487
Bend4,11.13448426,0.144641904,0.595288511,0.242977818,0.808022581,0.88295255
Bend5,3.121489381,0.789145344,1.158257535,0.68132114,0.49566831,0.650370461
Bend6,19.66357203,-0.900580355,0.459781515,-1.958713705,0.050146325,0.114566671
Bend7,1.073444255,3.852620255,2.29609207,1.67790321,0.093365996,NA
Best1,1.692060688,-0.384878965,1.354907963,-0.284062811,0.776362246,0.863058743
Best2,0.288244534,0.429297025,3.688036438,0.116402599,0.907333476,NA
Best3,0.293350854,1.99124537,3.620463631,0.549997341,0.582321198,NA
Best4-ps,0.478361841,2.678887299,3.043561053,0.880181883,0.378760786,NA
Bet1,326.6729899,-0.104859602,0.10901528,-0.961879856,0.336109958,0.496241545
Bet1l,621.3821599,-0.460884927,0.104696588,-4.402100737,1.07E-05,8.10E-05
Bex1,0.336001243,2.16125548,3.760903833,0.574663851,0.56551866,NA
Bex2,30.69672521,0.014274624,0.416037591,0.034310899,0.972629234,0.984825017
Bfar,1216.886474,-0.195342971,0.064800304,-3.014537857,0.002573711,0.009647171
Bfsp1,0.405440607,-0.281265941,3.344518221,-0.084097596,0.932978836,NA
Bgn,0.581595388,1.870454435,2.507781209,0.745860296,0.455751812,NA
Bhlha15,2.303193336,0.265144441,1.121402486,0.236440033,0.813091235,0.886117378
Bhlha9,0.411154879,-0.290208484,2.867992304,-0.101188725,0.919400647,NA
Bhlhb9,840.6161284,0.126937777,0.073598381,1.724735997,0.084575061,0.17515636
Bhlhe40,5073.037418,0.297571427,0.228643721,1.301463366,0.193099896,0.331754325
Bhlhe41,22.90592157,0.126239622,0.49547303,0.254786062,0.798888341,0.87755253
Bicd1,244.6022874,0.340303152,0.194777818,1.747135049,0.080613915,0.168405274
Bicd2,1170.394867,0.438821252,0.078971406,5.55671061,2.75E-08,4.10E-07
Bid,623.3496141,0.213615878,0.096235813,2.219712924,0.026438261,0.068498348
Bik,26.28997049,0.361341385,0.361197039,1.000399633,0.317117147,0.476769642
Bin1,1795.58878,-0.058282313,0.106908249,-0.545161983,0.585642116,0.725103213
Bin2,7252.397536,0.101317694,0.064443939,1.572183438,0.115908015,0.22406911
Bin3,914.9588155,-0.399534459,0.073032018,-5.470675349,4.48E-08,6.33E-07
Birc2,2531.795546,0.267604723,0.058930368,4.541032576,5.60E-06,4.55E-05
Birc3,2155.787371,-0.08752788,0.071326863,-1.227137653,0.219770858,0.365282082
Birc5,39.38278143,-0.93101245,0.307740279,-3.02531879,0.002483712,0.009360552
Birc6,9674.300998,0.232878109,0.098492536,2.364423917,0.018058136,0.04979011
Bivm,454.7262492,-0.397582898,0.092957888,-4.277021634,1.89E-05,0.000132855
Blcap,459.9044415,-0.154445275,0.110347084,-1.399631683,0.161623641,0.289376352
Blk,10.92319013,-0.25066824,0.625023736,-0.401053953,0.688380402,0.800873214
Blm,176.6527153,-0.390424488,0.146170236,-2.671025911,0.007561981,0.024112245
Blmh,1319.270075,-0.52711921,0.067899466,-7.763230512,8.28E-15,4.21E-13
Blnk,3.729958671,-0.934032785,0.942058766,-0.991480382,0.321451067,0.481301918
Bloc1s1,28.25545,-0.496188689,0.324211571,-1.530447192,0.125906075,0.238442125
Bloc1s2,314.5139828,-0.242803222,0.107563971,-2.257291361,0.023989875,0.063306753
Bloc1s2-ps,1.08963004,-2.095166441,1.989870422,-1.052916018,0.292379484,NA
Bloc1s3,208.0134275,-0.301116257,0.129769165,-2.320399131,0.020319296,0.054918137
Bloc1s4,183.4743399,-0.300851914,0.143347364,-2.098761406,0.035837939,0.087614865
Bloc1s5,277.8509906,-0.496897182,0.112122935,-4.431717572,9.35E-06,7.19E-05
Bloc1s6,946.4877955,0.233406131,0.139920163,1.668137927,0.09528835,0.192220018
Bloc1s6os,3.696283667,-0.070915842,0.88292945,-0.080318809,0.935983699,0.964067705
Blvra,423.5297226,-0.249131068,0.111087325,-2.242659715,0.024918766,0.065252302
Blvrb,60.84823315,0.145172234,0.222780747,0.651637251,0.514635211,0.666552372
Blzf1,327.0115605,0.403409629,0.111393824,3.621472134,0.000292931,0.001464013
Bmf,245.9894073,-1.387495422,0.447402791,-3.101222097,0.001927237,0.007517429
Bmi1,1874.703396,-0.07232508,0.059430978,-1.216959283,0.223619708,0.369780838
Bmp1,62.98029786,0.613754233,0.319023726,1.923851374,0.054373216,0.122257119
Bmp2,0.274331943,-1.273722343,3.814725211,-0.333896224,0.738457869,NA
Bmp2k,1159.197107,0.174277066,0.086526672,2.014142724,0.043994551,0.103133704
Bmp6,1.000815434,0.187743655,1.669855419,0.112431084,0.91048161,NA
Bmp7,1306.570444,-0.044788043,0.074203985,-0.603580028,0.546122894,0.694129355
Bmp8a,1.116985499,-0.193073677,1.745958015,-0.11058323,0.911946846,NA
Bmper,0.397565565,-1.819047692,3.772514775,-0.482184378,0.629674973,NA
Bmpr1a,159.6355521,-0.232780266,0.177654742,-1.310295825,0.190095779,0.328129737
Bmpr1b,0.279614875,0.429296676,3.727184686,0.115179878,0.908302548,NA
Bmpr2,927.6788529,0.059238501,0.13301965,0.445336466,0.656076619,0.779045074
Bms1,2071.00542,0.229836382,0.05265829,4.364676145,1.27E-05,9.46E-05
Bmyc,598.069026,-0.452219167,0.105336125,-4.293106173,1.76E-05,0.000124879
Bnip1,400.809058,0.415926129,0.104584329,3.976945025,6.98E-05,0.000418575
Bnip2,1454.533799,-0.22850976,0.062045278,-3.682951686,0.000230549,0.00119077
Bnip3,87.35146282,0.040852176,0.216924701,0.188324227,0.850622495,0.911532681
Bnip3l,2092.11416,-0.304481881,0.065939827,-4.61757171,3.88E-06,3.30E-05
Bnipl,1.529597728,-0.824924905,1.444161328,-0.571213817,0.567854713,0.71025164
Boc,48.56031488,0.23557969,0.355906268,0.661914979,0.508025711,0.661239815
Bod1,218.5307138,-0.206697147,0.128002052,-1.614795581,0.10635497,0.2096524
Bod1l,3064.477836,0.347611081,0.106413233,3.26661516,0.001088415,0.004607374
Bola1,103.7113919,-0.220831142,0.22500403,-0.981454164,0.326368827,0.485948643
Bola2,334.5741125,-0.585985314,0.12807636,-4.57528081,4.76E-06,3.94E-05
Bola3,317.6977867,-0.33607726,0.132466534,-2.537072953,0.011178366,0.033363122
Boll,5.364324996,-0.018528427,0.777893643,-0.023818715,0.980997212,0.989433608
Bop1,1360.883087,-0.125045285,0.088928474,-1.406133248,0.159684561,0.286697338
Bora,228.0081169,0.515810359,0.138589766,3.721850292,0.000197768,0.001041409
Bpgm,777.5141336,0.008763487,0.094933595,0.092311754,0.92645035,0.959191159
Bphl,262.3962282,-0.479884473,0.125619457,-3.82014445,0.000133374,0.000736959
Bpi,0.425498811,-0.309744756,3.29670585,-0.093955837,0.925144239,NA
Bpifc,0.401227831,-1.831541169,2.825651978,-0.648183564,0.516866231,NA
Bpnt1,161.8593637,0.273028673,0.154311239,1.769337568,0.076837558,0.16187682
Bptf,5926.270387,0.316563563,0.078370151,4.03933845,5.36E-05,0.000331791
Braf,1212.72525,0.462094045,0.111847165,4.131477486,3.60E-05,0.000234851
Brap,2141.719471,0.071425089,0.062708991,1.138992785,0.254706163,0.407140841
Brat1,792.7195981,-0.120442707,0.077833182,-1.547446776,0.121755549,0.232605942
Brca1,110.2519455,-0.106697524,0.182901263,-0.583361329,0.559650085,0.703620766
Brca2,140.0848984,-0.319663854,0.20782217,-1.538160507,0.124009375,0.235748223
Brcc3,842.9579826,0.33411932,0.077671913,4.301674923,1.70E-05,0.000120978
Brd1,2605.457932,0.265309053,0.073070413,3.630868384,0.000282469,0.00142155
Brd2,9445.206718,0.069017785,0.051201815,1.347955832,0.177672589,0.31206973
Brd3,1016.416741,-0.026891549,0.096138933,-0.279715493,0.779695791,0.865953914
Brd4,5709.724551,0.474518777,0.073033635,6.49726358,8.18E-11,2.12E-09
Brd7,1247.171966,0.005936208,0.075131417,0.079010989,0.937023883,0.964613727
Brd8,3417.784829,0.600712468,0.056180732,10.69249978,1.10E-26,1.72E-24
Brd9,1290.110005,0.215979356,0.072061343,2.997159727,0.002725079,0.010135739
Brdt,33.59767375,-0.012389868,0.336625687,-0.03680607,0.970639634,0.983613623
Bre,627.5987003,-0.418376751,0.089037618,-4.698876285,2.62E-06,2.32E-05
Brf1,1657.427206,0.409354289,0.072856924,5.618605147,1.93E-08,3.00E-07
Brf2,190.3487408,-0.300824077,0.139635859,-2.154346883,0.031212979,0.078429327
Bri3,124.6646546,-0.219992488,0.20398526,-1.078472476,0.280822958,0.437673324
Bri3bp,575.6781202,-0.421111819,0.095517874,-4.408722694,1.04E-05,7.90E-05
Bricd5,4.664926292,0.810327312,0.910769758,0.889716973,0.373617878,0.535162362
Brinp2,0.318990878,2.094134794,3.523355868,0.594358013,0.552272685,NA
Brip1,34.88444418,-0.215275829,0.303202749,-0.710006191,0.477700297,0.635176891
Brip1os,883.5177425,-0.465765096,0.073935362,-6.299625523,2.98E-10,6.95E-09
Brix1,703.5509899,-0.203919588,0.083244685,-2.449640925,0.014299874,0.04112862
Brk1,2216.739675,-0.354834561,0.073356283,-4.83713933,1.32E-06,1.26E-05
Brms1,872.5036871,-0.180252653,0.095456378,-1.888324874,0.05898235,0.130590289
Brms1l,384.7633807,0.06515387,0.114715642,0.567959774,0.570062283,0.712309031
Brox,830.3373854,-0.019850096,0.091488136,-0.216969074,0.828232447,0.896617557
Brpf1,1652.842635,0.145285532,0.057667493,2.519366174,0.011756632,0.034860113
Brpf3,1138.250989,0.551428551,0.082499672,6.684009031,2.32E-11,6.51E-10
Brsk1,11.91878692,0.721650974,0.635010838,1.13643883,0.255772952,0.408558703
Brsk2,0.55695051,-0.882181397,2.352858476,-0.374940272,0.707704888,NA
Brwd1,2057.141909,0.395786315,0.099278155,3.986640499,6.70E-05,0.000403666
Brwd3,865.0218324,0.388525608,0.127000062,3.059255268,0.00221888,0.008491206
Bscl2,1264.158478,-0.315325736,0.082869058,-3.805108256,0.000141742,0.000777529
Bsdc1,1350.764097,0.188284203,0.061471808,3.062935822,0.002191771,0.008407689
Bsg,2181.97619,-0.378849048,0.073530158,-5.152294787,2.57E-07,2.94E-06
Bsn,36.9677988,-0.419782437,0.335280606,-1.252033164,0.21055778,0.353589482
Bspry,143.1327916,-0.619842233,0.241219782,-2.569616092,0.010181127,0.030918273
Bst1,3.252323275,-1.198068618,1.100531148,-1.088627633,0.276318126,0.432549852
Bst2,507.6872797,-0.312604276,0.149792842,-2.086910649,0.036896212,0.089650064
Btaf1,1840.308708,0.024914908,0.08046064,0.309653361,0.756824573,0.849711716
Btbd1,775.3163461,-0.34429952,0.096595418,-3.564346279,0.000364764,0.001770726
Btbd10,440.6775965,0.207554887,0.101199178,2.050954286,0.040271399,0.096177362
Btbd11,1267.971454,0.269699373,0.084348052,3.197458229,0.001386445,0.005642253
Btbd16,95.14623626,-0.575714538,0.196363723,-2.931878302,0.003369187,0.012117801
Btbd17,1.844032795,-0.067981237,1.223944068,-0.055542765,0.955706061,0.975438284
Btbd19,1016.74191,0.27627245,0.08301771,3.327873636,0.000875116,0.003822443
Btbd2,1010.610483,-0.06280478,0.07272122,-0.863637599,0.387787003,0.549373554
Btbd3,0.635541869,2.021651135,2.874681279,0.703260966,0.481893131,NA
Btbd6,819.9012383,-0.151326942,0.091341663,-1.656713241,0.097577465,0.196031972
Btbd7,796.0290593,0.384204086,0.115612616,3.323202081,0.000889904,0.003879582
Btbd8,18.94779118,0.558561007,0.453681364,1.231174677,0.21825754,0.363336223
Btbd9,843.818866,-0.094613463,0.081297166,-1.1637978,0.244505964,0.394883338
Btc,6.332905896,0.090922663,0.702993559,0.129336409,0.897091463,0.93967651
Btd,530.4852312,-0.241939536,0.107380709,-2.253100557,0.024252809,0.063787018
Btf3,2468.305872,-0.395509753,0.086768032,-4.558242762,5.16E-06,4.23E-05
Btf3l4,193.5978757,-0.406250288,0.14300457,-2.840820327,0.004499766,0.015488604
Btg1,16030.17605,0.462077684,0.089719385,5.150254691,2.60E-07,2.97E-06
Btg2,6167.682968,0.048915151,0.087210203,0.560887946,0.574873928,0.717111719
Btg3,16.04830721,0.486820849,0.460972633,1.056073213,0.290934767,0.44855498
Btk,9.214574416,0.012560861,0.612856029,0.020495615,0.98364801,0.9913128
Btla,6701.202991,0.239907886,0.082412909,2.911047422,0.003602193,0.012835558
Btnl2,3.061815331,1.292065507,0.982720604,1.314784184,0.188582445,0.326119092
Btnl4,0.574423079,0.618999018,2.340616728,0.264459794,0.791425642,NA
Btnl5-ps,1.453550547,0.062245802,1.470507377,0.042329473,0.96623605,NA
Btnl6,1.368959322,-2.4679931,1.871627817,-1.318634548,0.187291318,NA
Btnl7-ps,361.0008216,0.697939766,0.129123502,5.405210948,6.47E-08,8.81E-07
Btnl9,0.529105569,-2.232347323,3.040698362,-0.734156124,0.462853591,NA
Btrc,555.9430475,0.28378482,0.099700077,2.846385172,0.004421867,0.015265723
Bub1,17.30155501,-0.554860752,0.42140499,-1.316692411,0.187941748,0.325471079
Bub1b,92.98097478,-1.597505409,0.273243856,-5.846445863,5.02E-09,8.92E-08
Bub3,1622.253152,-0.426422103,0.074669238,-5.710813653,1.12E-08,1.84E-07
Bud13,441.1851707,0.017873775,0.100371517,0.17807617,0.858663157,0.916115256
Bud31,983.5945088,-0.142581217,0.085390084,-1.669763168,0.09496623,0.191740423
Bysl,287.6322112,-0.444523378,0.125889923,-3.531048152,0.000413916,0.001983308
Bzrap1,5251.788719,-0.139741267,0.25354985,-0.551139223,0.58153824,0.721953357
Bzw1,4948.71723,-0.206938211,0.050040155,-4.135443017,3.54E-05,0.000231542
Bzw2,2204.064629,-0.521327936,0.098924213,-5.269973046,1.36E-07,1.70E-06
C030005K06Rik,5.498675688,1.053228539,0.943776311,1.115972638,0.264433847,0.418568521
C030010L15Rik,1.454012751,0.640123469,1.553319167,0.412100412,0.680265826,NA
C030013C21Rik,1.222016344,2.238630047,2.060471931,1.086464714,0.277273444,NA
C030013D06Rik,14.92893898,1.189903704,0.614689243,1.935780912,0.05289454,0.119421848
C030014I23Rik,2.813646156,-0.285889146,1.168055078,-0.244756563,0.806644929,0.882234962
C030034I22Rik,70.7972564,-0.600243471,0.219785216,-2.731045712,0.006313371,0.020639768
C030034L19Rik,597.2313084,0.681053891,0.173552209,3.924201793,8.70E-05,0.000506135
C030037D09Rik,47.42325406,0.124790026,0.266889573,0.467571755,0.640090867,0.766827475
C030039L03Rik,122.1650958,0.298130245,0.175418756,1.699534596,0.089218502,0.182686051
C130021I20Rik,1.295161435,-0.354929936,1.53216488,-0.231652573,0.816807871,NA
C130026I21Rik,97.16393981,-0.457363821,0.216706375,-2.110523146,0.03481332,0.085609876
C130036L24Rik,77.41452807,0.441185446,0.204964773,2.152494011,0.031358467,0.07871251
C130046K22Rik,28.66025604,-0.42499281,0.349343143,-1.216548308,0.22377612,0.369890952
C130050O18Rik,0.807650288,-1.601773315,2.116532533,-0.756791257,0.449174932,NA
C130060C02Rik,5.420342513,-0.934281566,0.817928339,-1.142253572,0.253348634,0.405567672
C1d,610.4148108,-0.044771612,0.094301147,-0.474772721,0.634948979,0.76312185
C1galt1,648.1946096,0.227037215,0.114505219,1.982767406,0.047393416,0.109519824
C1galt1c1,260.0007334,-0.463159027,0.119323104,-3.881553612,0.000103791,0.000590526
C1qa,1.814414049,-1.84301453,1.630250769,-1.130509836,0.258261456,0.4114153
