X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gtf2h1,977.5629876,-0.294176889,0.078601088,-3.742656694,0.000182085,0.000969622
Gtf2h2,540.4495525,0.404034328,0.106954103,3.777642138,0.00015832,0.000857527
Gtf2h3,573.137674,-0.096834716,0.094869393,-1.020716101,0.307388964,0.46593079
Gtf2h4,278.0581619,0.043365881,0.117451008,0.369225279,0.711959815,0.818224009
Gtf2h5,409.7758681,-0.242349255,0.119631252,-2.025802218,0.042785057,0.10086827
Gtf2i,5965.192022,-0.111732463,0.098742514,-1.131553765,0.257822087,0.410882966
Gtf2ird1,289.3117997,0.584994882,0.171196916,3.417087725,0.000632949,0.0028752
Gtf2ird2,370.132495,0.39874321,0.111970079,3.56115861,0.000369222,0.001790181
Gtf3a,782.484682,-0.29679094,0.090638897,-3.274432396,0.001058745,0.004510581
Gtf3c1,2849.567348,0.155739333,0.050706106,3.071411785,0.002130491,0.008190394
Gtf3c2,1213.729666,0.55204175,0.083654089,6.599100615,4.14E-11,1.13E-09
Gtf3c3,590.9725173,-0.109014936,0.0883608,-1.233747729,0.217296923,0.362153949
Gtf3c4,602.9123814,-0.259002587,0.089025192,-2.909317922,0.003622183,0.012887875
Gtf3c5,550.743022,0.033684404,0.087058664,0.386916162,0.698818276,0.808200737
Gtf3c6,362.4443084,-0.047301159,0.114659047,-0.41253752,0.679945486,0.795687273
Gtpbp1,2928.428912,0.078627875,0.054371126,1.446132905,0.148139928,0.270520978
Gtpbp10,154.8938159,0.346319012,0.159328492,2.173616331,0.029733961,0.075415792
Gtpbp2,4624.275753,0.406345925,0.065439354,6.209503915,5.32E-10,1.17E-08
Gtpbp3,509.8971219,-0.015360277,0.089920665,-0.170820327,0.864365045,0.919261876
Gtpbp4,1354.323893,-0.030617584,0.063401302,-0.48291728,0.629154472,0.758526354
Gtpbp6,932.0735727,0.238245018,0.091239619,2.611201387,0.009022474,0.027934901
Gtpbp8,409.3552313,-0.35894519,0.120037974,-2.990263642,0.002787368,0.010328778
Gtse1,50.66407365,-0.123524762,0.244224962,-0.505782705,0.613009201,0.745888815
Guca1a,0.54659212,-0.854873076,2.639891123,-0.323828914,0.746067564,NA
Guca1b,41.06274579,1.322159098,0.328783131,4.021371451,5.79E-05,0.000354288
Guca2a,0.293350854,1.99124537,3.620463631,0.549997341,0.582321198,NA
Gucd1,576.9883026,-0.031157935,0.098190567,-0.317321066,0.750999995,0.84579879
Gucy1a3,570.1163422,-0.551923869,0.136182028,-4.052839264,5.06E-05,0.000315479
Gucy1b3,144.8835989,0.030429437,0.164286078,0.185222253,0.853054716,0.912970561
Gucy2e,19.14494929,0.119894182,0.445005592,0.269421741,0.787605157,0.870361176
Gucy2g,314.2374798,-0.333426948,0.19421187,-1.716820645,0.086011948,0.177444957
Guf1,969.2232012,0.579770905,0.071085432,8.155973584,3.46E-16,2.14E-14
Guk1,446.3765555,-0.721945537,0.124288436,-5.808629993,6.30E-09,1.09E-07
Gulo,9.1925911,0.097556551,0.611201541,0.159614374,0.873184856,0.924487946
Gusb,787.8250314,0.044454834,0.081336895,0.546551888,0.584686631,0.724504979
Gvin1,196.7724509,0.442097693,0.127097952,3.478401395,0.000504414,0.002360064
Gxylt1,1162.719134,0.37494008,0.092639323,4.047310241,5.18E-05,0.0003222
Gyg,806.5548841,-0.325635814,0.076940374,-4.232313904,2.31E-05,0.000158412
Gyk,133.3971699,0.280187932,0.172312863,1.626041887,0.103940745,0.206145041
Gyltl1b,21.78577561,0.700731286,0.390609004,1.793945557,0.072821859,0.154976607
Gypa,0.269687827,-1.256120514,3.774035645,-0.332832181,0.739260965,NA
Gypc,918.4508884,-0.288056108,0.097496169,-2.954537695,0.003131379,0.011404299
Gys1,413.4819663,-0.316322606,0.110062783,-2.874019704,0.004052837,0.014210387
Gzf1,864.691601,-0.122998148,0.080052032,-1.536477529,0.124421305,0.23630541
Gzma,63.13975199,2.587313447,0.301845118,8.571659079,1.02E-17,7.34E-16
Gzmb,3.500689239,-3.933585076,1.488037465,-2.643471801,0.00820606,0.025809016
Gzmc,2.391709054,-0.274710023,1.160049329,-0.236808915,0.812805035,0.885987564
Gzmf,0.26504371,-1.248859195,3.815876609,-0.327279764,0.743456297,NA
Gzmk,439.3479498,-1.374508283,0.423047738,-3.249061888,0.001157863,0.004857406
Gzmm,36.06362024,-0.272372175,0.334625048,-0.813962304,0.415666546,0.575193408
H13,3113.644645,-0.144139945,0.070731195,-2.037855373,0.041564399,0.09865808
H1f0,1775.409178,-0.656531464,0.102726398,-6.391068694,1.65E-10,4.01E-09
H1foo,0.264061859,-1.245725651,3.801358875,-0.327705353,0.743134456,NA
H1fx,26.41957752,0.216106198,0.380077268,0.568584907,0.56963787,0.711957828
H2-Aa,78.66645133,-0.988450583,0.368956685,-2.679042346,0.007383306,0.023646794
H2-Ab1,66.37175098,-0.75824257,0.459090253,-1.651619839,0.098612073,0.197547017
H2-Bl,2.569877471,-0.037007347,1.042419871,-0.035501382,0.971679944,0.984302378
H2-D1,46922.77729,-0.33119535,0.068740573,-4.818047599,1.45E-06,1.38E-05
H2-DMa,602.3951083,-0.59834845,0.080729696,-7.411751588,1.25E-13,5.15E-12
H2-DMb1,27.67845526,-0.492119491,0.337169127,-1.459562729,0.144410289,0.265029866
H2-DMb2,69.18596113,-0.52102238,0.218849944,-2.380728867,0.017278424,0.048053352
H2-Eb1,70.72889956,-0.871191989,0.38948362,-2.236787234,0.025300249,0.066023026
H2-Eb2,2.64086249,-0.871972663,1.098058654,-0.794103903,0.427134946,0.586559165
H2-K1,75296.63902,-0.362040426,0.075670631,-4.784424568,1.71E-06,1.60E-05
H2-K2,786.4164229,0.177237289,0.099457055,1.782048431,0.074741334,0.158339583
H2-Ke6,20.52782289,0.310443735,0.384895086,0.806567156,0.419915903,0.579468719
H2-M2,0.401227831,-1.831541169,2.825651978,-0.648183564,0.516866231,NA
H2-M3,1153.01217,-0.210921764,0.084504971,-2.495968731,0.012561367,0.036854709
H2-M5,0.279526569,0.429296672,3.727594451,0.115167215,0.908312584,NA
H2-Oa,292.2398059,-0.357650016,0.144008965,-2.483526052,0.013008882,0.037971613
H2-Ob,681.3499224,0.773397192,0.149406455,5.176464377,2.26E-07,2.63E-06
H2-Q1,0.310361219,2.05971517,3.554578061,0.579454195,0.562282745,NA
H2-Q10,112.9906783,0.471872215,0.279016984,1.691195306,0.090799507,0.185361791
H2-Q2,909.918112,-0.57254683,0.158929199,-3.602527622,0.000315138,0.001562722
H2-Q3,1.250306129,-1.162966382,1.812801586,-0.641529879,0.521178475,NA
H2-Q4,13990.60157,0.237589209,0.06412132,3.705307489,0.000211134,0.001103392
H2-Q5,3459.452294,0.246080742,0.067440657,3.64884854,0.000263418,0.001336243
H2-Q6,16372.59128,0.226549559,0.068567156,3.304053584,0.000952976,0.00411955
H2-Q7,18136.15385,0.195934801,0.061246336,3.199126884,0.001378445,0.005616833
H2-T10,963.8424258,0.130437155,0.084998635,1.534579414,0.124887173,0.237076986
H2-T22,3160.712561,-0.339770022,0.059972341,-5.665445383,1.47E-08,2.36E-07
H2-T23,6510.337759,-0.366285239,0.074204662,-4.936148628,7.97E-07,8.03E-06
H2-T24,448.4779689,-0.478562608,0.106668929,-4.48642931,7.24E-06,5.72E-05
H2-T3,1.337292864,1.611232564,1.515801308,1.062957629,0.287801167,NA
H2afj,707.1326198,-0.551316828,0.11128241,-4.954213578,7.26E-07,7.40E-06
H2afv,969.4651662,-0.752190322,0.085933243,-8.753193732,2.07E-18,1.66E-16
H2afx,530.4856128,-0.346869013,0.110685557,-3.133823628,0.001725445,0.006816087
H2afy,3286.949994,0.01918751,0.055909479,0.343188846,0.731456395,0.832094418
H2afz,2573.726007,-0.155028904,0.103864849,-1.492602218,0.135541343,0.252807091
H3f3a,1248.246205,-0.27647302,0.07993296,-3.458811237,0.000542565,0.0025127
H3f3a-ps1,1.369795424,-0.650874291,1.505934845,-0.432206143,0.665591595,NA
H3f3aos,24.89103293,-0.340773333,0.389875008,-0.874057908,0.382086719,0.543550007
H3f3b,6875.752556,0.238429306,0.096642721,2.467121192,0.013620425,0.039481352
H3f3c,0.274420249,-1.27350447,3.754540662,-0.339190485,0.734466236,NA
H60b,1.015386599,0.986770768,1.764940481,0.559095776,0.576096357,NA
H6pd,832.9874955,0.114074465,0.088018119,1.296033885,0.194963811,0.33435579
Haao,2.954793885,0.655436799,1.1349399,0.577507936,0.563596379,0.707352363
Habp4,570.5097667,0.141866804,0.097902105,1.449067968,0.147318603,0.26949167
Hacd2,180.8993053,-0.075742605,0.147104278,-0.514890564,0.606629495,0.741643253
Hacd3,5041.134704,-0.368373194,0.069078628,-5.332665143,9.68E-08,1.26E-06
Hacd4,0.834360468,-1.603393498,2.135810678,-0.750718926,0.45282183,NA
Hace1,782.7219021,0.45935225,0.086211021,5.328231161,9.92E-08,1.29E-06
Hacl1,275.950658,-0.371386904,0.131243293,-2.829759114,0.004658306,0.015960443
Hadh,982.8900032,-0.310886267,0.080993577,-3.838406436,0.000123835,0.000690976
Hadha,2941.438869,-0.179942849,0.052716638,-3.41339765,0.000641583,0.002911094
Hadhb,1074.41235,-0.309571462,0.069025641,-4.484876324,7.30E-06,5.76E-05
Hagh,257.6043229,-0.010747449,0.122256843,-0.087908773,0.929949184,0.961082491
Haghl,571.7681623,-0.099322203,0.093141325,-1.066360218,0.286260838,0.443887066
Hal,4.745566051,-0.004815071,0.820604432,-0.005867712,0.99531827,0.997764955
Hap1,591.7745227,0.580888225,0.177407498,3.274316087,0.001059181,0.00451123
Hapln1,10.15551052,0.030528294,0.650348584,0.046941432,0.962559906,0.979492291
Hapln4,1.051239264,2.90136476,1.854809617,1.564238579,0.11776155,NA
Harbi1,206.1183271,0.319800573,0.124645016,2.56569082,0.010297057,0.031207006
Hars,1099.404425,-0.245218827,0.086001438,-2.851334045,0.004353621,0.015085471
Hars2,865.0035068,0.315652554,0.08231733,3.834582029,0.000125778,0.000700097
Has1,0.293350854,1.99124537,3.620463631,0.549997341,0.582321198,NA
Has3,6.184974581,0.417249886,0.773188929,0.539648034,0.589439784,0.72801305
Hat1,554.7805153,-0.277671425,0.084300175,-3.293841603,0.000988282,0.004250226
Haus1,126.4597048,-0.422260526,0.199813312,-2.113275247,0.034577216,0.085132768
Haus2,323.7862304,-0.253681037,0.105802268,-2.397689976,0.016498823,0.046297985
Haus3,1161.195838,0.154553928,0.090373636,1.710166093,0.087235164,0.1794847
Haus4,475.1384248,-0.274013765,0.099644293,-2.749919296,0.005960994,0.019719249
Haus5,65.5274975,-1.208372752,0.240664704,-5.020980359,5.14E-07,5.47E-06
Haus6,709.9016697,0.24422921,0.081479581,2.997428419,0.002722678,0.010129177
Haus7,273.6375993,-0.032389118,0.118557393,-0.273193573,0.78470442,0.868871575
Haus8,215.0758583,-0.916383191,0.14116969,-6.491359366,8.51E-11,2.20E-09
Havcr1,0.538482108,-2.253947841,2.3031,-0.978658261,0.327748862,NA
Havcr2,19.75365988,-0.868207464,0.445376243,-1.949379827,0.051250082,0.116602732
Hax1,297.7600774,-0.215261195,0.1176248,-1.830066404,0.06724001,0.145203339
Hba-a1,3.319724615,-1.712258516,1.31489819,-1.302198549,0.192848521,0.33144978
Hba-a2,2.555872979,-4.500995543,1.763082918,-2.552912002,0.010682648,0.03214291
Hbb-bs,7.684076612,-2.430242061,0.941943777,-2.580028787,0.009879208,0.030147408
Hbb-bt,1.637753604,-2.756210622,1.818930763,-1.515291664,0.129698559,0.244055438
Hbegf,1.860492651,-0.530296799,1.323909507,-0.40055366,0.688748769,0.801045059
Hbp1,2015.213934,-0.215170388,0.061685847,-3.488164624,0.000486349,0.002286298
Hbs1l,1278.663169,0.448688049,0.067055984,6.691245467,2.21E-11,6.22E-10
Hc,83.0987075,0.462235727,0.309758163,1.492247123,0.135634373,0.2529213
Hcar2,0.274420249,-1.27350447,3.754540662,-0.339190485,0.734466236,NA
Hccs,531.6820404,-0.081502786,0.099849737,-0.816254386,0.414354657,0.574209663
Hcfc1,6362.916966,0.121378654,0.076041984,1.596205779,0.110442858,0.216103934
Hcfc1r1,409.1157522,-0.316601379,0.107204714,-2.953241212,0.003144561,0.011441831
Hcfc2,657.7057337,0.188554757,0.090102436,2.092671026,0.036378531,0.088616817
Hck,1.504338423,-2.62009795,1.826035106,-1.434856285,0.151328055,0.27506018
Hcls1,6806.159811,-0.116925009,0.066608359,-1.755410445,0.079189127,0.166061248
Hcn2,9.688071841,0.569522656,0.64573689,0.881973238,0.377791279,0.539391821
Hcn3,91.66231218,0.834121641,0.199872534,4.173267961,3.00E-05,0.000199605
Hcst,810.0870902,-0.651735025,0.113094972,-5.762723238,8.28E-09,1.39E-07
Hdac1,2378.003481,0.019717603,0.065495331,0.301053572,0.763373644,0.854351198
Hdac10,1285.406845,0.309918379,0.068286568,4.538496913,5.67E-06,4.60E-05
Hdac11,98.0025167,0.015943821,0.222663664,0.071604953,0.942916298,0.968423557
Hdac2,1285.731885,0.071940235,0.08170143,0.88052603,0.37857441,0.540150829
Hdac3,1660.586591,0.034672551,0.05727392,0.605381148,0.544925774,0.692972758
Hdac4,1863.25269,0.131559426,0.097786753,1.34537063,0.178505575,0.31335982
Hdac5,1556.582893,0.240312901,0.092918193,2.586284706,0.009701676,0.029679665
Hdac6,532.3112299,0.254612517,0.092339727,2.757345341,0.005827277,0.019352886
Hdac7,8867.257356,0.386121353,0.080968236,4.768800365,1.85E-06,1.71E-05
Hdac8,237.050061,-0.372571259,0.121958429,-3.054903731,0.002251328,0.00860296
Hdac9,106.1546672,-0.249402721,0.289104206,-0.862674137,0.388316656,0.549781183
Hdc,14.80154033,1.118887134,0.503962277,2.22018033,0.026406529,0.068439941
Hddc2,284.7166816,-0.085130261,0.124202453,-0.685415296,0.493081895,0.648099379
Hddc3,107.4962384,0.903536925,0.175895043,5.136795836,2.79E-07,3.17E-06
Hdgf,2217.596985,-0.294712948,0.066659624,-4.421161276,9.82E-06,7.51E-05
Hdgfrp2,1646.270613,0.308397084,0.076289328,4.042466905,5.29E-05,0.00032816
Hdgfrp3,880.5129302,0.473013842,0.084544249,5.594867159,2.21E-08,3.39E-07
Hdhd2,333.7183218,-0.275792165,0.120204377,-2.294360423,0.021769805,0.058272598
Hdhd3,11.98890499,0.264181927,0.549643821,0.48064204,0.630770932,0.759924774
Hdlbp,3319.516234,0.074840427,0.062130371,1.204570743,0.228369057,0.375200324
Hdx,3.362143233,3.931327476,1.522865521,2.58153292,0.009836261,0.030039401
Heatr1,1563.250527,-0.078624469,0.061786224,-1.272524263,0.203186909,0.344417886
Heatr3,640.9584223,-0.021183281,0.09511315,-0.222716635,0.823756054,0.893600857
Heatr5a,732.1338414,1.31302927,0.081646115,16.0819565,3.41E-58,2.47E-55
Heatr5b,1131.396052,0.053611205,0.077817491,0.688935154,0.490864076,0.646145281
Heatr6,1299.40442,0.350911095,0.06658141,5.270406518,1.36E-07,1.70E-06
Heatr9,16.71464141,-0.948611206,0.547528531,-1.732532922,0.083178721,0.172871674
Hebp1,0.671003963,-2.572524114,2.163036044,-1.189311718,0.234317026,NA
Hebp2,0.823291609,-0.461395981,2.102036682,-0.219499491,0.826260977,NA
Heca,3320.254516,0.099418483,0.074588176,1.332898707,0.182565047,0.318867453
Hectd1,5835.132449,-0.017566377,0.079661868,-0.220511732,0.825472636,0.894815401
Hectd2,305.4660966,0.383242627,0.163475591,2.344341583,0.019060706,0.052081365
Hectd3,1496.460274,0.019593355,0.063859611,0.306819197,0.758980996,0.85153182
Hecw2,16.44301325,-0.08338419,0.562869933,-0.148141133,0.882231388,0.929960503
Heg1,2734.232382,-0.063150598,0.090666383,-0.69651613,0.486105659,0.642055018
Helb,1251.890414,0.210605918,0.068199365,3.088092048,0.002014461,0.007814201
Hells,310.1914359,-0.04057196,0.119418556,-0.339745861,0.734047922,0.833552312
Helq,529.9224421,0.406104986,0.090599602,4.482414664,7.38E-06,5.81E-05
Helz,2704.402188,0.443789364,0.105119578,4.221757481,2.42E-05,0.000165572
Helz2,7198.186362,0.174819242,0.072170554,2.422307064,0.015422313,0.043802562
Hemgn,0.66430784,-2.560536154,2.451635037,-1.044419792,0.296291211,NA
Hemk1,276.4982825,0.257830531,0.128632558,2.004395578,0.045027703,0.105021177
Henmt1,4.771701875,-2.813237058,1.141937276,-2.46356531,0.013756283,0.039817131
Hepacam,0.798881701,-2.825896161,2.357469354,-1.198699002,0.230645006,NA
Hepacam2,1.551869283,0.33798852,1.76690207,0.191288768,0.84829936,0.910146774
Herc1,6116.849792,0.300498357,0.097605095,3.078715901,0.002078948,0.008028752
Herc2,5072.664062,0.413193573,0.086160276,4.79563892,1.62E-06,1.52E-05
Herc3,1468.323466,0.298734548,0.079958261,3.736131116,0.000186873,0.000991257
Herc4,1914.577535,0.13927049,0.065152622,2.137603752,0.032548917,0.081208935
Herc6,1074.748934,0.349904222,0.089089629,3.927552814,8.58E-05,0.000500424
Herpud1,1267.345256,-0.40034055,0.077841775,-5.143003861,2.70E-07,3.08E-06
Herpud2,1505.124075,-0.021472163,0.068716756,-0.312473461,0.754680729,0.848082865
Hes1,11.99975207,-0.157953053,0.561366721,-0.281372314,0.778424851,0.864868175
Hes5,20.11439137,-0.142247441,0.440819174,-0.322688869,0.746930883,0.842758516
Hes6,507.7331818,-0.234997555,0.098261963,-2.391541418,0.016777791,0.046915292
Hes7,6.081401772,0.115101748,0.698541995,0.164774271,0.869121656,0.92222434
Hesx1,10.28811423,-0.509086221,0.56935402,-0.894147056,0.371243215,0.532624195
Hexa,1035.492847,-0.267785122,0.100714462,-2.658854711,0.007840677,0.024867154
Hexb,868.6735342,-0.52947594,0.082477949,-6.419606064,1.37E-10,3.37E-09
Hexdc,155.1387666,0.148565888,0.152544301,0.973919623,0.330096449,0.489939757
Hexim1,1328.587064,0.47867917,0.115673281,4.138199976,3.50E-05,0.000229438
Hexim2,39.2650047,-0.366758066,0.288552666,-1.271026433,0.203719245,0.345202999
Hey1,63.71498767,-0.035932548,0.343711199,-0.104542848,0.916738567,0.952732548
Hey2,2.391517544,-1.088513037,1.206996723,-0.901835951,0.367144019,0.528602322
Heyl,21.27146077,0.733051994,0.496203255,1.477322018,0.139589339,0.258689096
Hfe,1.928438254,-1.237579711,1.555818651,-0.79545242,0.426350378,0.585697911
Hfm1,0.437776754,-0.29394564,2.818802123,-0.104280339,0.91694688,NA
Hgd,1.516825235,3.497932994,1.731056391,2.02069269,0.043311587,0.101862911
Hgf,62.47277757,0.075514039,0.297159408,0.254119629,0.799403139,0.877814947
Hgfac,158.474375,0.000268451,0.167392122,0.001603725,0.998720413,0.999253203
Hgh1,283.7388888,-0.101711379,0.1153865,-0.881484225,0.378055789,0.539672603
Hgs,1676.180073,0.064700363,0.070943406,0.911999672,0.36176889,0.522993412
Hgsnat,589.5072105,-1.25802594,0.092005625,-13.67335906,1.46E-42,6.30E-40
Hhat,136.2050195,-0.032934854,0.159528587,-0.206451111,0.83643855,0.902289581
Hhex,6.921122604,-0.302165758,0.701117444,-0.430977378,0.666484819,0.786064688
Hhipl2,1.548052834,0.805918346,1.520394681,0.530071801,0.59606215,0.733274229
Hiat1,2102.617339,0.223498214,0.05842889,3.825131973,0.000130702,0.000723706
Hiatl1,1233.593455,-0.135437333,0.069608291,-1.945706922,0.051689955,0.117452335
Hibadh,925.840999,-0.206762617,0.07548555,-2.739101935,0.006160727,0.020240571
Hibch,459.5039693,-0.38838226,0.100653522,-3.858605748,0.000114036,0.000641244
Hic1,199.4573483,0.114032396,0.164368398,0.693761072,0.487832059,0.643592005
Hic2,104.0572136,0.274823397,0.191255629,1.436942791,0.15073425,0.274231524
Hid1,80.18834697,-0.358043399,0.27259118,-1.313481233,0.189020841,0.32662867
Hif1a,16696.52726,-0.087230818,0.111017582,-0.78573877,0.432020545,0.590666239
Hif1an,2097.622945,-0.072083402,0.069389305,-1.038825819,0.298885751,0.456981329
Hif3a,55.49878771,0.591853788,0.30742909,1.925171715,0.054207879,0.121919828
Higd1a,218.3147826,-0.589498664,0.148253719,-3.976282463,7.00E-05,0.000419316
Higd2a,593.8264425,-0.259119431,0.101721042,-2.547353293,0.010854348,0.032573283
Hilpda,117.1253398,-0.512850152,0.19858515,-2.582520153,0.009808163,0.029965098
Hinfp,434.8601399,0.391692119,0.097253267,4.027547177,5.64E-05,0.000346179
Hint1,1185.055228,-0.601587019,0.085769594,-7.013989348,2.32E-12,7.76E-11
Hint2,248.0497611,-0.280847697,0.149849891,-1.874193535,0.060903755,0.13399808
Hint3,178.1006948,-0.379074947,0.15845595,-2.392304911,0.016742926,0.046826033
Hip1,558.1960097,0.166208288,0.11230114,1.480023167,0.138867064,0.257590632
Hip1r,4163.31076,0.618805149,0.064060674,9.659672822,4.47E-22,5.16E-20
Hipk1,7556.774264,0.140958914,0.079041548,1.78335214,0.074528999,0.15799671
Hipk2,886.3777154,0.050390353,0.15753453,0.319868621,0.749067926,0.844340152
Hipk3,3852.232589,-0.153352597,0.108342055,-1.415448481,0.156937044,0.28286364
Hipk4,4.11868562,0.501554702,0.902022681,0.55603336,0.578188049,0.71959126
Hira,268.7747082,-0.114805248,0.116011325,-0.989603798,0.322367813,0.482181509
Hirip3,451.5087699,0.182047866,0.094750299,1.921343457,0.054688422,0.122844312
Hist1h1a,5.191980135,2.851472545,0.913013321,3.123144515,0.001789299,0.007040357
Hist1h1b,4.11239602,1.676752509,0.897762001,1.867702695,0.061803523,0.135628423
Hist1h1c,121.6945858,1.571523662,0.199090527,7.893513009,2.94E-15,1.61E-13
Hist1h1d,22.45698326,1.366522332,0.521674801,2.619490782,0.008806115,0.027387745
Hist1h1e,30.66527196,2.00766979,0.375941523,5.340377878,9.28E-08,1.22E-06
Hist1h2ac,0.452721817,2.6101842,3.092982409,0.843905285,0.398722335,NA
Hist1h2ad,0.578072049,2.971328006,2.846540213,1.043838409,0.296560158,NA
Hist1h2ae,0.683758092,-1.28118597,2.222711083,-0.576406884,0.564340192,NA
Hist1h2ag,0.420678083,-0.293965094,2.850218143,-0.103137753,0.917853642,NA
Hist1h2ai,1.616907738,1.404202442,1.370548566,1.024555041,0.305573188,0.464014846
Hist1h2ak,4.700928479,0.141339599,0.948412576,0.149027546,0.881531897,0.929524655
Hist1h2an,0.444341111,2.587777068,3.110310809,0.831999509,0.405409221,NA
Hist1h2bb,2.9271467,1.209241391,1.11525371,1.084274707,0.278243016,0.434670923
Hist1h2bc,9.833726104,0.060707424,0.543361031,0.111725759,0.911040854,0.949665022
Hist1h2be,17.75271051,0.590808766,0.443886606,1.330990299,0.183192203,0.319523273
Hist1h2bf,0.274331943,-1.273722343,3.814725211,-0.333896224,0.738457869,NA
Hist1h2bg,2.250619276,2.620398728,1.343665545,1.950186739,0.051153866,0.116433781
Hist1h2bh,1.823200912,3.783047311,1.558812178,2.426878211,0.015229367,0.043347428
Hist1h2bj,3.353576382,1.781421365,0.982359789,1.813410306,0.069768561,0.149587334
Hist1h2bk,0.837547235,-0.441128168,1.928591921,-0.228730694,0.819078237,NA
Hist1h2bl,0.997768282,1.871431325,1.956540293,0.956500273,0.338819546,NA
Hist1h2bm,0.67662993,-2.581994638,2.406000743,-1.073147897,0.283204764,NA
Hist1h2bn,1.542216306,3.517764132,1.643357635,2.140595605,0.032306663,0.080718455
Hist1h2bp,0.584869773,0.600468524,2.605230615,0.230485747,0.817714338,NA
Hist1h3a,4.867026718,3.418569084,0.989865489,3.453569321,0.00055322,0.002553867
Hist1h3c,0.411154879,-0.290208484,2.867992304,-0.101188725,0.919400647,NA
Hist1h3e,4.128336916,2.169336747,0.914208202,2.372913239,0.017648409,0.048885755
Hist1h3f,4.219219514,2.209242299,0.938025273,2.355205518,0.018512464,0.050819029
Hist1h3h,0.268794282,-1.251698034,3.777744523,-0.331334749,0.740391646,NA
Hist1h3i,1.240235793,3.166804123,1.797059673,1.762214227,0.078033109,NA
Hist1h4b,5.841567454,1.047694475,0.710373572,1.474850017,0.140252871,0.259616322
Hist1h4c,11.38077388,0.934018053,0.553101033,1.68869338,0.091278205,0.186089156
Hist1h4d,23.92349589,1.03538053,0.375153909,2.759882025,0.005782224,0.019225122
Hist1h4f,0.807650288,-1.601773315,2.116532533,-0.756791257,0.449174932,NA
Hist1h4h,3.555492755,0.696303388,0.955225875,0.728941087,0.466037701,0.623893608
Hist1h4i,30.85821929,0.358410855,0.318474431,1.125399152,0.26041993,0.413692919
Hist1h4j,1.961674191,-0.723312629,1.346178813,-0.537307988,0.591054889,0.729271788
Hist1h4k,1.376073501,-1.380249536,1.696407071,-0.813631091,0.415856321,NA
Hist1h4m,0.269687827,-1.256120514,3.774035645,-0.332832181,0.739260965,NA
Hist1h4n,0.301980513,2.026866682,3.773373007,0.537149833,0.591164121,NA
Hist2h2ab,2.501603731,1.481298611,1.078762597,1.373146061,0.169706944,0.301406505
Hist2h2ac,22.01270411,1.479720538,0.412931815,3.583450063,0.000339086,0.001662816
Hist2h2bb,7.546256489,0.652552917,0.801898971,0.813759514,0.415782733,0.575304142
Hist2h2be,129.0529795,-0.354008373,0.193304916,-1.831346974,0.06704877,0.144880717
Hist2h3b,5.261738123,1.416544233,0.808376275,1.752332766,0.079716605,0.166991276
Hist2h3c2,1.903517625,0.834091478,1.22145906,0.682864867,0.494692236,0.64951833
Hist2h4,22.15260921,1.296323922,0.378752386,3.422615858,0.000620217,0.002822198
Hist3h2a,33.21529199,-0.151200238,0.348635368,-0.433691621,0.664512392,0.785075699
Hist3h2ba,43.11673881,0.150060864,0.276284672,0.543138578,0.587034393,0.726388573
Hist3h2bb-ps,1.722199767,1.579906143,1.483254446,1.065161913,0.286802666,0.444467297
Hist4h4,11.15468199,1.398442285,0.564754669,2.476194286,0.013279129,0.03864698
Hivep1,1390.205065,-0.027660488,0.135814249,-0.203664112,0.838615989,0.903799602
Hivep2,8049.192919,0.169818097,0.083633674,2.030499074,0.042305835,0.100015043
Hivep3,3647.726245,0.104777929,0.142666237,0.734426944,0.462688571,0.62029747
Hjurp,4689.718844,0.43623938,0.111963542,3.896262765,9.77E-05,0.000559606
Hk1,5227.000118,-0.14137542,0.062315311,-2.268710809,0.023285918,0.0618418
Hk1os,18.08722266,-0.455182696,0.426463103,-1.067343674,0.285816673,0.443371198
Hk2,100.9901185,-0.711000011,0.229580652,-3.096950924,0.001955222,0.007612256
Hk3,26.72523344,-0.024090902,0.383344715,-0.062843966,0.949890755,0.972197268
Hlcs,775.8544368,-0.027937592,0.081589842,-0.342415071,0.732038548,0.832578053
Hlf,20.84797307,-1.271158595,0.423205126,-3.003646502,0.002667651,0.009954724
Hltf,1986.376503,0.091891132,0.059842896,1.535539536,0.124651353,0.236714066
Hlx,1.804017977,-1.149791666,1.368925017,-0.839923043,0.400951537,0.561621647
Hm629797,0.699222802,-0.026667211,2.207952447,-0.012077801,0.990363543,NA
Hmbox1,938.4193555,0.627234499,0.079756904,7.864328564,3.71E-15,1.99E-13
Hmbs,234.8540973,-0.471927127,0.128392727,-3.675653112,0.000237242,0.001219793
Hmces,872.0214434,0.361046573,0.099792605,3.617969227,0.000296924,0.001482103
Hmcn1,0.851283214,0.565367902,1.879232436,0.300850438,0.763528545,NA
Hmcn2,12.33250236,0.425605508,0.553591497,0.768807886,0.442007367,0.60056826
Hmg20a,2233.008687,0.202950978,0.057079458,3.555587011,0.000377136,0.001825215
Hmg20b,1062.435976,0.393603667,0.075090134,5.241749392,1.59E-07,1.94E-06
Hmga1,301.5126591,-0.455081403,0.16375438,-2.779048733,0.005451835,0.018250796
Hmga1-rs1,2.087574933,-0.017886353,1.249754899,-0.014311888,0.988581155,0.994001277
Hmga2,0.86378839,1.571049424,2.070116598,0.758918326,0.447901416,NA
