"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610005C13Rik",0.805817238515231,-0.546980044531808,2.87521666424579,-0.19023959179622,0.849121387812681,NA
"0610007P14Rik",620.367256781446,-0.0315058658226644,0.113159562775485,-0.278419826393055,0.780690101696572,0.961001492656112
"0610009B22Rik",71.5510315569718,0.448204166810817,0.300860743362695,1.48973961109475,0.136292715057124,0.556796255804688
"0610009E02Rik",2.41645443300829,1.00252868300851,1.543086999041,0.649690317935131,0.515892279237466,NA
"0610009L18Rik",21.210114209288,-0.102926923568173,0.505992499609812,-0.203415907641998,0.838809967223844,0.97043557538624
"0610009O20Rik",776.743066434442,-0.130370840737234,0.0852269612508246,-1.52969012180958,0.126093449891037,0.541634304269217
"0610010F05Rik",132.699500003956,0.335726122463909,0.210246767317662,1.59681942674848,0.110305964262352,0.51152049399235
"0610010K14Rik",56.7978457445709,0.24631815849426,0.310773645195006,0.792596677043508,0.428012845377439,0.822987262485917
"0610011F06Rik",459.234410036947,0.0394359712382555,0.125408696981599,0.314459620324753,0.753171980373406,0.95396815208305
"0610030E20Rik",1849.98068245259,-0.114181234555804,0.0939844652154755,-1.21489476259745,0.224406231603007,0.677399848652568
"0610031O16Rik",1.35692942395914,0.12708441824441,2.14423301511892,0.0592680074172639,0.952738642686284,NA
"0610037L13Rik",748.212563187391,0.104420694766129,0.114749872901409,0.909985276025934,0.362830274907403,0.783377983896736
"0610038B21Rik",34.8532835381039,-0.00983646027149163,0.402398762846084,-0.0244445589293575,0.980498006046045,0.996616421488511
"0610039K10Rik",0.798144470268317,-1.17001981010853,3.55275838784944,-0.329327154390809,0.741908421579876,NA
"0610040B10Rik",16.4595476709141,0.177147093716642,0.619292466099919,0.286047551704046,0.774841701430486,0.959725295727316
"0610040F04Rik",1.21091844489383,-1.27035925423496,2.85985784569361,-0.44420363625691,0.656895363512101,NA
"0610040J01Rik",0.0814536502722676,1.09223799754095,6.23279668519624,0.175240434223559,0.860890713960944,NA
"0610043K17Rik",9.5357451271698,0.0790338744461443,0.71102443399825,0.111154934580404,0.911493487099576,0.987322710002325
"1010001B22Rik",1.6787430318945,-1.1376922996272,1.73570135365706,-0.655465467737363,0.512168112648761,NA
"1110001J03Rik",122.472519463897,0.199661085499345,0.247085884599287,0.80806350319504,0.419054026292741,0.81732481482512
"1110002E22Rik",0.750731792144006,-0.291931546165664,2.98230559942754,-0.097887871122832,0.922021331172289,NA
"1110002J07Rik",17.3818877397272,0.478840230073749,1.63317928081947,0.293195141340199,0.769372997641318,0.959042812192017
"1110002L01Rik",321.931072994139,0.236661852093788,0.15174379262079,1.55961471640036,0.11885095669064,0.528237548834803
"1110002O04Rik",0,NA,NA,NA,NA,NA
"1110004E09Rik",223.29662969938,-0.0923435328099867,0.181999958264876,-0.507382164756287,0.61188669738551,0.909829837753546
"1110004F10Rik",1146.52896199149,0.066999838795252,0.0906681612557081,0.738956628957046,0.459933333869067,0.844453699639964
"1110007C09Rik",331.870547884611,0.0698323051093675,0.139873781087503,0.499252287072168,0.617601663423089,0.912254320848484
"1110008F13Rik",825.453657460957,-0.122331363004349,0.0945844782156272,-1.2933555834126,0.195888104632027,0.648350620942672
"1110008L16Rik",132.407458760725,0.305000278742163,0.227195017021485,1.34246024732717,0.179446811453293,0.626938603964239
"1110008P14Rik",338.648682765332,-0.0598164648285938,0.143606394074067,-0.416530651119493,0.677021743297773,0.932142996177732
"1110012L19Rik",198.204425883569,0.239524142729919,0.193425607964192,1.23832694776516,0.215594855663312,0.670407812836425
"1110017D15Rik",0.578347390466962,0.0937811326562468,3.03414372153461,0.0309085993490164,0.975342431912279,NA
"1110019D14Rik",21.1925515074991,-0.442001226571265,0.481582417025177,-0.917810142034645,0.358718271616594,0.782068484607349
"1110020A21Rik",15.4175515912594,0.409570299694683,0.580223825107056,0.705883284987676,0.480260723085104,0.857317121754585
"1110025M09Rik",15.8834338036314,0.472535558667766,0.551046740470647,0.857523552837233,0.39115560385666,0.800879607978578
"1110028F11Rik",6.77018832390373,-1.57420874948147,1.43331347873402,-1.09830038776437,0.272073342654792,NA
"1110032A03Rik",128.594489903688,-0.146119569862148,0.233256321194446,-0.62643348361968,0.531030653003656,0.877294378160144
"1110032F04Rik",148.442923861352,0.576557052902124,0.276686751197368,2.08378988298884,0.0371792840001915,0.306411884042789
"1110034G24Rik",407.680501676037,-0.100471490280555,0.176085792740524,-0.570582604745443,0.568282612851179,0.891135648356069
"1110035H17Rik",7.34621608069129,-0.579792062981604,0.929617549397102,-0.623688809831124,0.532831973431545,NA
"1110036E04Rik",0.417672434444194,-1.08107428707471,4.46627088489225,-0.242053004606503,0.808739092361769,NA
"1110037F02Rik",3410.90152215774,0.0775542159437349,0.102098396688345,0.759602681915456,0.447492115553306,0.836002275137463
"1110038B12Rik",239.486819366182,-0.0802165886366926,0.165352935988768,-0.485123461261923,0.627588770682426,0.914621529945091
"1110038F14Rik",520.367949526504,-0.0714812553862506,0.12258897797593,-0.583096919204971,0.559828057561311,0.888602840576981
"1110046J04Rik",2.324730009025,-0.944479603349422,1.97186859015619,-0.478976950119486,0.631955026569822,NA
"1110051M20Rik",134.086444086728,-0.189610592423029,0.402523237446077,-0.471055021881635,0.637601443484521,0.917989665504442
"1110059E24Rik",259.416763712543,0.0730327858390584,0.147848753597982,0.493969574052973,0.621327667469982,0.913889337493085
"1110059G10Rik",244.959745360384,0.137567301672077,0.149456802082379,0.920448582837006,0.357338390500903,0.781009786379143
"1110065P20Rik",107.18377302067,0.222799254137068,0.243281338512932,0.915809060813862,0.359767050315184,0.782498077184041
"1190002F15Rik",61.7706310940673,-0.163498404800044,0.317213013490076,-0.515421492331551,0.606258517010264,0.907940376294991
"1190002N15Rik",620.899590976699,0.0116970268454579,0.0964419773290173,0.12128563898636,0.903464794471478,0.986067537305152
