"","B6.6","B6.7","B6.NT","TC.1","TC.5","TC.7"
"Hist1h3a",3.61994109553867,3.61999873896254,3.65588139934587,3.62268907398867,3.63322998596336,3.62880213185506
"Hist1h1a",2.47471779431694,2.50208654467809,2.47473857748339,2.47474203943064,2.4747358601169,2.47475320209831
"Slc17a4",-1.33635875321488,-1.33725944369624,-1.33728395199696,-1.33726722858342,-1.33729798388678,-1.33722030488077
"Lrrc16a",7.360492357119,7.32283003267151,7.16482378377058,7.16694294367321,7.34712813477438,7.41851382840483
"Cmah",10.622205738566,10.6738257400759,10.7410529957326,10.5044458974551,10.5820971055159,10.8641992236441
"Fam65b",13.3075955426202,13.2037507102916,13.3805987339281,13.2439682716315,13.5282427524637,13.5021946469345
"Gm11346",9.19638914558723,9.25287379436877,9.54144185138028,9.34855879230236,9.44349637100045,9.5014800272839
"Gmnn",8.52145228628242,8.82062152888797,8.93411479943757,8.86574288967792,8.74988495353006,8.8113015483
"BC005537",9.94938394562461,9.74977989668525,9.80353858622717,10.0489815994906,9.71688222254432,9.86200445000449
"Acot13",9.93971409276697,10.1323835180943,10.3497798557947,10.4498451550378,10.2395705798793,10.1636178574015
"Tdp2",10.8883894069669,10.9286286590339,10.9617600791757,10.8783753066935,10.7886569931577,10.9267986741074
"D130043K22Rik",5.61896709510418,5.47945944220693,5.48006930858128,5.55363484434992,5.4775146578253,5.47765747994074
"Aldh5a1",7.2599779111041,7.25299460822128,7.32331769044068,7.38890295983662,7.24715793781582,7.26988617276701
"9330162012Rik",1.15622407185874,1.15623440927041,1.1570636554188,1.15623373227076,1.16632947756041,1.15623818018481
"Gpld1",8.47924606638131,8.31668091660489,8.37267317860848,8.20136843405987,8.51638837099399,8.32838764234742
"Mrs2",9.6415344520843,9.61113865261836,9.7641999170329,9.4092603424693,9.71872898835637,9.68305047705988
"2610307P16Rik",2.54342224818723,2.54028362849746,2.54027824908007,2.54028185754325,2.5656670929118,2.54029349270525
"Sox4",8.3682928129003,8.47466738063078,8.52989058787078,8.60310420085209,8.6666599252449,8.59681434962918
"Cdkal1",9.98600464464047,10.0521154384211,10.2490389894344,10.3827242884101,10.2678688197533,10.3792961561012
"E2f3",7.25974337007692,7.32327848119899,7.54986206864066,7.34339706060767,7.30250047823744,7.36604182667383
"Mboat1",11.1235913916217,10.9034683226569,10.8895564744633,10.9466214152964,10.7954342233751,10.9727756785485
"Uqcrfs1",11.5785250995969,11.909998603165,11.8277838715552,12.0411711461438,11.9914923928805,11.910392226617
"Dusp22",8.18093002387566,8.03259096321988,7.76592355434238,7.86111122077162,7.868274580657,8.11490044712782
"Irf4",10.0081492690711,10.2689719848601,9.86372903496071,10.146664483352,10.2002070130803,9.87163883701705
"Exoc2",12.2161204864307,12.1468888033274,12.3540260441163,11.9983011261036,12.258968787704,12.169617579883
"Hus1b",3.40485626177823,3.40490590113467,3.4048960267518,3.45191713986423,3.40567669613675,3.40932770887325
"Foxq1",4.91681444690727,4.91897934365727,4.93384940420497,5.05839382906411,4.91692877141973,4.91703843417459
"Foxc1",-1.33635875321488,-1.33725944369624,-1.33728395199696,-1.33726722858342,-1.33729798388678,-1.33722030488077
"Gmds",9.60060137369855,9.31352172206062,9.35522415007386,9.40905108373901,9.31376348338151,9.35902031318871
"Wrnip1",12.2870897349222,12.0907070324525,12.3135625310501,12.1893080792699,12.3500226380094,12.3899041560081
"Serpinb1a",10.2377435227565,10.3775841864109,10.0997594973533,10.6959885746262,10.4269087399924,10.7498756865452
"Serpinb6b",9.68937460665691,9.74624307572719,9.87639994526268,9.85443515050863,9.70636526406073,9.80261608671249
"Serpinb9",10.0404896288291,10.2096019313559,9.94416455059439,10.0938095634366,10.0884682904946,10.0271003614676
"Serpinb1b",-0.85156458513253,-0.851551989211694,-0.85075998194545,-0.849836160274966,-0.851562916693761,-0.851476447680308
"Serpinb9g",1.16902824693783,1.18008399430996,1.16903662964126,1.16903802601155,1.16903553360128,1.16904252850216
"Serpinb6a",10.8137889679894,10.9253177888298,10.8196504347386,10.9192731500027,10.9103386265693,10.7409288855593
"Nqo2",8.55555815034017,8.61517822755798,8.49860418983039,8.46833675509299,8.50129534919194,8.42707764924772
"Ripk1",11.4590166781743,11.4425183624971,11.6668141468977,11.5476126802556,11.4646166875876,11.6798890402916
"Bphl",10.2975132130393,10.3411469476159,10.2908318689897,10.6159488706706,10.5191315825655,10.5289227511749
"Tubb2a",10.8811374380412,11.4104001720246,10.9979142044624,11.1680239831447,11.2195295474,10.9353995400674
"4930447K03Rik",6.54010030538522,6.48556735507123,6.46945120019138,6.45411715973105,6.41876670932431,6.40475788456931
"Tubb2b",5.55062969516223,5.59846476614439,5.56092782465076,5.56710312873613,5.64722286773924,5.6153660410747
"Psmg4",9.36440284677113,9.3615096858785,9.48769980704448,9.70759880744587,9.6167651231327,9.53106074796275
"Slc22a23",3.75641472229498,3.69485953956912,3.69567981064963,3.69485559804312,3.69484126290709,3.69598040388741
"Pxdc1",9.6474945395724,9.76318587395822,9.11238048035623,9.6109851482042,9.38830808481222,9.64188856834791
"Gm15908",3.23690466888763,3.243037440011,3.23943487614417,3.23733420491898,3.24054094195497,3.24075262524106
"Prpf4b",11.9576042217229,11.7905497485339,12.0153276551256,11.8387296911794,11.7790297000592,11.8672603663963
"Fam217a",4.8818929063638,4.88205166720806,5.01749074884632,4.88204127516451,4.90113019042295,4.88329138380321
"Eci3",1.8243757531453,1.82439232099615,1.82438902520445,1.82439123599241,1.82438728990332,1.84183999805864
"Eci2",10.7468247161259,11.0984031958506,10.8836779184301,11.0709735827449,11.0287307534443,11.0930070274233
"1700011B04Rik",0.53884146201132,0.538848213159771,0.538846870146912,0.545978874655385,0.538846163028929,0.538850675855892
"Cdyl",9.00107559449089,9.06493463873253,9.17162499441273,9.18879370572584,9.15775916854155,9.12898878121639
"Rpp40",7.4626389467444,7.62651864494457,7.56613992618037,7.50899412302777,7.5644955015506,7.55313081217183
"Ppp1r3g",3.64741331432373,3.64747196137409,3.64746029519411,3.64746812078085,3.70916000981973,3.64749335307458
"Lyrm4",10.1589982832759,10.6438921887407,10.5256752093613,10.6618474068073,10.6136790686474,10.5740414461109
"Fars2",10.3476578538652,10.6467773691071,10.3136287978462,10.6874392270196,10.6075120542205,10.5035968320455
"Nrn1",10.1097584897973,10.3361831138891,9.87894812068531,9.8681849448601,9.62995427787055,9.73214831984486
"F13a1",5.91525365885195,6.03482121470067,5.9090077061019,5.90904696860059,5.94584408387787,6.04306040008088
"Ly86",8.77023356018777,9.06889036785036,8.92676515644705,9.13067597371622,9.01384466692611,9.50582038787566
"Rreb1",8.61933098963828,8.57603266596766,8.94722785060093,8.60321998678347,8.72589096378381,8.58457268841617
"Ssr1",13.3769875881209,13.3801444033554,13.3190939867444,13.4062718861907,13.1994188833205,13.2747263882947
"Cage1",6.00706456328154,6.05685845858554,6.00628960093762,6.02400978001824,6.03439501091927,5.96975471253524
"Riok1",11.1400244987619,11.1215589317954,11.5164762311121,11.5720947432258,11.3592293722758,11.2988649545528
"Dsp",5.43648198065491,5.45165077599997,5.48511783560024,5.43667739696679,5.47702046992925,5.54973112285262
"Snrnp48",9.79291685256615,9.86131622851897,10.2583075472378,9.77690627031119,9.87658190079244,9.87982383500034
"Bmp6",1.04440727677662,1.0545472702482,1.04441496448744,1.04441624508885,1.04441395931713,1.04442037429389
"Txndc5",12.4895128604394,12.4047859956425,12.4251741355264,12.3338906474688,12.5402891200122,12.7443194770724
"Bloc1s5",9.7828511518915,9.79130836936036,9.21725677084736,9.93959292555616,9.83456745293489,9.71109479095028
"Eef1e1",9.7588862497989,10.0452664145157,9.92096107782429,10.1257974420484,10.1687513759428,10.1845109902961
"Slc35b3",11.3334182697564,11.8036926018045,11.8069413089368,11.7763666327241,11.8511149456509,11.7601929703443
"5033403F01Rik",2.01022032276639,2.00978616167046,2.00978244086213,2.00978493674441,2.02908933165746,2.00979298452797
"Tfap2a",1.07922196521853,1.07746868711816,1.07561728183097,1.07829839534409,1.07561625794652,1.07781654207244
"Gcnt2",4.38303941663263,4.39153069957007,4.38038189006181,4.38039502063486,4.44238300171379,4.40764661145802
"Pak1ip1",11.4158096167577,11.582049777514,11.4965306121087,11.7401632383454,11.630418877642,11.5330002112733
"Tmem14c",11.2696727364124,11.5579520581009,11.2776685702204,11.5858813399436,11.3666638859766,11.3949820012449
"Mak",-0.830390944643545,-0.830388527250744,-0.830389011969186,-0.827810994697315,-0.830389264707378,-0.830313085981362
"Elovl2",4.13920328110964,4.05748718343945,4.05747174601231,4.05748210132599,4.0574636178069,4.05751549023452
"Smim13",8.42514653157537,8.49674231432952,8.7254417211611,8.43492972398687,8.40783603491778,8.55396159489318
"Nedd9",13.0835402565749,12.8368011356557,13.2012376881836,12.7023652182948,13.020660054364,12.7493520617732
"Tmem170b",9.49563280132103,8.96574015005705,9.06473400279581,8.88197289438305,9.1954771668695,9.43335542661321
"Gm10790",3.34625588013255,3.34630373349523,3.34629421446711,3.3463005997632,3.34628920244723,3.39654304122885
"Hivep1",8.89196025861759,9.23486982556012,8.9586241893309,9.02206797855086,8.95223825544926,9.23500201548249
"Tbc1d7",9.19453754355001,9.02215839434776,8.88024511064363,9.03964800863828,8.89675394056212,8.8554172838576
"Gfod1",5.96069864649206,5.97139007224712,6.03183735182977,5.97632737029114,6.11684816404462,5.98395298973209
"Sirt5",8.99285842697017,9.0233282372689,9.1614126321591,9.13324719281719,8.95351698270963,9.08949686113658
"Nol7",12.2407281812702,12.3322601295772,12.3450693746014,12.5481569743052,12.2196728267509,12.5818196866936
"Ranbp9",10.4125885024054,10.3733177338287,10.3694000677997,10.5451353498219,10.4742507727032,10.4808133930512
"Mcur1",11.9458081573575,11.7702388720946,11.634792721607,12.0108407368578,11.9402492984789,11.8125619404916
"Cd83",14.2673400616834,14.7408810399175,14.0310273685813,14.1877231804281,14.0601566911561,14.1649538058149
"1700029N11Rik",-1.44230236064306,-1.44218359542238,-1.44221191441717,-1.4421925907494,-1.44118266308091,-1.44213837107478
"Jarid2",12.9089220975255,12.3167977538082,12.6823788103835,12.1218627444543,12.4220742768551,12.4661459819897
"Dtnbp1",11.1617042012024,11.3770717427103,11.3699067690998,11.2147216119496,11.367939930865,11.3847221696719
"Mylip",10.8721946546424,10.2533077138944,10.6644013661416,10.3778812105734,10.6001764950081,10.5993595732802
"Gmpr",3.83535900572063,3.83542622255344,3.83541285186931,3.83542182083641,3.86400112323537,3.87738694645916
"Atxn1",9.71205533804292,9.83009797320731,9.87606901597984,9.65006485535638,9.75702324061077,9.7842246136964
"Rbm24",3.07292804524959,3.07296734614371,3.09027978655093,3.07296477241148,3.09155393093273,3.07847245039205
"Cap2",6.43776101834557,6.2982950265934,6.33832937758499,6.37550033373814,6.37491787822717,6.36358094516384
"Fam8a1",7.37828307999247,7.31108320783662,7.44389880334723,7.33452780400481,7.320869049475,7.35932850108877
"Nup153",12.2032098003518,11.9801219740295,12.2058291700782,11.9192227872085,12.2801523581631,12.0609805162502
"Kif13a",9.57194960844585,10.0821228076645,10.072300362815,9.50192394669236,9.83374021748194,9.8959104993404
"Nhlrc1",5.19173696896681,5.18686751838989,5.18767742658677,5.2806292454396,5.2285595213033,5.22713900366334
"Tpmt",5.53049166735907,5.56446542221191,5.53020870615187,5.56507919273797,5.56684267387625,5.65582771247635
"Kdm1b",10.3225465938085,10.7261470833792,10.5703699543778,10.3349063521944,10.3576447906083,10.5828849915887
"Dek",12.1036652620543,12.2385502490681,12.1990387796777,12.3085773849341,12.0478132316066,12.3363807653852
"Rnf144b",1.67297645651593,1.67391703555502,1.67298831590026,1.67299029141435,1.68770566432979,1.67299666132368
"A930002C04Rik",5.32410216571364,5.20701999517834,5.20604753996506,5.27032237061334,5.20602912211833,5.20614665290536
"Zfp169",9.0753300160359,8.96372872577678,9.08955022944002,9.05433142833932,9.0529772141381,8.68004510356495
"Mirlet7d",2.02175458434282,2.02177347266988,2.03333856686258,2.02623944716644,2.02567382919772,2.02178036268623
"Mirlet7f-1",-1.43842834874985,-1.43830191931747,-1.4377560481036,-1.43773471326138,-1.43835108684433,-1.43825198809674
"Mirlet7a-1",0.845907489241205,0.840990031078704,0.840064960117782,0.840958599730649,0.84006409402756,0.841165082098179
"Ptpdc1",7.76432386805824,7.88133338306766,8.06897025799272,8.03784119060638,8.10850410378359,7.82622861047116
"Phf2",8.93571282916511,9.08339743320795,8.93456841801368,8.85505390530621,8.85819163687221,8.81629588092435
"Fam120a",11.6059770302503,11.7625115049889,11.9666837305208,11.5288594119727,11.8535915585711,11.7226757882727
"Fam120aos",8.92074427041223,8.76927096090683,8.69798891164695,8.84010695243032,8.78577543973876,8.78389019200101
"Ninj1",10.7825501520722,11.1809019662445,10.4729573599193,11.0754420710939,10.9363538469109,10.9322036672922
"1110007C09Rik",10.5701241214568,10.540869722496,10.2961854357559,10.4661468649003,10.6350408941339,10.6017014271398
"Susd3",12.5713653570659,12.6198758754478,12.4953413546911,12.6120487452321,12.7767639084247,12.7022897025544
"Fgd3",9.96853098405757,9.6277961440007,9.89030079766104,9.72097053667553,9.87427548934276,10.1429276807653
"Bicd2",10.0839091384695,10.4105778165885,9.90398514176328,9.90922534169482,9.86106587905761,10.3971195347649
"Ippk",9.87667248689607,9.81302178371354,9.7071548340595,9.93879858497474,9.73799317941706,9.45545685433225
"Cenpp",6.49786747956613,6.56589925884484,6.43561047026583,6.54682334119288,6.50303338495796,6.50543840733541
"Aspn",-0.640291294960024,-0.640288377277009,-0.640288957724183,-0.640288568367617,-0.637197723047063,-0.640263547105268
"Nol8",10.637303423076,10.4357575677994,10.4869522685212,10.5040647557904,10.4217368915555,10.4798354087361
"Iars",11.2045312710912,11.4868200127405,11.1737671973077,10.8982996871778,11.4763830803382,11.1409823094032
"Fbxw17",9.97196542588759,9.72713358349056,10.3173275621306,10.0370133982356,10.0997678309264,10.0775389214684
